wavelength_nm,intensity,spectrum_id,spectrum_name,point_index,x_unit,y_unit
345.386,-5.483229,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,0,nm,absorbance
345.605,-5.483229,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,1,nm,absorbance
345.824,-1.6040389999999995,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,2,nm,absorbance
346.044,-3.1500570000000003,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,3,nm,absorbance
346.263,-1.5775320000000002,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,4,nm,absorbance
346.482,-4.386212,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,5,nm,absorbance
346.701,1.53633,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,6,nm,absorbance
346.92,2.9903190000000004,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,7,nm,absorbance
347.139,3.661925,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,8,nm,absorbance
347.358,-2.669918,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,9,nm,absorbance
347.577,-1.420545,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,10,nm,absorbance
347.796,-0.357794,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,11,nm,absorbance
348.015,5.660681,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,12,nm,absorbance
348.234,2.800855,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,13,nm,absorbance
348.453,-1.345646,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,14,nm,absorbance
348.672,-4.5242640000000005,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,15,nm,absorbance
348.891,-7.692496000000001,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,16,nm,absorbance
349.11,4.939941,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,17,nm,absorbance
349.329,10.594251,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,18,nm,absorbance
349.548,22.192951,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,19,nm,absorbance
349.767,28.673451999999997,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,20,nm,absorbance
349.986,35.790413,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,21,nm,absorbance
350.205,38.644579,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,22,nm,absorbance
350.424,36.646076,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,23,nm,absorbance
350.643,38.203523000000004,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,24,nm,absorbance
350.862,32.750713,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,25,nm,absorbance
351.08,30.929353,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,26,nm,absorbance
351.299,31.631896,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,27,nm,absorbance
351.518,39.167151000000004,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,28,nm,absorbance
351.737,41.523666,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,29,nm,absorbance
351.956,43.15135399999999,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,30,nm,absorbance
352.174,48.867849,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,31,nm,absorbance
352.393,52.60361600000001,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,32,nm,absorbance
352.612,56.003071999999996,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,33,nm,absorbance
352.831,59.491234,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,34,nm,absorbance
353.049,63.551325999999996,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,35,nm,absorbance
353.268,66.512661,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,36,nm,absorbance
353.487,72.413824,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,37,nm,absorbance
353.705,74.291798,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,38,nm,absorbance
353.924,80.83128099999999,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,39,nm,absorbance
354.143,82.373201,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,40,nm,absorbance
354.361,90.02642399999999,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,41,nm,absorbance
354.58,92.79921199999998,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,42,nm,absorbance
354.798,95.92142799999999,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,43,nm,absorbance
355.017,97.595969,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,44,nm,absorbance
355.236,100.61174,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,45,nm,absorbance
355.454,100.91393,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,46,nm,absorbance
355.673,109.58945000000001,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,47,nm,absorbance
355.891,114.868572,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,48,nm,absorbance
356.11,124.10698400000001,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,49,nm,absorbance
356.328,127.99583,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,50,nm,absorbance
356.547,134.463719,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,51,nm,absorbance
356.765,145.31142800000003,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,52,nm,absorbance
356.984,153.331558,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,53,nm,absorbance
357.202,163.081062,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,54,nm,absorbance
357.42,168.747039,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,55,nm,absorbance
357.639,177.404653,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,56,nm,absorbance
357.857,186.487187,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,57,nm,absorbance
358.076,194.20753599999998,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,58,nm,absorbance
358.294,205.48288900000003,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,59,nm,absorbance
358.512,213.86404299999998,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,60,nm,absorbance
358.731,218.117586,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,61,nm,absorbance
358.949,219.601672,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,62,nm,absorbance
359.167,222.99724300000003,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,63,nm,absorbance
359.386,227.75644000000003,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,64,nm,absorbance
359.604,228.80388,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,65,nm,absorbance
359.822,236.79336199999997,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,66,nm,absorbance
360.04,243.738298,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,67,nm,absorbance
360.259,246.115979,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,68,nm,absorbance
360.477,244.92957900000002,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,69,nm,absorbance
360.695,241.52345099999997,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,70,nm,absorbance
360.913,247.926336,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,71,nm,absorbance
361.131,244.00005700000003,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,72,nm,absorbance
361.35,239.66153400000002,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,73,nm,absorbance
361.568,232.744757,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,74,nm,absorbance
361.786,228.96417199999996,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,75,nm,absorbance
362.004,230.63871099999997,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,76,nm,absorbance
362.222,229.80317100000002,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,77,nm,absorbance
362.44,226.018663,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,78,nm,absorbance
362.658,222.77326000000002,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,79,nm,absorbance
362.876,214.867282,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,80,nm,absorbance
363.094,218.511353,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,81,nm,absorbance
363.312,219.92580800000002,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,82,nm,absorbance
363.53,222.689017,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,83,nm,absorbance
363.749,217.68477199999998,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,84,nm,absorbance
363.967,214.46284699999995,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,85,nm,absorbance
364.184,206.876444,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,86,nm,absorbance
364.402,204.45313200000004,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,87,nm,absorbance
364.62,195.079319,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,88,nm,absorbance
364.838,186.304795,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,89,nm,absorbance
365.056,167.249244,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,90,nm,absorbance
365.274,150.091785,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,91,nm,absorbance
365.492,132.87717299999997,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,92,nm,absorbance
365.71,118.685733,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,93,nm,absorbance
365.928,107.59468700000002,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,94,nm,absorbance
366.146,95.34378099999999,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,95,nm,absorbance
366.364,82.76087400000002,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,96,nm,absorbance
366.581,67.119392,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,97,nm,absorbance
366.799,57.94808400000001,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,98,nm,absorbance
367.017,49.934340999999996,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,99,nm,absorbance
367.235,44.87979899999999,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,100,nm,absorbance
367.453,40.846652999999996,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,101,nm,absorbance
367.67,38.458091,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,102,nm,absorbance
367.888,37.700847,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,103,nm,absorbance
368.106,40.232271999999995,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,104,nm,absorbance
368.323,40.129319,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,105,nm,absorbance
368.541,35.428103,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,106,nm,absorbance
368.759,36.727053,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,107,nm,absorbance
368.977,41.137627,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,108,nm,absorbance
369.194,52.017205000000004,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,109,nm,absorbance
369.412,49.378116,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,110,nm,absorbance
369.629,48.159869,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,111,nm,absorbance
369.847,44.907188,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,112,nm,absorbance
370.065,51.582536000000005,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,113,nm,absorbance
370.282,53.391738,abb5f43e-39f7-4e00-9c94-18a2b72b0413,CO2 Lamp,114,nm,absorbance
