wavelength_nm,intensity,source_count
22222.222222222223,0.09763346104236774,15
22172.949002217294,0.0383442836305893,15
22123.893805309734,0.10870456659888324,15
22075.05518763797,0.28062755627110736,15
22026.431718061674,0.45183675274133245,15
21978.021978021978,0.31301597300815115,15
21929.824561403508,-0.06808796952707949,15
21881.83807439825,0.05356526053364379,15
21834.06113537118,1.791094248586714,15
21786.49237472767,-0.08605382699265286,15
21739.130434782608,-0.3566699184603424,15
21691.973969631235,-0.20705208519792617,15
21645.021645021647,0.2080790311320614,15
21598.272138228942,0.07223043495689735,15
21551.724137931036,-0.002225376665044391,15
21505.37634408602,0.19167998550570348,15
21459.227467811157,0.5125440649544475,15
21413.276231263382,0.03949165674818499,15
21367.521367521367,-0.6222553360451613,15
21321.961620469083,0.04698227078062485,15
21276.59574468085,0.5733046907121765,15
21231.422505307855,0.10670298535521211,15
21186.4406779661,-0.15919517769525837,15
21141.649048625794,0.26742703798569695,15
21097.04641350211,0.43050850693111525,15
21052.63157894737,0.08731617734855934,15
21008.40336134454,0.012488013716494002,15
20964.360587002095,-0.40214439871995883,15
20920.50209205021,-0.08964695968225014,15
20876.826722338206,0.10241907021562152,15
20833.333333333332,0.24788129357036898,15
20790.02079002079,-0.10746578084430872,15
20746.887966804978,-0.7904886348719334,15
20703.933747412008,0.05391848619615449,15
20661.15702479339,0.49256110668516634,15
20618.556701030928,0.06015323283604502,15
20576.1316872428,-0.14061603025713926,15
20533.88090349076,-0.19696928467711877,15
20491.803278688523,0.06435843180381119,15
20449.89775051125,-0.22513334879149086,15
20408.163265306124,-0.19637957658733557,15
20366.598778004074,-0.24314720591114572,15
20325.20325203252,0.12637802406573662,15
20283.97565922921,-0.13488553510408874,15
20242.914979757086,-0.22894090284373705,15
20202.0202020202,0.05337837730862035,15
20161.290322580644,0.3492888488572731,15
20120.72434607646,0.4019998411297008,15
20080.321285140562,0.37838202936979626,15
20040.080160320642,0.3365843638613285,15
20000.0,0.3366440275980796,15
19960.079840319362,0.06995798063507756,15
19920.3187250996,-0.2940782655889939,15
19880.715705765408,-0.06073035388291229,15
19841.26984126984,0.06151705333224779,15
19801.980198019803,0.05429333527002127,15
19762.845849802372,0.06501268715426269,15
19723.865877712033,-0.168036174149684,15
19685.03937007874,0.14978663143743895,15
19646.365422396855,-0.3417107238889425,15
19607.843137254902,0.09459135958923834,15
19569.471624266145,0.12509698385277568,15
19531.25,0.07240440637426172,15
19493.17738791423,0.29192301469916765,15
19455.252918287937,0.46556054412730336,15
19417.47572815534,0.38907418551380607,15
19379.84496124031,0.1713378740395811,15
19342.35976789168,0.12518213012241686,15
19305.019305019305,0.5718086240796649,15
19267.82273603083,0.22029684823884332,15
19230.76923076923,-0.12683424922225012,15
19193.857965451054,0.07565309067261806,15
19157.088122605364,0.9033587544072466,15
19120.458891013383,0.1054892418566549,15
19083.969465648854,0.14999076484411683,15
19047.619047619046,-0.0789173258916264,15
19011.406844106463,0.265695273956488,15
18975.332068311196,0.0006514840493793343,15
18939.39393939394,-0.32764020013787565,15
18903.59168241966,0.24727738977751645,15
18867.924528301886,0.35716718101918704,15
18832.391713747646,-0.10044366887307371,15
18796.992481203008,-0.030123251451592458,15
18761.72607879925,-0.1607373364623027,15
18726.591760299627,-0.08206014013536868,15
18691.58878504673,0.019859612646919867,15
18656.716417910447,0.07953911934763559,15
18621.973929236497,-0.06766053959837243,15
18587.36059479554,0.24726196733708458,15
18552.875695732837,0.20577651452036452,15
18518.51851851852,0.009785356584640163,15
18484.288354898337,0.3004959188858803,15
18450.18450184502,0.4920359481721169,15
18416.206261510128,0.21457363438867175,15
18382.352941176472,-0.13466276724789,15
18348.623853211007,-0.11393519766249947,15
18315.018315018315,0.09094336714364394,15
18281.535648994515,-0.11116807359615369,15
18248.17518248175,0.12118865637676517,15
18214.936247723133,-0.18632338705309245,15
18181.81818181818,-0.016523480233021717,15
18148.820326678764,0.11321548579284947,15
18115.942028985508,0.20702583397400484,15
18083.182640144667,0.36185528893250474,15
18050.54151624549,0.061530189341901874,15
18018.018018018018,0.026181012801976378,15
17985.61151079137,0.1721266907504989,15
17953.321364452422,0.1767801720304602,15
17921.14695340502,-0.22580141905408818,15
17889.08765652952,-0.4370862433227624,15
17857.14285714286,-0.14450814249429517,15
