Created as New Dataset,Sample 002 By Administrator Date Monday, October 13 2025
cm-1,%T
3158.00,101.60
3157.00,101.60
3156.00,101.59
3155.00,101.59
3154.00,101.60
3153.00,101.60
3152.00,101.61
3151.00,101.61
3150.00,101.60
3149.00,101.60
3148.00,101.59
3147.00,101.59
3146.00,101.59
3145.00,101.60
3144.00,101.60
3143.00,101.61
3142.00,101.61
3141.00,101.60
3140.00,101.60
3139.00,101.59
3138.00,101.59
3137.00,101.60
3136.00,101.61
3135.00,101.63
3134.00,101.64
3133.00,101.65
3132.00,101.64
3131.00,101.63
3130.00,101.62
3129.00,101.62
3128.00,101.63
3127.00,101.63
3126.00,101.63
3125.00,101.64
3124.00,101.64
3123.00,101.64
3122.00,101.63
3121.00,101.63
3120.00,101.62
3119.00,101.62
3118.00,101.63
3117.00,101.63
3116.00,101.63
3115.00,101.62
3114.00,101.61
3113.00,101.61
3112.00,101.61
3111.00,101.61
3110.00,101.61
3109.00,101.61
3108.00,101.61
3107.00,101.60
3106.00,101.60
3105.00,101.60
3104.00,101.61
3103.00,101.61
3102.00,101.62
3101.00,101.63
3100.00,101.63
3099.00,101.62
3098.00,101.62
3097.00,101.62
3096.00,101.62
3095.00,101.62
3094.00,101.61
3093.00,101.59
3092.00,101.58
3091.00,101.58
3090.00,101.58
3089.00,101.58
3088.00,101.59
3087.00,101.59
3086.00,101.59
3085.00,101.59
3084.00,101.60
3083.00,101.60
3082.00,101.61
3081.00,101.61
3080.00,101.62
3079.00,101.62
3078.00,101.61
3077.00,101.61
3076.00,101.61
3075.00,101.60
3074.00,101.60
3073.00,101.60
3072.00,101.60
3071.00,101.59
3070.00,101.60
3069.00,101.61
3068.00,101.62
3067.00,101.63
3066.00,101.64
3065.00,101.64
3064.00,101.63
3063.00,101.61
3062.00,101.59
3061.00,101.59
3060.00,101.59
3059.00,101.59
3058.00,101.60
3057.00,101.61
3056.00,101.62
3055.00,101.61
3054.00,101.60
3053.00,101.59
3052.00,101.58
3051.00,101.58
3050.00,101.59
3049.00,101.60
3048.00,101.61
3047.00,101.60
3046.00,101.59
3045.00,101.58
3044.00,101.57
3043.00,101.57
3042.00,101.56
3041.00,101.56
3040.00,101.57
3039.00,101.58
3038.00,101.58
3037.00,101.59
3036.00,101.60
3035.00,101.60
3034.00,101.61
3033.00,101.62
3032.00,101.62
3031.00,101.62
3030.00,101.61
3029.00,101.60
3028.00,101.59
3027.00,101.59
3026.00,101.59
3025.00,101.58
3024.00,101.58
3023.00,101.57
3022.00,101.57
3021.00,101.57
3020.00,101.57
3019.00,101.57
3018.00,101.56
3017.00,101.57
3016.00,101.57
3015.00,101.58
3014.00,101.59
3013.00,101.60
3012.00,101.60
3011.00,101.60
3010.00,101.59
3009.00,101.58
3008.00,101.58
3007.00,101.58
3006.00,101.58
3005.00,101.57
3004.00,101.57
3003.00,101.57
3002.00,101.57
3001.00,101.57
3000.00,101.57
2999.00,101.57
2998.00,101.57
2997.00,101.57
2996.00,101.58
2995.00,101.58
2994.00,101.57
2993.00,101.57
2992.00,101.57
2991.00,101.57
2990.00,101.58
2989.00,101.58
2988.00,101.58
2987.00,101.57
2986.00,101.57
2985.00,101.56
2984.00,101.56
2983.00,101.56
2982.00,101.56
2981.00,101.56
2980.00,101.56
2979.00,101.55
2978.00,101.55
2977.00,101.56
2976.00,101.56
2975.00,101.57
2974.00,101.57
2973.00,101.57
2972.00,101.56
2971.00,101.56
2970.00,101.56
2969.00,101.57
2968.00,101.58
2967.00,101.58
2966.00,101.57
2965.00,101.57
2964.00,101.56
2963.00,101.56
2962.00,101.57
2961.00,101.57
2960.00,101.56
2959.00,101.56
2958.00,101.56
2957.00,101.56
2956.00,101.57
2955.00,101.57
2954.00,101.57
2953.00,101.57
2952.00,101.56
2951.00,101.56
2950.00,101.56
2949.00,101.56
2948.00,101.56
2947.00,101.56
2946.00,101.56
2945.00,101.55
2944.00,101.56
2943.00,101.56
2942.00,101.56
2941.00,101.56
2940.00,101.56
2939.00,101.56
2938.00,101.55
2937.00,101.55
2936.00,101.54
2935.00,101.53
2934.00,101.53
2933.00,101.53
2932.00,101.54
2931.00,101.54
2930.00,101.55
2929.00,101.55
2928.00,101.55
2927.00,101.55
2926.00,101.54
2925.00,101.54
2924.00,101.53
2923.00,101.52
2922.00,101.51
