wavelength_nm,intensity_mean,
453.204,2452.979226,
453.416,2137.04089,
453.628,1910.38971,
453.84,1756.568328,
454.052,1650.356362,
454.264,1752.220894,
454.476,1697.729096,
454.688,1724.744342,
454.9,1732.229266,
455.112,1634.407292,
455.324,1546.04663,
455.536,1615.643018,
455.747,1612.400932,
455.959,1629.051198,
456.171,1638.234754,
456.383,1593.732644,
456.595,1561.061236,
456.807,1574.593626,
457.018,1506.990884,
457.23,1588.506722,
457.442,1567.242872,
457.654,1577.976754,
457.865,1539.693092,
458.077,1458.536792,
458.289,1526.91455,
458.501,1552.050756,
458.712,1591.011572,
458.924,1613.680628,
459.136,1521.693734,
459.347,1481.454786,
459.559,1420.09066,
459.77,1565.882688,
459.982,1582.138866,
460.194,1527.238206,
460.405,1435.731998,
460.617,1422.547834,
460.828,1502.584224,
461.04,1494.182996,
461.251,1448.780256,
461.463,1572.760568,
461.674,1541.128776,
461.886,1535.93407,
462.097,1439.449766,
462.309,1468.709938,
462.52,1424.588132,
462.731,1526.936474,
462.943,1417.539818,
463.154,1370.316542,
463.366,1398.076158,
463.577,1475.82698,
463.788,1432.099824,
464,1426.44957,
464.211,1481.074474,
464.422,1498.536828,
464.634,1482.804888,
464.845,1487.00373,
465.056,1492.464352,
465.267,1513.210174,
465.478,1390.807806,
465.69,1435.906328,
465.901,1382.32555,
466.112,1433.938596,
466.323,1475.826558,
466.534,1493.445936,
466.745,1570.969112,
466.957,1578.61142,
467.168,1619.480718,
467.379,1638.404538,
467.59,1741.727762,
467.801,1965.90071,
468.012,2118.17524,
468.223,2350.59056,
468.434,2337.170576,
468.645,2524.6791,
468.856,2603.10811,
469.067,2619.808972,
469.278,2637.566642,
469.489,2641.369556,
469.7,2553.153502,
469.911,2529.151868,
470.122,2704.069134,
470.333,2759.497126,
470.543,2558.072512,
470.754,2653.542408,
470.965,2669.862478,
471.176,2632.74935,
471.387,2704.11754,
471.598,2594.23708,
471.808,2615.527846,
472.019,2643.331166,
472.23,2606.542262,
472.441,2574.922818,
472.651,2649.808156,
472.862,2574.988814,
473.073,2635.261996,
473.283,2594.453344,
473.494,2534.021642,
473.705,2555.842386,
473.915,2574.761606,
474.126,2695.050672,
474.337,2603.792504,
474.547,2593.041426,
474.758,2610.128848,
474.968,2524.872828,
475.179,2514.564352,
475.389,2449.096494,
475.6,2368.803926,
475.81,2344.976494,
476.021,2292.52753,
476.231,2208.273766,
476.442,2020.929568,
476.652,1836.87207,
476.863,1763.288392,
477.073,1714.05077,
477.284,1667.999672,
477.494,1604.440242,
477.704,1671.400164,
477.915,1667.260438,
478.125,1504.927448,
478.335,1503.59346,
478.546,1547.481418,
478.756,1582.214674,
478.966,1596.937408,
479.177,1614.478786,
479.387,1647.032426,
479.597,1759.359642,
479.807,1772.405762,
480.018,1859.204504,
480.228,1887.248592,
480.438,1932.977436,
480.648,2022.30163,
480.858,1963.09389,
481.068,1974.229922,
481.279,2026.902934,
481.489,2129.132932,
481.699,2167.38799,
481.909,2251.381904,
482.119,2417.9352,
482.329,2593.547202,
482.539,2779.723148,
482.749,3120.42744,
482.959,3527.001034,
483.169,3976.318972,
483.379,4162.107996,
483.589,4493.01123,
483.799,4542.727656,
484.009,4565.91758,
484.219,4674.089226,
484.429,4775.592256,
484.639,4737.456994,
484.849,4836.447006,
485.059,4969.658174,
485.268,4907.432934,
485.478,5019.266926,
485.688,4903.780736,
485.898,4992.52463,
486.108,4995.625302,
486.317,5054.249602,
486.527,5096.104514,
486.737,5149.409994,
486.947,5054.381284,
487.156,5138.83775,
487.366,5137.102824,
487.576,5074.474762,
487.785,5095.972218,
487.995,5099.79241,
488.205,5248.300248,
488.414,5388.31597,
488.624,5485.931158,
488.834,5796.355052,
489.043,6164.094216,
489.253,6480.89104,
489.462,6764.22438,
489.672,6969.08078,
489.882,7038.688188,
490.091,7068.8048,
490.301,7039.671912,
490.51,6991.671246,
490.72,7023.238292,
490.929,6891.86128,
491.138,6695.46929,
491.348,6295.212072,
491.557,6078.161086,
491.767,5912.47733,
491.976,5761.026754,
492.185,5541.443562,
492.395,5494.321232,
492.604,5466.187126,
492.813,5298.040856,
493.023,5206.484724,
493.232,5102.728466,
493.441,4994.27302,
493.651,4998.100854,
493.86,4840.405994,
494.069,4841.940046,
494.278,4879.891538,
494.488,4820.124664,
494.697,4884.869088,
494.906,4759.941462,
495.115,4841.252836,
495.324,4790.237614,
495.533,4766.320962,
495.743,4701.277442,
495.952,4792.541102,
496.161,4655.753068,
496.37,4509.281026,
496.579,4497.155484,
496.788,4505.362854,
496.997,4575.048204,
497.206,4528.615484,
497.415,4513.764592,
497.624,4673.700066,
497.833,4965.293848,
498.042,5659.694958,
498.251,6952.36729,
