wavelength,intensity
431.4378217,80.05362464
431.6298427,47.01310752
431.8218637,29.0161022
432.0138847,52.69120249
432.2059057,39.56008867
432.3979267,35.41959081
432.5899477,53.24764385
432.7819687,41.90575817
432.9739896,26.02222604
433.1660106,35.64731588
433.3580316,54.32905121
433.5500526,95.65810841
433.7420736,6.406742122
433.9340946,36.6561235
434.1261156,-14.92664963
434.3181365,69.54056843
434.5101575,110.659641
434.7021785,94.01000041
434.8941995,95.44565268
435.0862205,71.46374074
435.2782415,94.06301611
435.4702625,62.51886692
435.6622835,75.13518376
435.8543044,84.7302739
436.0463254,64.86284678
436.2383464,88.44075974
436.4303674,122.4052914
436.6223884,118.7632227
436.8144094,102.3782803
437.0064304,-76.13335027
437.1984513,12.99918603
437.3904723,77.1418413
437.5824933,58.14833466
437.7745143,70.78080203
437.9665353,135.076884
438.1585563,114.1939464
438.3505773,19.42519517
438.5425983,87.47404425
438.7346192,87.37890192
438.9266402,49.66983954
439.1186612,66.81829621
439.3106822,67.32934345
439.5027032,38.52135213
439.6947242,85.57102218
439.8867452,120.7186141
440.0787661,65.73201561
440.2707871,81.69912178
440.4628081,68.47708316
440.6548291,153.3847962
440.8468501,64.16163402
441.0388711,59.08615824
441.2308921,80.06648921
441.4229131,86.66275366
441.614934,49.19601661
441.806955,31.70846854
441.998976,118.0181308
442.190997,-11.56212439
442.383018,75.71824959
442.575039,77.49894849
442.76706,45.68338147
442.9590809,46.57133377
443.1511019,58.0198822
443.3431229,78.06837424
443.5351439,96.09741921
443.7271649,70.71895962
443.9191859,75.14671912
444.1112069,169.7485651
444.3032279,63.0434477
444.4952488,40.10598294
444.6872698,67.34423635
444.8792908,141.1595605
445.0713118,163.2338007
445.2633328,105.4118982
445.4553538,96.07950792
445.6473748,151.0075941
445.8393957,82.08831196
446.0314167,61.50117631
446.2234377,114.0489133
446.4154587,10.28521129
446.6074797,7.078951479
446.7995007,95.24863728
446.9915217,121.9740661
447.1835427,90.41302076
447.3755636,92.99171157
447.5675846,113.4108439
447.7596056,111.7078675
