Created as New Dataset,Sample 001 By Administrator Date Tuesday, October 14 2025
cm-1,%T
3042.00,100.00
3041.00,99.99
3040.00,99.98
3039.00,99.98
3038.00,99.98
3037.00,99.98
3036.00,99.98
3035.00,99.98
3034.00,99.99
3033.00,99.99
3032.00,99.99
3031.00,99.99
3030.00,99.99
3029.00,99.99
3028.00,99.98
3027.00,99.98
3026.00,99.98
3025.00,99.98
3024.00,99.98
3023.00,99.99
3022.00,99.99
3021.00,99.99
3020.00,99.98
3019.00,99.98
3018.00,99.98
3017.00,99.98
3016.00,99.98
3015.00,99.98
3014.00,99.98
3013.00,99.97
3012.00,99.97
3011.00,99.97
3010.00,99.97
3009.00,99.98
3008.00,99.99
3007.00,99.99
3006.00,100.00
3005.00,100.00
3004.00,100.00
3003.00,99.99
3002.00,99.99
3001.00,100.00
3000.00,100.00
2999.00,100.00
2998.00,100.00
2997.00,99.99
2996.00,99.99
2995.00,99.99
2994.00,99.99
2993.00,99.99
2992.00,100.00
2991.00,100.00
2990.00,100.00
2989.00,100.00
2988.00,100.00
2987.00,100.00
2986.00,99.99
2985.00,99.99
2984.00,99.99
2983.00,99.99
2982.00,99.99
2981.00,99.99
2980.00,99.99
2979.00,99.99
2978.00,99.99
2977.00,99.99
2976.00,100.00
2975.00,100.01
2974.00,100.01
2973.00,100.01
2972.00,100.00
2971.00,100.00
2970.00,100.00
2969.00,100.00
2968.00,100.00
2967.00,100.00
2966.00,100.00
2965.00,100.00
2964.00,99.99
2963.00,99.99
2962.00,99.99
2961.00,99.99
2960.00,99.98
2959.00,99.98
2958.00,99.98
2957.00,99.99
2956.00,99.99
2955.00,99.99
2954.00,99.99
2953.00,99.99
2952.00,99.99
2951.00,99.99
2950.00,100.00
2949.00,100.00
2948.00,99.99
2947.00,99.98
2946.00,99.98
2945.00,99.97
2944.00,99.97
2943.00,99.98
2942.00,99.98
2941.00,99.97
2940.00,99.98
2939.00,99.98
2938.00,99.99
2937.00,100.00
2936.00,100.01
2935.00,100.01
2934.00,100.01
2933.00,100.01
2932.00,100.00
2931.00,100.00
2930.00,100.00
2929.00,100.00
2928.00,100.00
2927.00,100.00
2926.00,100.00
2925.00,99.99
2924.00,99.99
2923.00,99.99
2922.00,100.00
2921.00,100.00
2920.00,100.00
2919.00,100.00
2918.00,99.99
2917.00,99.99
2916.00,99.99
2915.00,99.99
2914.00,99.99
2913.00,99.99
2912.00,100.00
2911.00,100.00
2910.00,100.01
2909.00,100.01
2908.00,100.00
2907.00,100.00
2906.00,100.00
2905.00,100.00
2904.00,100.00
2903.00,100.00
2902.00,100.00
2901.00,100.00
2900.00,100.00
2899.00,99.99
2898.00,99.99
2897.00,99.99
2896.00,99.99
2895.00,99.99
2894.00,99.99
2893.00,99.99
2892.00,99.99
2891.00,99.98
2890.00,99.98
2889.00,99.98
2888.00,99.99
2887.00,99.99
2886.00,99.99
2885.00,100.00
2884.00,100.00
2883.00,100.00
2882.00,100.00
2881.00,99.99
2880.00,99.99
2879.00,99.99
2878.00,99.99
2877.00,99.99
2876.00,99.99
2875.00,100.00
2874.00,100.01
2873.00,100.01
2872.00,100.01
2871.00,100.01
2870.00,100.01
2869.00,100.01
2868.00,100.00
2867.00,100.00
2866.00,100.00
2865.00,99.99
2864.00,99.99
2863.00,99.99
2862.00,100.00
2861.00,100.00
2860.00,100.00
2859.00,100.00
2858.00,100.00
2857.00,100.00
2856.00,100.01
2855.00,100.01
2854.00,100.00
2853.00,100.00
2852.00,100.00
2851.00,100.00
2850.00,100.00
2849.00,99.99
2848.00,99.99
2847.00,99.98
2846.00,99.98
2845.00,99.98
2844.00,99.98
2843.00,99.99
2842.00,99.99
2841.00,100.00
2840.00,100.00
2839.00,100.00
2838.00,100.00
2837.00,100.00
2836.00,100.00
2835.00,100.00
2834.00,100.00
2833.00,100.00
2832.00,100.00
2831.00,100.00
2830.00,100.00
2829.00,100.00
2828.00,100.00
2827.00,99.99
2826.00,99.99
2825.00,99.99
2824.00,100.00
2823.00,100.00
2822.00,100.00
2821.00,99.99
2820.00,99.99
2819.00,99.99
2818.00,99.99
2817.00,100.00
2816.00,100.00
2815.00,100.00
2814.00,99.99
