wavelength_nm,intensity
345.39,4.210964333333333
345.61,4.210964333333333
345.82,4.210964333333333
346.04,-16.30789811111111
346.26,5.235247333333333
346.48,1.8180736888888884
346.7,9.835199333333334
346.92,10.210333111111112
347.14,1.4315443333333338
347.36,-6.9756089999999995
347.58,6.809046555555555
347.8,-20.965547
348.02,-10.09039111111111
348.23,-2.4252232
348.45,1.6497719111111113
348.67,-0.8666329999999999
348.89,9.496906777777777
349.11,-18.608445555555555
349.33,266.01396666666665
349.55,819.8342333333334
349.77,813.1825111111111
349.99,863.6675
350.2,826.1443666666668
350.42,901.914488888889
350.64,856.6714888888889
350.86,890.8101222222223
351.08,883.2981888888888
351.3,902.0222444444445
351.52,900.8578444444444
351.74,971.1864555555557
351.96,943.9312555555555
352.17,969.0440222222221
352.39,964.0957666666667
352.61,1068.110877777778
352.83,1018.3521222222221
353.05,1061.0277333333333
353.27,1041.0230999999999
353.49,1133.9442444444444
353.71,1085.6004777777775
353.92,1160.8169888888888
354.14,1151.0726222222224
354.36,1207.8586666666665
354.58,1167.552588888889
354.8,1222.2115555555556
355.02,1218.7739333333334
355.24,1225.533711111111
355.45,1259.8418444444446
355.67,1343.8733333333334
355.89,1322.0908444444442
356.11,1343.3314444444445
356.33,1318.2671111111113
356.55,1432.8865555555556
356.77,1338.3237777777779
356.98,1451.6179999999997
357.2,1408.747111111111
357.42,1476.2567777777779
357.64,1438.618
357.86,1502.322222222222
358.08,1455.413888888889
358.29,1490.9016666666666
358.51,1433.7672222222222
358.73,1451.5028888888887
358.95,1383.2963333333332
359.17,1524.8225555555555
359.39,1470.6714444444442
359.6,1515.3637777777776
359.82,1522.5791111111112
360.04,1590.9848888888891
360.26,1552.312666666667
360.48,1577.1325555555554
360.7,1554.4957777777777
360.91,1597.256111111111
361.13,1585.1514444444442
361.35,1644.6781111111109
361.57,1568.3553333333334
361.79,1626.8415555555555
362.0,1607.9052222222224
362.22,1641.9443333333334
362.44,1641.1135555555554
362.66,1655.1936666666666
362.88,1647.835
363.09,1671.991777777778
363.31,1594.351888888889
363.53,1707.0031111111111
363.75,1676.545777777778
363.97,1749.590222222222
364.18,1718.1698888888889
364.4,1795.721111111111
364.62,1775.3682222222224
364.84,1829.9909999999998
365.06,1760.9737777777782
365.27,1922.1395555555557
365.49,1867.8323333333335
365.71,1981.0096666666666
365.93,2030.8967777777777
366.15,2126.508777777778
366.36,2142.4309999999996
366.58,2200.1265555555556
366.8,2134.072333333333
367.02,2293.9529999999995
367.23,2283.5917777777777
367.45,2375.463444444444
367.67,2397.757222222222
367.89,2480.4852222222225
368.11,2473.3328888888886
368.32,2507.204111111111
368.54,2552.7453333333337
368.76,2624.084111111111
368.98,2671.9393333333333
369.19,2733.8615555555557
369.41,2698.5498888888887
369.63,2847.7623333333336
369.85,2769.8528888888886
370.06,2797.7960000000003
370.28,2942.893555555556
370.5,3001.4753333333338
370.72,2969.174111111111
370.93,3049.723555555556
371.15,3003.944888888889
371.37,3187.3688888888887
371.59,3162.8647777777783
371.8,3214.583444444444
372.02,3202.778222222222
372.24,3249.1931111111116
372.46,3251.547555555555
372.67,3331.6813333333334
372.89,3305.5903333333335
373.11,3304.715666666667
373.33,3304.9848888888887
373.54,3345.2328888888887
373.76,3405.063
373.98,3422.0965555555554
374.2,3332.820777777778
374.41,3343.3866666666668
374.63,3331.986333333333
374.85,3394.587888888889
375.07,3242.537333333333
375.28,3372.306333333333
