x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007,x0008,y0008,x0009,y0009,x0010,y0010,x0011,y0011,x0012,y0012,x0013,y0013,x0014,y0014,x0015,y0015,x0016,y0016,x0017,y0017
350.862,190.80061,350.862,220.72031,350.862,190.33722,350.862,240.98961,350.862,212.47914,350.862,203.23524,350.862,208.34845,350.862,210.42312,350.862,209.81185,350.862,200.58567,350.862,-9.5319,350.862,-27.5451,350.862,-16.62063,350.862,-25.55628,350.862,6.67012,350.862,13.62046,350.862,-8.36328,350.862,3.9757666667
351.08,188.37222,351.08,194.94887,351.08,182.35009,351.08,214.1149,351.08,200.04248,351.08,187.90902,351.08,198.80157,351.08,216.98413,351.08,199.93136,351.08,207.26467,351.08,-10.50181,351.08,-33.87983,351.08,-39.27231,351.08,-47.76329,351.08,-13.6347,351.08,-30.38121,351.08,4.04217,351.08,-13.32458
351.299,189.40758,351.299,180.41893,351.299,170.03695,351.299,224.03982,351.299,224.41001,351.299,199.50503,351.299,209.17318,351.299,207.69167,351.299,183.6255,351.299,216.41302,351.299,6.1055,351.299,-32.42119,351.299,-40.60906,351.299,-46.00264,351.299,16.82433,351.299,30.5398,351.299,-21.91437,351.299,8.4832533333
351.518,199.10664,351.518,221.23845,351.518,194.19656,351.518,213.73952,351.518,214.10988,351.518,204.75689,351.518,205.09031,351.518,203.49725,351.518,208.88738,351.518,203.10824,351.518,8.06168,351.518,-10.91531,351.518,-30.83761,351.518,-42.45151,351.518,-3.47765,351.518,13.62466,351.518,14.1883,351.518,8.11177
351.737,217.14388,351.737,188.14782,351.737,218.90312,351.737,250.64466,351.737,217.69944,351.737,202.01011,351.737,213.45838,351.737,206.64181,351.737,214.8104,351.737,215.47712,351.737,-82.28244,351.737,-59.22658,351.737,-84.29987,351.737,-96.37029,351.737,-17.0064,351.737,-13.43518,351.737,-47.8499,351.737,-26.0971600000
351.956,231.49848,351.956,234.7364,351.956,204.37895,351.956,235.01391,351.956,225.39176,351.956,203.71222,351.956,211.71194,351.956,214.4521,351.956,202.6195,351.956,203.064,351.956,-59.84144,351.956,-59.27094,351.956,-66.57836,351.956,-63.09547,351.956,-18.14054,351.956,11.36735,351.956,-2.72506,351.956,-3.1660833333
352.174,246.78471,352.174,234.47974,352.174,207.44678,352.174,180.29692,352.174,219.57756,352.174,197.55334,352.174,206.22417,352.174,204.74215,352.174,207.90987,352.174,216.02217,352.174,-40.80723,352.174,-25.08033,352.174,-43.05453,352.174,-48.46528,352.174,22.459,352.174,1.22206,352.174,5.16992,352.174,9.6169933333
352.393,232.00684,352.393,181.901,352.393,198.21073,352.393,212.19671,352.393,239.22414,352.393,208.32574,352.393,214.88202,352.393,226.84264,352.393,214.01163,352.393,217.78929,352.393,-64.24815,352.393,-42.16475,352.393,-72.34243,352.393,-63.76817,352.393,-4.60138,352.393,-33.72888,352.393,-67.02621,352.393,-35.1188233333
352.612,220.63047,352.612,220.53787,352.612,183.4744,352.612,203.03106,352.612,236.73885,352.612,224.83429,352.612,214.05505,352.612,229.57446,352.612,216.40755,352.612,222.29725,352.612,-73.0292,352.612,-70.50229,352.612,-80.54638,352.612,-70.41257,352.612,-7.98828,352.612,19.25689,352.612,1.78532,352.612,4.35131
352.831,247.96024,352.831,243.42839,352.831,214.1864,352.831,219.27801,352.831,199.64745,352.831,222.73982,352.831,214.96408,352.831,213.59387,352.831,213.98272,352.831,207.87161,352.831,-70.08891,352.831,-66.0956,352.831,-89.21771,352.831,-74.85523,352.831,3.29018,352.831,21.52047,352.831,-9.4966,352.831,5.1046833333
353.049,220.39829,353.049,209.19184,353.049,208.8213,353.049,207.24649,353.049,229.84182,353.049,215.37905,353.049,226.37953,353.049,222.67611,353.049,227.2868,353.049,235.95078,353.049,-71.47285,353.049,-97.29133,353.049,-120.23645,353.049,-111.43176,353.049,-13.63259,353.049,18.13559,353.049,15.31732,353.049,6.6067733333
353.268,210.47632,353.268,232.60325,353.268,216.6809,353.268,232.88089,353.268,202.13981,353.268,219.90307,353.268,215.79196,353.268,230.97437,353.268,225.25409,353.268,230.47458,353.268,-49.09357,353.268,-58.79176,353.268,-73.4765,353.268,-57.54871,353.268,-14.77312,353.268,40.70491,353.268,1.78732,353.268,9.2397033333
353.487,209.54154,353.487,237.21575,353.487,182.3981,353.487,218.6148,353.487,223.42808,353.487,217.9668,353.487,226.74139,353.487,216.15233,353.487,223.87234,353.487,209.98601,353.487,-55.91572,353.487,-53.39029,353.487,-85.8984,353.487,-68.41559,353.487,-0.09392,353.487,9.10917,353.487,-0.46962,353.487,2.8485433333
353.705,259.98015,353.705,263.21595,353.705,180.6417,353.705,243.51851,353.705,201.67692,353.705,220.43873,353.705,224.32669,353.705,226.06685,353.705,216.12436,353.705,228.45479,353.705,4.64301,353.705,-24.12295,353.705,-32.18226,353.705,-9.57849,353.705,-44.07994,353.705,-26.96639,353.705,-23.01854,353.705,-31.3549566667
353.924,215.03345,353.924,240.48818,353.924,235.67656,353.924,239.65545,353.924,206.69816,353.924,230.34587,353.924,229.12412,353.924,228.97603,353.924,232.58561,353.924,238.02694,353.924,-145.70462,353.924,-125.56714,353.924,-141.71852,353.924,-119.11504,353.924,6.67398,353.924,32.79125,353.924,-15.13961,353.924,8.10854
354.143,193.1687,354.143,215.29969,354.143,201.59705,354.143,247.77246,354.143,204.8381,354.143,228.03389,354.143,225.81319,354.143,231.32762,354.143,231.71618,354.143,225.05441,354.143,-21.74592,354.143,-36.82282,354.143,-50.83631,354.143,-32.66804,354.143,10.06244,354.143,31.68026,354.143,41.26218,354.143,27.6682933333
354.361,271.07288,354.361,233.2486,354.361,203.99268,354.361,245.73858,354.361,215.01326,354.361,220.88309,354.361,227.88096,354.361,238.94837,354.361,234.5626,354.361,228.23266,354.361,-86.74173,354.361,-48.99984,354.361,-76.78369,354.361,-73.94628,354.361,25.84145,354.361,7.9898,354.361,-2.72643,354.361,10.3682733333
354.58,204.52163,354.58,214.42874,354.58,238.48861,354.58,265.7643,354.58,210.63294,354.58,222.27805,354.58,225.72074,354.58,240.00559,354.58,221.63019,354.58,228.7374,354.58,42.31236,354.58,27.23698,354.58,16.74269,354.58,27.14003,354.58,31.48262,354.58,-8.93409,354.58,0.65819,354.58,7.7355733333
354.798,267.20585,354.798,246.02989,354.798,252.31948,354.798,235.20504,354.798,244.45729,354.798,223.00628,354.798,243.55069,354.798,229.63383,354.798,218.46983,354.798,230.02256,354.798,16.87347,354.798,50.67256,354.798,-4.83339,354.798,6.89924,354.798,4.41509,354.798,-7.79849,354.798,-45.599,354.798,-16.3274666667
355.017,237.18748,355.017,221.54926,355.017,212.29208,355.017,250.69096,355.017,249.95119,355.017,237.50202,355.017,224.95519,355.017,225.02923,355.017,236.74343,355.017,237.85355,355.017,-12.94679,355.017,-11.88803,355.017,-51.05091,355.017,-41.54238,355.017,-14.76224,355.017,-3.2903,355.017,47.99627,355.017,9.9812433333
355.236,259.42056,355.236,259.32811,355.236,246.75144,355.236,229.63512,355.236,218.89781,355.236,234.5397,355.236,237.09347,355.236,234.50269,355.236,225.89601,355.236,228.89474,355.236,43.28632,355.236,18.92021,355.236,16.07897,355.236,22.69345,355.236,14.57531,355.236,31.68026,355.236,33.37141,355.236,26.5423266667
355.454,240.06109,355.454,227.75656,355.454,231.82778,355.454,195.81552,355.454,228.40429,355.454,228.27475,355.454,228.27475,355.454,240.89355,355.454,232.17936,355.454,226.96076,355.454,-44.23079,355.454,-78.40696,355.454,-57.26306,355.454,-41.75319,355.454,-28.29884,355.454,19.25763,355.454,-27.54636,355.454,-12.1958566667
355.673,239.3495,355.673,280.3099,355.673,217.78385,355.673,252.85494,355.673,239.90464,355.673,245.54795,355.673,250.54279,355.673,244.17885,355.673,254.0017,355.673,244.56738,355.673,83.4413,355.673,82.54536,355.673,60.61019,355.673,64.09363,355.673,13.45133,355.673,82.39794,355.673,23.23021,355.673,39.69316
355.891,261.53729,355.891,244.79874,355.891,266.62177,355.891,220.64571,355.891,266.52933,355.891,244.20671,355.891,248.31367,355.891,259.15191,355.891,243.22613,355.891,254.65802,355.891,-15.89223,355.891,15.47641,355.891,-16.59353,355.891,-8.4397,355.891,8.92515,355.891,0.09396,355.891,38.96886,355.891,15.99599
356.11,250.99115,356.11,235.3575,356.11,220.54899,356.11,213.41982,356.11,223.78897,356.11,236.3198,356.11,237.87423,356.11,249.82584,356.11,243.11057,356.11,243.99863,356.11,40.82876,356.11,34.5574,356.11,11.41834,356.11,26.67724,356.11,30.3719,356.11,20.40814,356.11,46.90801,356.11,32.5626833333
356.328,276.96382,356.328,240.25532,356.328,263.19175,356.328,318.15067,356.328,258.66132,356.328,249.98691,356.328,239.55215,356.328,258.27297,356.328,248.8955,356.328,240.56989,356.328,-85.28065,356.328,-93.03099,356.328,-67.21091,356.328,-56.40027,356.328,12.31563,356.328,41.81443,356.328,-8.37008,356.328,15.2533266667
356.547,252.65108,356.547,275.85382,356.547,228.87537,356.547,243.95706,356.547,214.34175,356.547,240.7563,356.547,240.97833,356.547,254.03819,356.547,244.32707,356.547,250.09862,356.547,-24.67301,356.547,-25.08033,356.547,-45.90944,356.547,-22.67676,356.547,-11.37353,356.547,-25.85534,356.547,-1.59767,356.547,-12.94218
356.765,255.19664,356.765,246.22609,356.765,258.06296,356.765,228.7398,356.765,269.06343,356.765,244.19117,356.765,243.08115,356.765,251.70122,356.765,242.32262,356.765,248.98227,356.765,-12.46021,356.765,-18.73304,356.765,-33.02941,356.765,-18.47214,356.765,-6.86384,356.765,33.9194,356.765,-6.11156,356.765,6.9813333333
356.984,250.95362,356.984,236.43243,356.984,281.54574,356.984,264.4512,356.984,251.50843,356.984,249.82547,356.984,256.14997,356.984,245.46043,356.984,255.72468,356.984,252.28515,356.984,-16.86625,356.984,-31.45895,356.984,-24.14696,356.984,-12.47923,356.984,15.69613,356.984,-15.70458,356.984,29.97512,356.984,9.98889
357.202,271.70352,357.202,288.24689,357.202,212.38781,357.202,279.65285,357.202,258.9433,357.202,256.59409,357.202,262.91988,357.202,263.65965,357.202,252.50568,357.202,254.6147,357.202,11.48976,357.202,6.68254,357.202,0.07712,357.202,9.96547,357.202,-6.85854,357.202,-17.94835,357.202,-20.76846,357.202,-15.1917833333
357.42,272.477,357.42,283.47571,357.42,247.59977,357.42,262.6765,357.42,259.71724,357.42,255.70328,357.42,271.79292,357.42,242.45532,357.42,273.25351,357.42,262.38059,357.42,66.72004,357.42,15.492,357.42,21.64278,357.42,32.42422,357.42,-93.74881,357.42,4.59977,357.42,-43.31078,357.42,-44.1532733333
357.639,260.46194,357.639,232.62803,357.639,246.68687,357.639,226.24392,357.639,242.15545,357.639,256.56118,357.639,248.79514,357.639,260.29557,357.639,264.34373,357.639,252.36406,357.639,89.28996,357.639,80.57688,357.639,56.81243,357.639,70.93148,357.639,-20.39007,357.639,-37.1262,357.639,-24.15016,357.639,-27.2221433333
357.857,256.15602,357.857,290.43555,357.857,219.06122,357.857,271.86839,357.857,242.28546,357.857,248.25982,357.857,262.34951,357.857,251.66265,357.857,253.16052,357.857,242.28546,357.857,9.04627,357.857,-12.88152,357.857,0.96088,357.857,15.96901,357.857,12.31468,357.857,13.63044,357.857,9.68297,357.857,11.87603
358.076,264.6218,358.076,292.24769,358.076,260.83169,358.076,283.65769,358.076,294.00235,358.076,263.71591,358.076,252.28835,358.076,263.90079,358.076,258.40947,358.076,261.29392,358.076,-56.36706,358.076,-92.94564,358.076,-91.1524,358.076,-83.92765,358.076,13.44092,358.076,0.09401,358.076,-6.11156,358.076,2.4744566667
358.294,228.8733,358.294,290.90479,358.294,221.74685,358.294,281.20623,358.294,216.10002,358.294,248.726,358.294,238.95854,358.294,262.33603,358.294,250.85297,358.294,248.18961,358.294,-52.50734,358.294,-49.49274,358.294,-56.98726,358.294,-60.65382,358.294,32.59591,358.294,-15.70033,358.294,27.71353,358.294,14.8697033333
358.512,275.57056,358.512,266.60361,358.512,232.93086,358.512,235.80004,358.512,284.9969,358.512,270.11675,358.512,263.57088,358.512,270.52351,358.512,268.47117,358.512,274.46139,358.512,-41.70898,358.512,-69.46642,358.512,-85.57865,358.512,-100.12951,358.512,14.57136,358.512,38.43391,358.512,4.04311,358.512,19.0161266667
358.731,275.72239,358.731,293.36683,358.731,250.85511,358.731,331.3004,358.731,287.36332,358.731,267.82992,358.731,255.18292,358.731,267.23836,358.731,254.20274,358.731,255.86717,358.731,43.30453,358.731,42.4081,358.731,45.89212,358.731,39.56545,358.731,67.53382,358.731,15.88774,358.731,16.45165,358.731,33.29107
358.949,237.80932,358.949,256.58787,358.949,236.23621,358.949,284.59544,358.949,278.31214,358.949,260.21274,358.949,249.22584,358.949,261.50723,358.949,259.01066,358.949,272.65607,358.949,-45.65244,358.949,-76.37158,358.949,-58.97254,358.949,-84.61574,358.949,42.76164,358.949,23.78507,358.949,24.34891,358.949,30.2985400000
359.167,263.36746,359.167,254.39691,359.167,237.37335,359.167,261.33313,359.167,261.70302,359.167,260.02,359.167,273.11185,359.167,261.98043,359.167,269.24775,359.167,259.37266,359.167,-0.24435,359.167,-27.05364,359.167,-9.92168,359.167,-29.11111,359.167,4.41492,359.167,0.09394,359.167,-0.46971,359.167,1.3463833333
359.386,280.9305,359.386,263.0942,359.386,236.08889,359.386,293.30814,359.386,273.7233,359.386,269.15786,359.386,267.716,359.386,269.56453,359.386,272.05986,359.386,274.72132,359.386,41.33126,359.386,29.67966,359.386,44.091,359.386,16.68429,359.386,-39.56092,359.386,-7.79519,359.386,-28.65518,359.386,-25.3370966667
359.604,246.09476,359.604,247.11217,359.604,230.08923,359.604,228.51598,359.604,287.68835,359.604,261.27836,359.604,251.84729,359.604,260.02105,359.604,263.62643,359.604,261.96246,359.604,-55.4639,359.604,-61.25255,359.604,-35.011,359.604,-61.52912,359.604,-9.1134,359.604,-17.94765,359.604,-9.48927,359.604,-12.18344
359.822,234.36383,359.822,230.94114,359.822,227.24051,359.822,271.15661,359.822,267.09124,359.822,257.53551,359.822,256.20449,359.822,254.94737,359.822,259.10677,359.822,267.8674,359.822,-27.60353,359.822,-40.23331,359.822,-33.68608,359.822,-59.09991,359.822,1.03426,359.822,24.906,359.822,33.35982,359.822,19.7666933333
360.04,303.86918,360.04,331.47016,360.04,269.03253,360.04,281.88143,360.04,316.61117,360.04,281.01268,360.04,282.78712,360.04,278.20294,360.04,282.5838,360.04,292.23057,360.04,47.1723,360.04,4.72882,360.04,29.19295,360.04,-7.33745,360.04,22.47289,360.04,54.22515,360.04,11.94382,360.04,29.5472866667
360.259,257.18584,360.259,304.78445,360.259,284.46012,360.259,332.75459,360.259,268.83818,360.259,294.21748,360.259,281.13304,360.259,282.75966,360.259,286.2529,360.259,278.15684,360.259,21.76067,360.259,6.68478,360.259,26.52427,360.259,-6.67254,360.259,30.3719,360.259,14.76676,360.259,77.32513,360.259,40.8212633333
360.477,260.55923,360.477,259.35719,360.477,275.62696,360.477,256.30564,360.477,264.44243,360.477,272.29976,360.477,271.74519,360.477,283.57382,360.477,257.89618,360.477,281.30086,360.477,59.93931,360.477,50.73219,360.477,59.68073,360.477,30.93038,360.477,12.31182,360.477,46.30693,360.477,6.29753,360.477,21.63876
360.695,257.43499,360.695,318.30968,360.695,290.24289,360.695,259.83902,360.695,282.39068,360.695,262.18739,360.695,269.39778,360.695,280.00691,360.695,258.87743,360.695,268.08525,360.695,14.41656,360.695,-6.02937,360.695,1.85141,360.695,-24.45474,360.695,45.01026,360.695,28.29219,360.695,35.61926,360.695,36.3072366667
360.913,273.99315,360.913,311.58744,360.913,252.4503,360.913,284.15831,360.913,263.45477,360.913,279.7415,360.913,272.75461,360.913,281.47873,360.913,262.78907,360.913,281.42329,360.913,22.75936,360.913,16.47988,360.913,50.32991,360.913,26.0244,360.913,1.03302,360.913,-10.05038,360.913,-15.12384,360.913,-8.0470666667
361.131,265.29634,361.131,285.15573,361.131,252.63504,361.131,237.74899,361.131,292.44967,361.131,273.14926,361.131,275.58788,361.131,273.55571,361.131,285.02645,361.131,266.40511,361.131,-67.59899,361.131,-88.04766,361.131,-75.58837,361.131,-111.90304,361.131,10.05312,361.131,21.51135,361.131,-8.36457,361.131,7.7333
361.35,303.14099,361.35,276.44435,361.35,242.78632,361.35,291.135,361.35,244.91416,361.35,281.84098,361.35,273.9675,361.35,269.05017,361.35,281.74858,361.35,282.41386,361.35,-38.81548,361.35,-36.77985,361.35,-52.97973,361.35,-79.06801,361.35,60.82965,361.35,58.76333,361.35,51.43612,361.35,57.0097000000
361.568,266.43234,361.568,292.9519,361.568,242.6653,361.568,305.41833,361.568,293.59843,361.568,277.72675,361.568,264.0842,361.568,281.57071,361.568,267.87441,361.568,283.28924,361.568,4.64729,361.568,11.57609,361.568,22.97039,361.568,0.8811,361.568,16.81849,361.568,-3.28966,361.568,15.31555,361.568,9.6147933333
361.786,271.82589,361.786,279.49517,361.786,287.99381,361.786,278.66365,361.786,254.63232,361.786,267.81492,361.786,271.14203,361.786,281.63853,361.786,282.91339,361.786,277.92451,361.786,-16.8606,361.786,-58.3613,361.786,-17.69417,361.786,-36.45094,361.786,4.41441,361.786,3.47523,361.786,-30.91955,361.786,-7.6766366667
362.004,271.77522,362.004,298.28137,362.004,283.50724,362.004,250.88664,362.004,237.93964,362.004,266.87785,362.004,276.30228,362.004,286.7951,362.004,287.73706,362.004,283.63655,362.004,-58.88311,362.004,-28.49016,362.004,-38.11473,362.004,-58.64802,362.004,14.55901,362.004,-7.79909,362.004,19.81726,362.004,8.8590600000
362.222,291.39798,362.222,309.03605,362.222,274.30432,362.222,315.95923,362.222,288.62669,362.222,286.39099,362.222,276.74422,362.222,287.35181,362.222,275.43187,362.222,270.44075,362.222,25.65594,362.222,-18.74717,362.222,12.29607,362.222,-2.68176,362.222,31.48262,362.222,39.55927,362.222,20.96086,362.222,30.6675833333
362.44,293.40459,362.44,260.05326,362.44,244.15008,362.44,278.07303,362.44,272.8992,362.44,278.42408,362.44,264.12019,362.44,279.05226,362.44,264.24958,362.44,273.01008,362.44,52.63309,362.44,69.83035,362.44,75.93641,362.44,66.95786,362.44,-33.92213,362.44,13.61418,362.44,-12.86886,362.44,-11.0589366667
362.658,291.24264,362.658,294.47504,362.658,269.71542,362.658,261.48858,362.658,262.96773,362.658,279.91733,362.658,280.13907,362.658,284.09322,362.658,278.27269,362.658,276.94213,362.658,-12.95654,362.658,1.30348,362.658,6.52578,362.658,-4.90327,362.658,-36.18711,362.658,-17.94696,362.658,-27.53572,362.658,-27.2232633333
