x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007,x0008,y0008,x0009,y0009,x0010,y0010,x0011,y0011,x0012,y0012,x0013,y0013,x0014,y0014,x0015,y0015,x0016,y0016,x0017,y0017
565.998,17913.66319,565.998,18090.86484,565.998,18112.32592,565.998,18174.31793,565.998,18046.87104,565.998,17679.85802,565.998,17632.82978,565.998,17622.00536,565.998,17673.14192,565.998,17662.44906,565.998,14073.01652,565.998,13977.02869,565.998,14126.15949,565.998,14175.23685,565.998,13603.31387,565.998,14275.37399,565.998,13441.04947,565.998,13773.2457766667
566.202,17830.79785,566.202,17775.26315,566.202,18020.53043,566.202,17963.66466,566.202,18074.92317,566.202,17592.16127,566.202,17573.64839,566.202,17552.92495,566.202,17631.97672,566.202,17620.19526,566.202,14247.3834,566.202,14136.30416,566.202,14171.08585,566.202,14230.15019,566.202,13598.34616,566.202,14238.58505,566.202,13461.91042,566.202,13766.2805433333
566.406,18145.10245,566.406,17973.66751,566.406,17840.63359,566.406,18212.62778,566.406,17972.26446,566.406,17654.9772,566.406,17686.95709,566.406,17636.03398,566.406,17640.34073,566.406,17611.53046,566.406,14083.50378,566.406,14014.22336,566.406,14158.49845,566.406,14188.77875,566.406,13664.91576,566.406,14346.96789,566.406,13326.81932,566.406,13779.5676566667
566.61,18041.32851,566.61,17850.1069,566.61,18002.28895,566.61,17973.1547,566.61,18061.63298,566.61,17673.82284,566.61,17655.70445,566.61,17624.88086,566.61,17662.45342,566.61,17645.72133,566.61,14188.91384,566.61,14232.50011,566.61,14146.93311,566.61,14156.0616,566.61,13722.52436,566.61,14329.02845,566.61,13383.42246,566.61,13811.6584233333
566.814,17933.0161,566.814,17834.89337,566.814,17920.71928,566.814,17827.21891,566.814,17970.15505,566.814,17581.58554,566.814,17573.36858,566.814,17604.02578,566.814,17639.12271,566.814,17565.56419,566.814,13993.04089,566.814,13962.10034,566.814,14141.38578,566.814,14141.31215,566.814,13491.29602,566.814,14197.08435,566.814,13281.3735,566.814,13656.5846233333
567.018,17862.63232,567.018,17830.8615,567.018,17870.14193,567.018,17851.90439,567.018,17863.12745,567.018,17590.62492,567.018,17538.55237,567.018,17556.33855,567.018,17557.97199,567.018,17594.99742,567.018,14232.92957,567.018,14277.80839,567.018,14167.84379,567.018,14190.28715,567.018,13484.23064,567.018,14146.25615,567.018,13423.30336,567.018,13684.5967166667
567.222,17917.12046,567.222,18167.62522,567.222,17881.05619,567.222,17850.93486,567.222,17921.57701,567.222,17590.54348,567.222,17601.33467,567.222,17621.10232,567.222,17610.45942,567.222,17620.95381,567.222,14116.7354,567.222,13985.43207,567.222,14109.48802,567.222,14148.19268,567.222,13531.24513,567.222,14254.95482,567.222,13220.01042,567.222,13668.73679
567.426,17878.83941,567.426,17553.99358,567.426,17783.36299,567.426,17857.21819,567.426,17800.11402,567.426,17452.69241,567.426,17403.89353,567.426,17435.04005,567.426,17417.86644,567.426,17438.85096,567.426,13983.56478,567.426,14007.32704,567.426,14008.04226,567.426,14050.65968,567.426,13601.12518,567.426,14099.17842,567.426,13291.86546,567.426,13664.0563533333
567.63,17822.27603,567.63,17752.8787,567.63,17915.94126,567.63,17966.03719,567.63,17839.6055,567.63,17502.5613,567.63,17500.58146,567.63,17506.19101,567.63,17519.10961,567.63,17486.14526,567.63,13930.03685,567.63,13983.08525,567.63,14024.24918,567.63,14068.62792,567.63,13333.43173,567.63,13967.5178,567.63,13136.45611,567.63,13479.1352133333
567.834,17906.16501,567.834,17786.2601,567.834,17922.58807,567.834,17792.44892,567.834,17872.98959,567.834,17468.81837,567.834,17453.47532,567.834,17497.98735,567.834,17420.52985,567.834,17457.45129,567.834,14029.76123,567.834,14099.18175,567.834,14034.89823,567.834,14071.8254,567.834,13358.39767,567.834,13918.9485,567.834,13212.06536,567.834,13496.47051
568.038,17806.175,568.038,17836.79016,568.038,17858.24609,568.038,17798.4182,568.038,17926.49554,568.038,17497.55184,568.038,17513.58864,568.038,17480.29444,568.038,17508.16051,568.038,17547.26348,568.038,13810.57614,568.038,13990.67472,568.038,13952.43341,568.038,13980.35374,568.038,13216.90664,568.038,14083.49255,568.038,13116.27478,568.038,13472.2246566667
568.242,17780.79593,568.242,17813.39028,568.242,17656.61727,568.242,17743.33439,568.242,17761.48738,568.242,17435.16512,568.242,17399.53169,568.242,17421.07656,568.242,17417.66168,568.242,17360.15501,568.242,14074.81357,568.242,14015.01337,568.242,13967.05464,568.242,13992.43517,568.242,13365.33367,568.242,13926.86718,568.242,13137.5725,568.242,13476.5911166667
568.446,17701.58379,568.446,17717.3432,568.446,17635.82611,568.446,17775.01983,568.446,17614.9529,568.446,17366.76991,568.446,17444.96455,568.446,17402.17115,568.446,17389.15535,568.446,17436.86434,568.446,13806.81318,568.446,13889.56612,568.446,13954.91436,568.446,13988.12635,568.446,13352.33457,568.446,13724.05472,568.446,12987.5467,568.446,13354.64533
568.65,17609.9662,568.65,17620.77417,568.65,17787.77656,568.65,17744.78557,568.65,17776.80171,568.65,17433.64039,568.65,17424.13784,568.65,17424.30281,568.65,17391.09412,568.65,17392.97476,568.65,14001.69972,568.65,14071.12868,568.65,13793.18546,568.65,13851.26283,568.65,13320.19771,568.65,13843.94987,568.65,13133.15637,568.65,13432.4346500000
568.854,17798.59472,568.854,17745.0419,568.854,17756.59388,568.854,17709.64419,568.854,17740.66869,568.854,17408.70883,568.854,17437.41396,568.854,17396.60015,568.854,17426.64118,568.854,17358.24602,568.854,13781.44145,568.854,13835.34297,568.854,13877.2337,568.854,13927.48142,568.854,13134.70062,568.854,13632.50759,568.854,13159.19577,568.854,13308.8013266667
569.058,17900.07384,569.058,17936.63348,569.058,17908.57405,569.058,17827.94884,569.058,17904.53025,569.058,17505.10194,569.058,17484.80902,569.058,17509.32556,569.058,17484.62754,569.058,17450.37805,569.058,14089.59725,569.058,14058.22432,569.058,13907.43569,569.058,13917.55455,569.058,13286.73386,569.058,13851.20045,569.058,13139.42318,569.058,13425.78583
569.262,17672.79406,569.262,17796.48106,569.262,17909.0423,569.262,17818.51367,569.262,17828.74621,569.262,17452.50698,569.262,17457.35733,569.262,17451.28614,569.262,17449.55388,569.262,17498.94933,569.262,13849.62399,569.262,13812.22919,569.262,13862.06443,569.262,13886.67276,569.262,13174.51087,569.262,13774.68107,569.262,13088.77996,569.262,13345.9906333333
569.466,17819.04402,569.466,17780.34319,569.466,17835.46551,569.466,17834.06266,569.466,17773.98947,569.466,17444.98958,569.466,17416.58134,569.466,17428.52523,569.466,17449.65838,569.466,17446.78781,569.466,14057.17109,569.466,14027.52259,569.466,13873.57518,569.466,13915.60285,569.466,13262.03989,569.466,13870.21748,569.466,12836.73065,569.466,13322.9960066667
569.67,17677.4648,569.67,17799.17321,569.67,17670.12152,569.67,17881.61341,569.67,17648.25704,569.67,17411.9378,569.67,17400.35682,569.67,17427.24736,569.67,17392.25681,569.67,17433.7309,569.67,13857.82374,569.67,13745.50143,569.67,13851.86694,569.67,13886.45714,569.67,13173.66513,569.67,13669.51369,569.67,12845.66913,569.67,13229.6159833333
569.874,17813.05139,569.874,17503.0763,569.874,17487.89776,569.874,17744.89295,569.874,17490.78496,569.874,17312.60326,569.874,17308.44648,569.874,17285.45254,569.874,17254.52543,569.874,17358.93946,569.874,13885.07476,569.874,13827.43513,569.874,13753.91401,569.874,13759.53726,569.874,13088.07784,569.874,13646.4711,569.874,12872.29021,569.874,13202.2797166667
570.078,17612.93353,570.078,17818.79835,570.078,17842.2342,570.078,17767.555,570.078,17835.21989,570.078,17428.78981,570.078,17394.24519,570.078,17402.52654,570.078,17469.29144,570.078,17434.05245,570.078,13944.48289,570.078,13707.71413,570.078,13852.63189,570.078,13865.49956,570.078,12996.91124,570.078,13565.18933,570.078,12879.42364,570.078,13147.1747366667
570.281,17569.91567,570.281,17727.25324,570.281,17674.44701,570.281,17661.1634,570.281,17792.19231,570.281,17394.49038,570.281,17319.07066,570.281,17328.83595,570.281,17331.06285,570.281,17317.20669,570.281,13959.55673,570.281,13904.93324,570.281,13821.31817,570.281,13831.83842,570.281,13051.52282,570.281,13608.90473,570.281,12907.2223,570.281,13189.2166166667
570.485,17637.4435,570.485,17709.63755,570.485,17712.27789,570.485,17590.08713,570.485,17825.0766,570.485,17340.75418,570.485,17337.88393,570.485,17328.44845,570.485,17411.83699,570.485,17358.98215,570.485,13778.14575,570.485,13742.47673,570.485,13763.11238,570.485,13770.69796,570.485,12967.47963,570.485,13590.37545,570.485,12630.62002,570.485,13062.8250333333
570.689,17617.15384,570.689,17661.62424,570.689,17573.18049,570.689,17820.29861,570.689,17614.67874,570.689,17271.6754,570.689,17283.74958,570.689,17289.95168,570.689,17304.05501,570.689,17306.5293,570.689,13759.60676,570.689,13798.43573,570.689,13687.42617,570.689,13703.42316,570.689,13010.80422,570.689,13547.28445,570.689,12754.33714,570.689,13104.1419366667
570.893,17381.80269,570.893,17598.50871,570.893,17639.76018,570.893,17556.18653,570.893,17550.57672,570.893,17213.73521,570.893,17145.25675,570.893,17194.40503,570.893,17213.75171,570.893,17154.37702,570.893,13385.34449,570.893,13539.95669,570.893,13685.14025,570.893,13679.02109,570.893,12886.70417,570.893,13316.84625,570.893,12576.66408,570.893,12926.7381666667
571.097,17597.23126,571.097,17614.96919,571.097,17495.84255,571.097,17622.14696,571.097,17511.59875,571.097,17268.09163,571.097,17246.22017,571.097,17243.6141,571.097,17278.69766,571.097,17287.60484,571.097,13788.29712,571.097,13931.34032,571.097,13717.6857,571.097,13702.37001,571.097,13034.82917,571.097,13476.96133,571.097,12702.90524,571.097,13071.5652466667
571.3,17530.93688,571.3,17494.22713,571.3,17526.56463,571.3,17440.03128,571.3,17332.47371,571.3,17137.20268,571.3,17178.76379,571.3,17134.69588,571.3,17158.59322,571.3,17116.34037,571.3,13450.90323,571.3,13362.72786,571.3,13551.01958,571.3,13588.74356,571.3,12719.2918,571.3,13302.29929,571.3,12499.61038,571.3,12840.40049
571.504,17578.68872,571.504,17483.57094,571.504,17592.13631,571.504,17624.3948,571.504,17577.20372,571.504,17162.66667,571.504,17195.91654,571.504,17311.27779,571.504,17289.05883,571.504,17197.81327,571.504,13713.3882,571.504,13726.37845,571.504,13530.51283,571.504,13540.82602,571.504,12730.57306,571.504,13341.39088,571.504,12604.18483,571.504,12892.04959
571.708,17551.97609,571.708,17379.65416,571.708,17478.30856,571.708,17447.20987,571.708,17514.85288,571.708,17170.30373,571.708,17107.46827,571.708,17134.94382,571.708,17151.61757,571.708,17109.85957,571.708,13434.8512,571.708,13323.43124,571.708,13507.25439,571.708,13506.80463,571.708,12788.74079,571.708,13239.69894,571.708,12527.35735,571.708,12851.93236
571.912,17580.73684,571.912,17617.28496,571.912,17594.18441,571.912,17443.302,571.912,17503.02515,571.912,17134.23774,571.912,17143.63829,571.912,17188.43242,571.912,17144.64432,571.912,17169.28415,571.912,13681.90316,571.912,13750.43615,571.912,13575.20812,571.912,13595.10668,571.912,12643.63047,571.912,13233.55221,571.912,12587.71679,571.912,12821.6331566667
572.115,17549.89239,572.115,17550.79985,572.115,17498.00327,572.115,17341.19828,572.115,17327.67188,572.115,17114.98691,572.115,17103.60772,572.115,17073.49476,572.115,17091.25568,572.115,17071.66426,572.115,13535.16931,572.115,13388.88206,572.115,13548.905,572.115,13573.10699,572.115,12507.204,572.115,13115.91291,572.115,12395.72384,572.115,12672.9469166667
572.319,17183.05897,572.319,17310.64018,572.319,17159.88678,572.319,17364.33344,572.319,17131.10788,572.319,16925.39419,572.319,16881.56963,572.319,16929.41732,572.319,16922.83852,572.319,16926.30104,572.319,13465.7359,572.319,13343.99416,572.319,13502.72231,572.319,13520.64347,572.319,12504.68331,572.319,13261.34756,572.319,12356.48924,572.319,12707.5067033333
572.523,17420.12167,572.523,17524.96655,572.523,17494.93898,572.523,17376.73529,572.523,17292.93763,572.523,17116.47595,572.523,17072.34521,572.523,17106.84484,572.523,17059.79572,572.523,17089.18258,572.523,13358.97196,572.523,13430.49591,572.523,13487.17248,572.523,13497.85546,572.523,12524.79792,572.523,12981.59421,572.523,12363.69814,572.523,12623.3634233333
572.726,17249.2862,572.726,17305.61501,572.726,17411.18914,572.726,17340.50264,572.726,17347.76075,572.726,17065.70951,572.726,17023.46126,572.726,17013.23754,572.726,17051.1813,572.726,17077.20362,572.726,13533.9406,572.726,13531.85991,572.726,13455.16272,572.726,13463.51043,572.726,12448.92146,572.726,13023.83558,572.726,12371.18591,572.726,12614.64765
572.93,17415.26704,572.93,17299.38254,572.93,17352.49793,572.93,17300.61967,572.93,17354.39496,572.93,16975.08214,572.93,16982.40336,572.93,16999.98111,572.93,16995.18264,572.93,16962.73185,572.93,13240.03833,572.93,13290.89177,572.93,13455.86148,572.93,13472.81414,572.93,12421.4505,572.93,12969.54488,572.93,12181.9786,572.93,12524.32466
573.133,17438.32691,573.133,17430.32572,573.133,17536.90377,573.133,17496.89435,573.133,17505.14358,573.133,17060.16865,573.133,17057.794,573.133,17009.28001,573.133,17002.10702,573.133,17034.65801,573.133,13336.12628,573.133,13474.37253,573.133,13345.83112,573.133,13389.78398,573.133,12516.3668,573.133,13063.52241,573.133,12088.35555,573.133,12556.0815866667
573.337,17286.59299,573.337,17293.4383,573.337,17283.21159,573.337,17200.6598,573.337,17295.00531,573.337,17033.05549,573.337,16997.63544,573.337,16992.16096,573.337,17038.31584,573.337,16985.48279,573.337,13344.01463,573.337,13341.50384,573.337,13320.30198,573.337,13361.71452,573.337,12433.08891,573.337,12869.99212,573.337,12141.02855,573.337,12481.36986
573.541,17312.79641,573.541,17260.26067,573.541,17388.59495,573.541,17256.54947,573.541,17247.97252,573.541,16988.90402,573.541,16974.95411,573.541,17005.09673,573.541,17029.78211,573.541,17009.10373,573.541,13382.1698,573.541,13365.88473,573.541,13278.36167,573.541,13287.49462,573.541,12373.4172,573.541,12921.47705,573.541,12230.19961,573.541,12508.36462
573.744,17198.31205,573.744,17270.47352,573.744,17141.49401,573.744,17289.52509,573.744,17230.47476,573.744,16880.58886,573.744,16867.82752,573.744,16898.6595,573.744,16871.80099,573.744,16871.00959,573.744,13250.98884,573.744,13203.72415,573.744,13360.88957,573.744,13394.87116,573.744,12179.06211,573.744,12760.79128,573.744,11889.04065,573.744,12276.2980133333
573.948,17312.62542,573.948,17358.07067,573.948,17405.25028,573.948,17298.93455,573.948,17119.15752,573.948,16889.70465,573.948,16887.1326,573.948,16920.24003,573.948,16846.98654,573.948,16876.46528,573.948,13257.26026,573.948,13214.29588,573.948,13257.37202,573.948,13270.03566,573.948,12244.09756,573.948,12722.61698,573.948,12068.15201,573.948,12344.9555166667
574.151,17351.53259,574.151,17176.27939,574.151,17217.51246,574.151,17185.43297,574.151,17213.47153,574.151,16907.51843,574.151,16868.54171,574.151,16918.56544,574.151,16912.3824,574.151,16908.82098,574.151,13082.97589,574.151,13120.48384,574.151,13264.0237,574.151,13269.83998,574.151,12294.93131,574.151,12730.7923,574.151,11893.77515,574.151,12306.4995866667
574.355,17288.20113,574.355,17106.0348,574.355,17178.92999,574.355,17276.48995,574.355,17175.87883,574.355,16901.00308,574.355,16852.53048,574.355,16896.22165,574.355,16825.44303,574.355,16815.55128,574.355,13257.513,574.355,13121.5944,574.355,13205.54449,574.355,13211.17104,574.355,12201.38978,574.355,12768.24556,574.355,11870.68912,574.355,12280.1081533333
574.558,17377.65456,574.558,17104.43229,574.558,17336.66197,574.558,17277.85683,574.558,17202.97432,574.558,16886.04513,574.558,16855.57672,574.558,16823.39477,574.558,16821.86154,574.558,16843.62376,574.558,12930.8712,574.558,13034.64204,574.558,13151.02271,574.558,13129.06701,574.558,12197.64997,574.558,12672.16027,574.558,12050.48629,574.558,12306.76551
574.762,17370.61419,574.762,17223.06689,574.762,17392.96688,574.762,17273.78621,574.762,17302.81706,574.762,16980.11486,574.762,16955.2824,574.762,16944.96047,574.762,16935.61148,574.762,16939.27192,574.762,13421.38473,574.762,13304.38215,574.762,13183.52633,574.762,13183.67318,574.762,12114.97722,574.762,12801.89654,574.762,11916.23133,574.762,12277.7016966667
574.965,17055.04734,574.965,17171.72662,574.965,17079.37148,574.965,17181.86976,574.965,17125.79526,574.965,16774.3696,574.965,16732.92588,574.965,16750.49883,574.965,16736.60199,574.965,16722.95264,574.965,12992.67895,574.965,13067.18577,574.965,13200.54008,574.965,13229.0496,574.965,11993.82075,574.965,12583.38954,574.965,11881.39309,574.965,12152.8677933333
575.169,17287.9069,575.169,17271.98956,575.169,17347.86743,575.169,17304.8967,575.169,17246.83576,575.169,16922.76812,575.169,16867.0727,575.169,16920.16299,575.169,16883.90626,575.169,16852.44869,575.169,13328.4846,575.169,13316.93584,575.169,13203.08478,575.169,13205.77287,575.169,12141.74318,575.169,12589.4416,575.169,11874.55113,575.169,12201.9119700000
575.372,17156.75937,575.372,17171.52031,575.372,17019.7991,575.372,17130.20676,575.372,17099.86187,575.372,16753.59,575.372,16813.33423,575.372,16786.39607,575.372,16760.62919,575.372,16756.77165,575.372,12881.97231,575.372,12925.0697,575.372,13078.29409,575.372,13075.30845,575.372,11893.86613,575.372,12519.11295,575.372,11765.57563,575.372,12059.5182366667
575.576,17069.77133,575.576,17417.05229,575.576,17175.23659,575.576,17263.88954,575.576,16962.42207,575.576,16812.63273,575.576,16756.84531,575.576,16811.41275,575.576,16780.00722,575.576,16829.86093,575.576,13226.8238,575.576,13290.1551,575.576,13231.70555,575.576,13206.6261,575.576,12036.95838,575.576,12425.07382,575.576,11828.3091,575.576,12096.7804333333
575.779,17122.82678,575.779,17042.59784,575.779,17116.47747,575.779,17175.43705,575.779,17188.63132,575.779,16762.50392,575.779,16770.51574,575.779,16743.97479,575.779,16749.36534,575.779,16709.01119,575.779,13075.02976,575.779,12980.86924,575.779,13109.7218,575.779,13092.46585,575.779,11853.30513,575.779,12360.45189,575.779,11635.74786,575.779,11949.83496
575.983,17106.67691,575.983,17154.09111,575.983,17257.66873,575.983,17136.52695,575.983,17120.03509,575.983,16841.21969,575.983,16804.2245,575.983,16811.11564,575.983,16871.20934,575.983,16860.62464,575.983,13317.6679,575.983,13109.88099,575.983,13094.04479,575.983,13048.42081,575.983,11916.61686,575.983,12398.97541,575.983,11792.29101,575.983,12035.9610933333
576.186,17166.08903,576.186,16998.78683,576.186,17070.68426,576.186,16990.12984,576.186,16974.62992,576.186,16725.43128,576.186,16695.46291,576.186,16658.4407,576.186,16673.62192,576.186,16636.13911,576.186,12861.0751,576.186,12892.12209,576.186,13073.8149,576.186,13025.8438,576.186,11811.36637,576.186,12154.78684,576.186,11408.34557,576.186,11791.4995933333
576.389,16993.09176,576.389,16961.34974,576.389,17118.33933,576.389,17148.60252,576.389,17088.57189,576.389,16747.05039,576.389,16675.73866,576.389,16715.16875,576.389,16684.45863,576.389,16691.57972,576.389,13071.89581,576.389,13133.0681,576.389,13071.07499,576.389,13025.24695,576.389,11729.45387,576.389,12298.09579,576.389,11640.84452,576.389,11889.4647266667
576.593,17077.02158,576.593,16995.8064,576.593,17097.38836,576.593,17012.87336,576.593,16992.42603,576.593,16608.41654,576.593,16639.86565,576.593,16669.30488,576.593,16650.16762,576.593,16631.37691,576.593,12861.01082,576.593,12890.76514,576.593,13066.89017,576.593,13030.06014,576.593,11555.59542,576.593,12154.92162,576.593,11465.01135,576.593,11725.17613
576.796,17046.80819,576.796,16943.83121,576.796,17165.13483,576.796,17040.04713,576.796,17115.57595,576.796,16730.42869,576.796,16742.69333,576.796,16717.83453,576.796,16727.08232,576.796,16771.69065,576.796,12949.65559,576.796,12961.77488,576.796,12887.73871,576.796,12853.64827,576.796,11795.15117,576.796,12246.70744,576.796,11571.65126,576.796,11871.1699566667
577.,16864.41127,577.,16985.02447,577.,16715.62522,577.,16901.17885,577.,17088.5025,577.,16528.41304,577.,16539.78506,577.,16546.47649,577.,16550.18482,577.,16581.43429,577.,12710.20885,577.,12590.27572,577.,12939.85533,577.,12897.16047,577.,11496.94382,577.,12065.49302,577.,11485.70356,577.,11682.7134666667
577.203,17083.36451,577.203,17182.23439,577.203,16983.02132,577.203,17227.01383,577.203,17151.14572,577.203,16810.39453,577.203,16677.65791,577.203,16700.37272,577.203,16671.54249,577.203,16757.59093,577.203,12951.39114,577.203,13000.51292,577.203,12880.1302,577.203,12849.35816,577.203,11754.15197,577.203,12280.11946,577.203,11627.85296,577.203,11887.3747966667
577.406,16859.4299,577.406,17001.80522,577.406,16982.67763,577.406,17018.87198,577.406,17036.02152,577.406,16644.97834,577.406,16694.13159,577.406,16628.42972,577.406,16651.22537,577.406,16610.87598,577.406,12733.12357,577.406,12682.0041,577.406,12778.4135,577.406,12763.67613,577.406,11707.49257,577.406,12066.75745,577.406,11466.14946,577.406,11746.7998266667
577.609,16870.8773,577.609,16820.34523,577.609,16827.92898,577.609,16833.45197,577.609,16926.77091,577.609,16514.31293,577.609,16505.01792,577.609,16534.35357,577.609,16592.54984,577.609,16541.42394,577.609,12884.90682,577.609,12829.48528,577.609,12867.70056,577.609,12855.10861,577.609,11589.81509,577.609,12107.79139,577.609,11377.24363,577.609,11691.6167033333
577.813,16843.33698,577.813,17097.51922,577.813,16956.69192,577.813,17025.53626,577.813,16963.5349,577.813,16667.25737,577.813,16634.12582,577.813,16658.12546,577.813,16597.84739,577.813,16573.61865,577.813,12687.45734,577.813,12758.93309,577.813,12782.51887,577.813,12794.37375,577.813,11610.25309,577.813,11898.0706,577.813,11293.5515,577.813,11600.6250633333
578.016,16859.76823,578.016,16951.68778,578.016,16839.57192,578.016,16877.7392,578.016,17007.66852,578.016,16578.75955,578.016,16580.3418,578.016,16566.46428,578.016,16594.59862,578.016,16533.58436,578.016,13065.97307,578.016,12951.60553,578.016,12827.13763,578.016,12853.851,578.016,11637.23796,578.016,11950.84893,578.016,11321.5269,578.016,11636.53793
578.219,16829.9301,578.219,16984.17537,578.219,16941.3039,578.219,17005.19962,578.219,16993.65683,578.219,16567.12362,578.219,16599.16456,578.219,16586.96777,578.219,16569.51346,578.219,16632.21213,578.219,12838.84189,578.219,12789.446,578.219,12816.51514,578.219,12853.98304,578.219,11411.79716,578.219,11942.62783,578.219,11353.94495,578.219,11569.4566466667
578.423,16909.66013,578.423,16766.14454,578.423,16805.38027,578.423,16792.10917,578.423,16929.94047,578.423,16491.3786,578.423,16463.19815,578.423,16442.69787,578.423,16476.06876,578.423,16527.09163,578.423,12778.8603,578.423,12689.45686,578.423,12661.14553,578.423,12723.06111,578.423,11372.61509,578.423,12032.39916,578.423,11355.42493,578.423,11586.81306
578.626,16893.51813,578.626,16630.33106,578.626,16720.00203,578.626,16727.5025,578.626,16842.5726,578.626,16486.81071,578.626,16512.81666,578.626,16519.60668,578.626,16476.9392,578.626,16510.06441,578.626,12521.1984,578.626,12611.16448,578.626,12638.65566,578.626,12660.48751,578.626,11378.75989,578.626,11958.17436,578.626,11355.61964,578.626,11564.18463
578.829,16759.8264,578.829,16839.86541,578.829,16797.00119,578.829,16719.43871,578.829,16650.53664,578.829,16492.19785,578.829,16442.16569,578.829,16483.26568,578.829,16475.30591,578.829,16491.22552,578.829,12790.83131,578.829,12779.71856,578.829,12686.41514,578.829,12682.2523,578.829,11309.95707,578.829,11994.49795,578.829,11201.53316,578.829,11501.99606
579.032,16827.74178,579.032,16710.94322,579.032,16741.27474,579.032,16844.72295,579.032,16839.11748,579.032,16419.87998,579.032,16464.07708,579.032,16472.84426,579.032,16476.25557,579.032,16405.8567,579.032,12654.77914,579.032,12729.69074,579.032,12757.02601,579.032,12739.76151,579.032,11379.5456,579.032,11841.90205,579.032,11034.11281,579.032,11418.5201533333
579.235,17089.46645,579.235,17064.64751,579.235,17050.46556,579.235,17033.23314,579.235,16881.20632,579.235,16616.50743,579.235,16606.5191,579.235,16618.15567,579.235,16644.01711,579.235,16580.52692,579.235,12787.47001,579.235,12938.11835,579.235,12634.25173,579.235,12620.1142,579.235,11528.10656,579.235,11964.71036,579.235,11297.69119,579.235,11596.8360366667
579.438,16815.42799,579.438,16794.57305,579.438,16910.97125,579.438,16947.16329,579.438,16887.1463,579.438,16559.64703,579.438,16537.39727,579.438,16522.92699,579.438,16515.5601,579.438,16518.92216,579.438,12742.76266,579.438,12691.649,579.438,12729.93358,579.438,12688.42201,579.438,11422.70799,579.438,11902.9269,579.438,11333.12267,579.438,11552.9191866667
579.642,16888.0083,579.642,16784.0607,579.642,16694.71343,579.642,16659.68584,579.642,16825.19315,579.642,16476.36196,579.642,16467.56181,579.642,16421.74972,579.642,16423.0845,579.642,16482.11342,579.642,12699.31608,579.642,12705.40979,579.642,12655.24572,579.642,12613.92733,579.642,11332.44756,579.642,11781.90833,579.642,11180.38716,579.642,11431.5810166667
579.845,16754.44846,579.845,16806.7893,579.845,16571.07402,579.845,16786.26473,579.845,16864.73875,579.845,16388.24903,579.845,16418.20634,579.845,16363.59847,579.845,16386.68363,579.845,16418.81604,579.845,12455.95547,579.845,12441.40589,579.845,12683.97604,579.845,12648.7186,579.845,11274.25226,579.845,11571.94638,579.845,11060.71173,579.845,11302.3034566667
580.048,16756.71479,580.048,16885.22653,580.048,16670.25394,580.048,16587.75728,580.048,16755.23112,580.048,16469.50646,580.048,16472.96724,580.048,16492.41373,580.048,16472.98372,580.048,16505.7134,580.048,12758.12251,580.048,12775.40086,580.048,12636.86508,580.048,12597.89673,580.048,11456.19404,580.048,11789.61939,580.048,11111.74195,580.048,11452.5184600000
580.251,16745.98237,580.251,16716.22745,580.251,16673.36894,580.251,16746.14722,580.251,16650.53939,580.251,16319.8666,580.251,16282.49776,580.251,16331.59825,580.251,16335.99766,580.251,16358.53881,580.251,12332.72726,580.251,12404.18277,580.251,12631.11416,580.251,12589.41006,580.251,11158.17999,580.251,11739.52579,580.251,10951.58708,580.251,11283.09762
580.454,17057.42117,580.454,16808.0322,580.454,16938.28293,580.454,16886.42768,580.454,16869.94015,580.454,16438.12597,580.454,16479.55584,580.454,16479.02848,580.454,16475.12271,580.454,16431.5178,580.454,12702.72645,580.454,12686.02229,580.454,12584.98855,580.454,12544.84561,580.454,11404.25855,580.454,11948.96744,580.454,11113.36005,580.454,11488.8620133333
580.657,16569.77107,580.657,16852.55911,580.657,16692.97999,580.657,16705.42547,580.657,16691.90854,580.657,16377.92956,580.657,16355.38797,580.657,16365.43934,580.657,16364.40124,580.657,16360.94092,580.657,12518.41525,580.657,12385.17836,580.657,12648.21914,580.657,12604.94823,580.657,11141.16386,580.657,11737.37644,580.657,10977.21264,580.657,11285.25098
580.86,16860.25553,580.86,16706.85688,580.86,16777.74173,580.86,16813.92816,580.86,16690.62011,580.86,16401.55719,580.86,16414.70705,580.86,16391.43951,580.86,16406.02284,580.86,16413.53707,580.86,12745.3892,580.86,12679.21939,580.86,12576.73893,580.86,12545.98526,580.86,11407.19075,580.86,11784.25304,580.86,11026.05287,580.86,11405.83222
581.063,16644.88539,581.063,16753.5997,581.063,16575.24608,581.063,16710.32667,581.063,16648.3469,581.063,16241.74718,581.063,16239.7701,581.063,16246.55808,581.063,16272.80434,581.063,16264.50035,581.063,12328.42469,581.063,12467.82112,581.063,12597.07687,581.063,12613.43378,581.063,11104.7234,581.063,11507.52464,581.063,10716.66711,581.063,11109.6383833333
581.266,16805.81389,581.266,16819.57986,581.266,16679.78688,581.266,16839.61097,581.266,16770.69926,581.266,16322.7239,581.266,16329.05107,581.266,16329.11698,581.266,16367.92131,581.266,16322.83924,581.266,12590.731,581.266,12605.85708,581.266,12431.98233,581.266,12485.28644,581.266,11301.03179,581.266,11742.54027,581.266,11170.7916,581.266,11404.7878866667
