wavelength_nm,intensity
345.386,-27.974676666666667
345.605,-27.974676666666667
345.824,-27.974676666666667
346.044,18.641603333333332
346.263,-7.306816666666666
346.482,2.0985266666666664
346.701,2.4756966666666664
346.92,39.33180666666667
347.139,-21.599580000000003
347.358,-13.702716666666666
347.577,7.363576666666667
347.796,10.75168
348.015,1.7234466666666668
348.234,11.120786666666667
348.453,-32.50064
348.672,10.745303333333334
348.891,-17.839293333333334
349.11,-6.176753333333333
349.329,-1.6625466666666666
349.548,-26.48171333333333
349.767,16.018446666666666
349.986,-10.697786666666666
350.205,-3.168953333333333
350.424,-10.31188
350.643,3.2108066666666653
350.862,3.9757666666666664
351.08,-13.32458
351.299,8.483253333333334
351.518,8.11177
351.737,-26.097160000000002
351.956,-3.1660833333333342
352.174,9.616993333333333
352.393,-35.11882333333333
352.612,4.35131
352.831,5.104683333333333
353.049,6.606773333333334
353.268,9.239703333333333
353.487,2.848543333333333
353.705,-31.354956666666666
353.924,8.10854
354.143,27.668293333333335
354.361,10.368273333333333
354.58,7.735573333333334
354.798,-16.327466666666666
355.017,9.981243333333333
355.236,26.542326666666668
355.454,-12.195856666666666
355.673,39.69316
355.891,15.995989999999999
356.11,32.56268333333333
356.328,15.253326666666666
356.547,-12.94218
356.765,6.9813333333333345
356.984,9.98889
357.202,-15.191783333333333
357.42,-44.15327333333334
357.639,-27.22214333333333
357.857,11.87603
358.076,2.474456666666667
358.294,14.869703333333334
358.512,19.016126666666665
358.731,33.29107
358.949,30.298540000000003
359.167,1.3463833333333335
359.386,-25.337096666666667
359.604,-12.18344
359.822,19.766693333333333
360.04,29.547286666666665
360.259,40.821263333333334
360.477,21.63876
360.695,36.30723666666667
360.913,-8.047066666666666
361.131,7.7333
361.35,57.00970000000001
361.568,9.614793333333333
361.786,-7.676636666666667
362.004,8.859060000000001
362.222,30.66758333333333
362.44,-11.058936666666668
362.658,-27.223263333333332
362.876,25.780536666666666
363.094,22.393069999999998
363.312,-7.306793333333332
363.53,-13.697286666666665
363.749,20.525066666666664
363.967,31.41352666666667
364.184,26.158839999999998
364.402,-2.7883833333333334
364.62,42.69545
364.838,29.88937
365.056,-3.1896699999999996
365.274,28.39927
365.492,4.725036666666667
365.71,-42.981456666666666
365.928,54.35727333333333
366.146,26.885593333333333
366.364,-3.167199999999999
366.581,18.25038
366.799,4.72806
367.017,20.139716666666665
367.235,53.95550333333333
367.453,46.08212666666666
367.67,42.66193333333333
367.888,-14.074563333333336
368.106,47.918173333333336
368.323,6.225526666666667
368.541,49.05684
368.759,16.37196
368.977,20.502223333333333
369.194,46.81698333333333
369.412,56.57140666666667
369.629,64.44031666666666
369.847,15.235953333333333
370.065,31.766373333333338
370.282,64.47699999999999
370.5,50.17997
370.717,71.96294
370.935,19.73823333333333
371.152,41.88457666666667
371.37,90.36612333333333
371.588,84.78611000000001
371.805,37.37355
372.022,54.67925
372.24,77.23183666666667
372.457,38.158656666666666
372.675,83.93763333333334
372.892,88.82263666666665
373.11,65.20849
373.327,103.85222
373.544,61.05537666666667
373.762,50.87954333333334
373.979,72.30134
374.196,44.51208666666667
374.414,109.59074666666667
374.631,88.49726
374.848,71.16315666666667
375.066,73.86358333333332
375.283,71.57518
375.5,63.283899999999996
375.717,84.63445666666667
375.935,130.63981
376.152,134.34374666666665
376.369,97.88820666666668
376.586,34.73063333333334
376.803,84.68079666666667
377.02,72.26770333333333
377.238,66.68411666666667
377.455,67.81296999999999
377.672,55.02146333333334
377.889,74.60597666666666
378.106,103.07901
378.323,118.16711333333335
378.54,76.01655333333333
378.757,80.52365999999999
378.974,62.915616666666665
379.191,160.97678
379.408,79.80633666666667
379.625,71.10282333333333
379.842,104.53762666666667
380.059,120.2625
380.276,94.43488
380.493,108.33348333333333
380.71,89.52538333333335
380.927,107.18258333333334
381.143,126.01508999999999
381.36,107.50793
381.577,126.69482999999998
381.794,79.73227000000001
382.011,112.39823666666666
382.228,127.75318333333333
382.444,151.05199666666667
382.661,145.04797666666667
382.878,141.19108333333335
383.095,158.19677333333334
383.311,155.84033666666667
383.528,179.97742000000002
383.745,125.48380333333334
383.962,118.34314333333334
384.178,151.39603333333335
384.395,131.12006
384.612,140.47362333333334
384.828,118.77158000000001
385.045,148.44089
385.261,165.23848
385.478,146.1538666666667
385.695,173.45275
385.911,164.15631333333332
386.128,153.96842333333333
386.344,105.96324
386.561,177.54811333333336
386.777,126.59928666666667
386.994,140.48635333333334
387.21,110.50568
387.427,128.10266
387.643,98.86915666666668
387.86,145.4818766666667
388.076,115.78589666666666
388.292,167.22235666666666
388.509,127.03062333333334
388.725,173.53491999999997
388.942,151.08535
389.158,146.49212333333335
389.374,171.62220000000002
389.591,108.59023666666667
389.807,134.8824
390.023,144.11597333333336
390.239,138.21310666666668
390.456,175.2431466666667
390.672,174.62114666666665
390.888,164.45531333333335
391.104,184.88439666666667
391.321,175.14722666666668
391.537,198.7658866666667
391.753,179.2295
391.969,224.25455
392.185,257.61124666666666
392.401,296.82937
392.618,236.86208666666664
392.834,214.40465333333336
393.05,285.63226000000003
393.266,267.30783
393.482,250.98311333333334
393.698,258.12473
393.914,320.42032333333333
394.13,243.12953666666667
394.346,267.2539566666667
394.562,201.55434666666665
394.778,238.06826333333333
394.994,254.96113333333335
395.21,289.76252666666664
395.426,264.10396
395.642,312.04197666666664
