wavelength_nm,intensity
345.386,-2.2274179999999992
345.605,-2.2274179999999992
345.824,-2.2274179999999992
346.044,-3.9589570000000003
346.263,-12.332544
346.482,-1.898911
346.701,-12.629572
346.92,13.636989
347.139,-0.06374600000000026
347.358,-2.046247
347.577,12.863263999999997
347.796,-5.928753
348.015,-5.314376
348.234,-3.891126
348.453,13.145622
348.672,-7.506215
348.891,-0.3870509999999998
349.11,-12.395807999999999
349.329,134.390364
349.548,191.56364599999998
349.767,194.91515499999997
349.986,207.30318999999994
350.205,217.390661
350.424,203.07329399999998
350.643,208.60988200000003
350.862,208.773122
351.08,199.07193100000003
351.299,200.47216899999998
351.518,206.773112
351.737,214.493674
351.956,216.657926
352.174,212.10374099999999
352.393,214.53907400000003
352.612,217.15812499999998
352.831,219.76525899999996
353.049,220.317201
353.268,221.71792399999998
353.487,216.59171399999997
353.705,226.44446500000004
353.924,229.661037
354.143,220.462129
354.361,231.95736800000003
354.58,227.22081900000003
354.798,238.990074
355.017,233.375439
355.236,237.495965
355.454,228.044841
355.673,246.90415
355.891,250.96892799999995
356.11,235.52354999999997
356.328,259.4500300000001
356.547,244.587759
356.765,248.756735
356.984,254.433712
357.202,260.122837
357.42,263.15318399999995
357.639,249.05358899999996
357.857,253.75246
358.076,269.49696600000004
358.294,248.78943399999997
358.512,264.304567
358.731,273.892916
358.949,259.615352
359.167,260.190656
359.386,270.03646000000003
359.604,253.823608
359.822,252.645487
360.04,291.968158
360.259,287.05431
360.477,268.31072600000005
360.695,274.67720199999997
360.913,276.38311699999997
361.131,270.70101800000003
361.35,274.744191
361.568,277.561161
361.786,275.40442199999995
362.004,274.373895
362.222,287.56839099999996
362.44,270.74363500000004
362.658,277.92538499999995
362.876,281.793354
363.094,277.927632
363.312,271.969483
363.53,272.410285
363.749,288.25535499999995
363.967,269.84013300000004
364.184,282.32985799999994
364.402,283.52802199999996
364.62,284.198489
364.838,275.916022
365.056,279.79018799999994
365.274,309.155305
365.492,291.47295799999995
365.71,290.676468
365.928,292.589818
366.146,287.883246
366.364,301.64875600000005
366.581,308.49492300000003
366.799,320.015753
367.017,312.60235299999994
367.235,328.81976899999995
367.453,332.099503
367.67,344.21644399999997
367.888,320.520979
368.106,357.049265
368.323,349.50499
368.541,348.782553
368.759,355.651076
368.977,353.34152000000006
369.194,354.990025
369.412,384.34993799999995
369.629,360.73200499999996
369.847,370.89814399999995
370.065,369.019607
370.282,392.35821599999997
370.5,390.960096
370.717,388.99589199999997
370.935,399.583748
371.152,394.105489
371.37,407.517863
371.588,411.084148
371.805,429.26836999999995
372.022,415.751491
372.24,421.38138399999997
372.457,429.429205
372.675,432.97524000000004
372.892,428.174409
373.11,436.066572
373.327,445.966554
373.544,424.488244
373.762,444.74695699999995
373.979,440.53330399999993
