wavelength_nm,intensity,spectrum_id,spectrum_name,point_index,x_unit,y_unit
345.386,-27.974676666666667,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,0,nm,absorbance
345.605,-27.974676666666667,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,1,nm,absorbance
345.824,-27.974676666666667,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,2,nm,absorbance
346.044,18.641603333333332,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,3,nm,absorbance
346.263,-7.306816666666666,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,4,nm,absorbance
346.482,2.0985266666666664,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,5,nm,absorbance
346.701,2.4756966666666664,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,6,nm,absorbance
346.92,39.33180666666667,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,7,nm,absorbance
347.139,-21.599580000000003,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,8,nm,absorbance
347.358,-13.702716666666666,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,9,nm,absorbance
347.577,7.363576666666667,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,10,nm,absorbance
347.796,10.75168,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,11,nm,absorbance
348.015,1.7234466666666668,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,12,nm,absorbance
348.234,11.120786666666667,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,13,nm,absorbance
348.453,-32.50064,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,14,nm,absorbance
348.672,10.745303333333334,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,15,nm,absorbance
348.891,-17.839293333333334,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,16,nm,absorbance
349.11,-6.176753333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,17,nm,absorbance
349.329,-1.6625466666666666,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,18,nm,absorbance
349.548,-26.48171333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,19,nm,absorbance
349.767,16.018446666666666,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,20,nm,absorbance
349.986,-10.697786666666666,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,21,nm,absorbance
350.205,-3.168953333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,22,nm,absorbance
350.424,-10.31188,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,23,nm,absorbance
350.643,3.2108066666666653,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,24,nm,absorbance
350.862,3.9757666666666664,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,25,nm,absorbance
351.08,-13.32458,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,26,nm,absorbance
351.299,8.483253333333334,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,27,nm,absorbance
351.518,8.11177,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,28,nm,absorbance
351.737,-26.097160000000002,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,29,nm,absorbance
351.956,-3.1660833333333342,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,30,nm,absorbance
352.174,9.616993333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,31,nm,absorbance
352.393,-35.11882333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,32,nm,absorbance
352.612,4.35131,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,33,nm,absorbance
352.831,5.104683333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,34,nm,absorbance
353.049,6.606773333333334,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,35,nm,absorbance
353.268,9.239703333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,36,nm,absorbance
353.487,2.848543333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,37,nm,absorbance
353.705,-31.354956666666666,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,38,nm,absorbance
353.924,8.10854,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,39,nm,absorbance
354.143,27.668293333333335,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,40,nm,absorbance
354.361,10.368273333333333,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,41,nm,absorbance
354.58,7.735573333333334,28c420a1-3f39-4b39-9883-81d1ecb3baa2,6:44 pm,42,nm,absorbance
