Data from 4_51 _Subt2__3__16-53-38-550.txt Node

Date: Tue Oct 07 16:53:38 EDT 2025
User: brett
Spectrometer: USB4F03499
Trigger mode: 4
Integration Time (sec): 2.950000E-3
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.386	8.73702
345.605	15.4867
345.824	9.24354
346.044	-15.16452
346.263	-29.55079
346.482	-5.55853
346.701	-86.56081
346.92	33.58043
347.139	-33.55381
347.358	-26.00428
347.577	31.13418
347.796	76.10892
348.015	-9.79405
348.234	0.86761
348.453	-16.68221
348.672	-11.12727
348.891	36.66325
349.11	71.81972
349.329	14.87162
349.548	48.45015
349.767	12.20357
349.986	2.65681
350.205	-29.76355
350.424	-12.67121
350.643	-38.20748
350.862	-25.55628
351.08	-47.76329
351.299	-46.00264
351.518	-42.45151
351.737	-96.37029
351.956	-63.09547
352.174	-48.46528
352.393	-63.76817
352.612	-70.41257
352.831	-74.85523
353.049	-111.43176
353.268	-57.54871
353.487	-68.41559
353.705	-9.57849
353.924	-119.11504
354.143	-32.66804
354.361	-73.94628
354.58	27.14003
354.798	6.89924
355.017	-41.54238
355.236	22.69345
355.454	-41.75319
355.673	64.09363
355.891	-8.4397
356.11	26.67724
356.328	-56.40027
356.547	-22.67676
356.765	-18.47214
356.984	-12.47923
357.202	9.96547
357.42	32.42422
357.639	70.93148
357.857	15.96901
358.076	-83.92765
358.294	-60.65382
358.512	-100.12951
358.731	39.56545
358.949	-84.61574
359.167	-29.11111
359.386	16.68429
359.604	-61.52912
359.822	-59.09991
360.04	-7.33745
360.259	-6.67254
360.477	30.93038
360.695	-24.45474
360.913	26.0244
361.131	-111.90304
361.35	-79.06801
361.568	0.8811
361.786	-36.45094
362.004	-58.64802
362.222	-2.68176
362.44	66.95786
362.658	-4.90327
362.876	-12.67209
363.094	-10.89792
363.312	-21.33662
363.53	-27.97666
363.749	-39.97184
363.967	1.99141
364.184	-25.77628
364.402	54.49753
364.62	-57.29427
364.838	-28.65756
365.056	-25.55217
365.274	4.00651
365.492	-11.77798
365.71	27.15226
365.928	-28.90969
366.146	-31.13426
366.364	-43.34206
366.581	-38.90506
366.799	-49.78363
367.017	-39.13901
367.235	-59.80775
367.453	-8.47543
367.67	-53.8139
367.888	-15.8129
368.106	-119.66598
368.323	-51.55328
368.541	-95.92758
368.759	60.10888
368.977	-16.45646
369.194	-93.04228
369.412	6.22489
369.629	-5.9999
369.847	-54.85999
370.065	-19.55406
370.282	-102.52865
370.5	41.83089
370.717	-2.22882
370.935	10.88831
371.152	-91.67803
371.37	-31.56038
371.588	-63.74903
371.805	91.98913
372.022	-54.66908
372.24	-18.465
372.457	5.32951
372.675	-47.57123
372.892	-51.55629
373.11	22.462
373.327	-36.90814
373.544	-37.13025
373.762	-10.90356
373.979	20.90296
374.196	-59.74492
374.414	2.67153
374.631	-10.43929
374.848	-21.98945
375.066	-35.98274
375.283	-36.42976
375.5	-27.98647
375.717	-9.54561
375.935	-83.43828
376.152	-11.5486
376.369	2.43469
376.586	-31.10829
376.803	-31.99253
377.02	-33.54434
377.238	-33.98767
377.455	63.59458
377.672	21.987
377.889	25.32084
