CENTRALWAVELNG,BANDWIDTH
0.83491,0.00046
0.83538,0.00046
0.83584,0.00046
0.8363,0.00046
0.83677,0.00046
0.83723,0.00046
0.8377,0.00046
0.83816,0.00046
0.83863,0.00046
0.83909,0.00046
0.83956,0.00046
0.84002,0.00046
0.84049,0.00047
0.84095,0.00047
0.84142,0.00047
0.84188,0.00047
0.84235,0.00047
0.84281,0.00047
0.84328,0.00047
0.84374,0.00047
0.84421,0.00047
0.84468,0.00047
0.84514,0.00047
0.84561,0.00047
0.84607,0.00047
0.84654,0.00047
0.847,0.00047
0.84747,0.00047
0.84794,0.00047
0.8484,0.00047
0.84887,0.00047
0.84934,0.00047
0.8498,0.00047
0.85094,0.00088
0.85183,0.00088
0.85271,0.00088
0.85359,0.00088
0.85448,0.00088
0.85536,0.00088
0.85625,0.00088
0.85713,0.00089
0.8589,0.00089
0.85979,0.00089
0.86068,0.00089
0.86156,0.00089
0.88737,0.00089
0.88826,0.00089
0.88915,0.00089
0.89005,0.00089
0.89094,0.00089
0.89183,0.00089
0.89273,0.00089
0.89362,0.00089
0.89452,0.00089
0.89541,0.0009
0.89631,0.0009
0.8972,0.0009
0.8981,0.0009
0.899,0.0009
0.89989,0.0009
0.90168,0.0009
0.90258,0.0009
0.90348,0.0009
0.90438,0.0009
0.90527,0.0009
0.90617,0.0009
0.90707,0.0009
0.90797,0.0009
0.90886,0.0009
0.90976,0.0009
0.91066,0.0009
0.91156,0.0009
0.91246,0.0009
0.91336,0.0009
0.91426,0.0009
0.91516,0.0009
0.91606,0.0009
0.91696,0.0009
0.91786,0.0009
0.91876,0.0009
0.91966,0.0009
0.92056,0.0009
0.92146,0.0009
0.92236,0.0009
0.92327,0.0009
0.92417,0.0009
0.92507,0.0009
0.92597,0.0009
0.92688,0.0009
0.92778,0.0009
0.92868,0.0009
0.92958,0.0009
0.93049,0.0009
0.93139,0.0009
0.9323,0.0009
0.9332,0.0009
0.9341,0.0009
0.93501,0.0009
0.93591,0.0009
0.93682,0.0009
0.93772,0.00091
0.93863,0.00091
0.93953,0.00091
0.94044,0.00091
0.94134,0.00091
0.94225,0.00091
0.94316,0.00091
0.94406,0.00091
0.94497,0.00091
0.94588,0.00091
0.94678,0.00091
0.94769,0.00091
0.9486,0.00091
0.94951,0.00091
0.95041,0.00091
0.95132,0.00091
0.95223,0.00091
0.95314,0.00091
0.95405,0.00091
0.95496,0.00091
0.95587,0.00091
0.95677,0.00091
0.95768,0.00091
0.95859,0.00091
0.9595,0.00091
0.96041,0.00091
0.96132,0.00091
0.96223,0.00091
0.96315,0.00091
0.96406,0.00091
0.96497,0.00091
0.96588,0.00091
0.96679,0.00091
0.9677,0.00091
0.96861,0.00091
0.96953,0.00091
0.97044,0.00091
0.97135,0.00091
0.97226,0.00091
0.97318,0.00091
0.97409,0.00091
0.975,0.00091
0.97591,0.00091
0.97683,0.00091
0.97774,0.00091
0.97866,0.00091
0.97957,0.00091
0.98048,0.00091
0.9814,0.00091
0.98231,0.00091
0.98323,0.00091
0.98414,0.00092
0.98506,0.00092
0.98597,0.00092
0.98689,0.00092
0.98781,0.00092
0.98872,0.00092
0.98964,0.00092
0.99055,0.00092
0.99147,0.00092
0.99239,0.00092
0.9933,0.00092
0.99422,0.00092
0.99514,0.00092
0.99606,0.00092
0.99697,0.00092
0.99789,0.00092
0.99881,0.00092
0.99973,0.00092
1.00065,0.00092
1.00156,0.00092
1.00248,0.00092
1.0034,0.00092
1.00432,0.00092
1.00524,0.00092
1.00616,0.00092
1.00708,0.00092
1.008,0.00092
1.00892,0.00092
1.00984,0.00092
1.01076,0.00092
1.01168,0.00092
1.0126,0.00092
1.01352,0.00092
1.01444,0.00092
1.01536,0.00092
1.01629,0.00092
1.01721,0.00092
1.01813,0.00092
1.01905,0.00092
1.01997,0.00092
1.02089,0.00092
1.02182,0.00092
1.02274,0.00092
1.02366,0.00092
1.02459,0.00092
1.02551,0.00092
1.02643,0.00092
1.02736,0.00092
1.02828,0.00092
1.0292,0.00092
1.03013,0.00092
1.03105,0.00092
1.03198,0.00092
1.0329,0.00092
1.03382,0.00092
1.03475,0.00092
1.03567,0.00093
1.0366,0.00093
1.03752,0.00093
1.03845,0.00093
1.03938,0.00093
1.0403,0.00093
1.04123,0.00093
1.04215,0.00093
1.04308,0.00093
1.04401,0.00093
1.04493,0.00093
1.04586,0.00093
1.04679,0.00093
1.04771,0.00093
1.04864,0.00093
1.04957,0.00093
1.0505,0.00093
1.05142,0.00093
1.05235,0.00093
1.05328,0.00093
1.05421,0.00093
1.05514,0.00093
1.05607,0.00093
1.05699,0.00093
1.05792,0.00093
1.05885,0.00093
1.05978,0.00093
1.06071,0.00093
1.06164,0.00093
1.06257,0.00093
1.0635,0.00093
1.06443,0.00093
1.06536,0.00093
1.06629,0.00093
1.06722,0.00093
1.06815,0.00093
1.06908,0.00093
1.07001,0.00093
1.07095,0.00093
1.07188,0.00093
1.07281,0.00093
1.07374,0.00093
1.07467,0.00093
1.0756,0.00093
1.07654,0.00093
1.07747,0.00093
1.0784,0.00093
1.07933,0.00093
1.08027,0.00093
1.0812,0.00093
1.08213,0.00093
1.08306,0.00093
1.084,0.00093
1.08493,0.00093
1.08587,0.00093
1.0868,0.00093
1.08773,0.00093
1.08867,0.00093
1.0896,0.00093
1.09054,0.00093
1.09147,0.00093
1.0924,0.00093
1.09334,0.00093
1.09427,0.00094
1.09521,0.00094
1.09614,0.00094
1.09708,0.00094
1.09802,0.00094
1.09895,0.00094
1.09989,0.00094
1.10082,0.00094
1.10176,0.00094
1.1027,0.00094
1.10363,0.00094
1.10457,0.00094
1.10551,0.00094
1.10644,0.00094
1.10738,0.00094
1.10832,0.00094
1.10925,0.00094
1.11019,0.00094
1.11113,0.00094
1.11207,0.00094
1.113,0.00094
1.11394,0.00094
1.11488,0.00094
1.11582,0.00094
1.11676,0.00094
1.1177,0.00094
1.11864,0.00094
1.11957,0.00094
1.12051,0.00094
1.12145,0.00094
1.12239,0.00094
1.12333,0.00094
1.12427,0.00094
1.12521,0.00094
1.12615,0.00094
1.12709,0.00094
1.12803,0.00094
1.12897,0.00094
1.12991,0.00094
1.13085,0.00094
1.13179,0.00094
1.13273,0.00094
1.13367,0.00094
1.13461,0.00094
1.13556,0.00094
1.1365,0.00094
1.13744,0.00094
1.13838,0.00094
1.13932,0.00094
1.14026,0.00094
1.14121,0.00094
1.14215,0.00094
1.14309,0.00094
1.14403,0.00094
1.14498,0.00094
1.14592,0.00094
1.14686,0.00094
1.1478,0.00094
1.14875,0.00094
1.14969,0.00094
1.15063,0.00094
1.15158,0.00094
1.15252,0.00094
1.15346,0.00094
1.15441,0.00094
1.15535,0.00094
1.1563,0.00094
1.15724,0.00094
1.15819,0.00094
1.15913,0.00094
1.16007,0.00094
1.16102,0.00094
1.16196,0.00094
1.16291,0.00095
1.16385,0.00095
1.1648,0.00095
1.16575,0.00095
1.16669,0.00095
1.16764,0.00095
1.16858,0.00095
1.16953,0.00095
1.17047,0.00095
1.17142,0.00095
1.17237,0.00095
1.17331,0.00095
1.17426,0.00095
1.17521,0.00095
1.17615,0.00095
1.1771,0.00095
1.17805,0.00095
1.17899,0.00095
1.17994,0.00095
1.18089,0.00095
1.18184,0.00095
1.18278,0.00095
1.18373,0.00095
1.18468,0.00095
1.18563,0.00095
1.18658,0.00095
1.18752,0.00095
1.18847,0.00095
1.18942,0.00095
1.19037,0.00095
1.19132,0.00095
1.19227,0.00095
1.19322,0.00095
1.19416,0.00095
1.19511,0.00095
1.19606,0.00095
1.19701,0.00095
1.19796,0.00095
1.19891,0.00095
1.19986,0.00095
1.20081,0.00095
1.20176,0.00095
1.20271,0.00095
1.20366,0.00095
1.20461,0.00095
1.20556,0.00095
1.20651,0.00095
1.20746,0.00095
1.20841,0.00095
1.20937,0.00095
1.21032,0.00095
1.21127,0.00095
1.21222,0.00095
1.21317,0.00095
1.21412,0.00095
1.21507,0.00095
1.21603,0.00095
1.21698,0.00095
1.21793,0.00095
1.21888,0.00095
1.21983,0.00095
1.22079,0.00095
1.22174,0.00095
1.22269,0.00095
1.22364,0.00095
1.2246,0.00095
1.22555,0.00095
1.2265,0.00095
1.22745,0.00095
1.22841,0.00095
1.22936,0.00095
1.23031,0.00095
1.23127,0.00095
1.23222,0.00095
1.23318,0.00095
1.23413,0.00095
1.23508,0.00095
1.23604,0.00095
1.23699,0.00095
1.23795,0.00095
1.2389,0.00095
1.23985,0.00095
1.24081,0.00095
1.24176,0.00095
1.24272,0.00095
1.24367,0.00095
1.24463,0.00096
1.24558,0.00096
1.24654,0.00096
1.24749,0.00096
1.24845,0.00096
1.2494,0.00096
1.25036,0.00096
1.25132,0.00096
1.25227,0.00096
1.25323,0.00096
1.25418,0.00096
1.25514,0.00096
1.2561,0.00096
1.25705,0.00096
1.25801,0.00096
1.25896,0.00096
1.25992,0.00096
1.26088,0.00096
1.26183,0.00096
1.26279,0.00096
1.26375,0.00096
1.26471,0.00096
1.26566,0.00096
1.26662,0.00096
1.26758,0.00096
1.26854,0.00096
1.26949,0.00096
1.27045,0.00096
1.27141,0.00096
1.27237,0.00096
1.27332,0.00096
1.27428,0.00096
1.27524,0.00096
1.2762,0.00096
1.27716,0.00096
1.27812,0.00096
1.27907,0.00096
1.28003,0.00096
1.28099,0.00096
1.28195,0.00096
1.28291,0.00096
1.28387,0.00096
1.28483,0.00096
1.28579,0.00096
1.28675,0.00096
1.2877,0.00096
1.28866,0.00096
1.28962,0.00096
1.29058,0.00096
1.29154,0.00096
1.2925,0.00096
1.29346,0.00096
1.29442,0.00096
1.29538,0.00096
1.29634,0.00096
1.2973,0.00096
1.29826,0.00096
1.29922,0.00096
1.30019,0.00096
1.30115,0.00096
1.30211,0.00096
1.30307,0.00096
1.30403,0.00096
1.30499,0.00096
1.30595,0.00096
1.30691,0.00096
1.30787,0.00096
1.30883,0.00096
1.3098,0.00096
1.31076,0.00096
1.31172,0.00096
1.31268,0.00096
1.31364,0.00096
1.3146,0.00096
1.31557,0.00096
1.31653,0.00096
1.31749,0.00096
1.31845,0.00096
1.31942,0.00096
1.32038,0.00096
1.32134,0.00096
1.3223,0.00096
1.32327,0.00096
1.32423,0.00096
1.32519,0.00096
1.32615,0.00096
1.32712,0.00096
1.32808,0.00096
1.32904,0.00096
1.33001,0.00096
1.33097,0.00096
1.33193,0.00096
1.3329,0.00096
1.33386,0.00096
1.33482,0.00096
1.33579,0.00096
1.33675,0.00096
1.33772,0.00096
1.33868,0.00096
1.33964,0.00096
1.34061,0.00096
1.34157,0.00096
1.34254,0.00096
1.3435,0.00096
1.34446,0.00096
1.34543,0.00096
1.34639,0.00096
1.34736,0.00096
1.34832,0.00096
1.34929,0.00096
1.35025,0.00096
1.35122,0.00097
1.35218,0.00097
1.35315,0.00097
1.35411,0.00097
1.35508,0.00097
1.35604,0.00097
1.35701,0.00097
1.35798,0.00097
1.35894,0.00097
1.35991,0.00097
1.36087,0.00097
1.36184,0.00097
1.3628,0.00097
1.36377,0.00097
1.36474,0.00097
1.3657,0.00097
1.36667,0.00097
1.36764,0.00097
1.3686,0.00097
1.36957,0.00097
1.37053,0.00097
1.3715,0.00097
1.37247,0.00097
1.37343,0.00097
1.3744,0.00097
1.37537,0.00097
1.37634,0.00097
1.3773,0.00097
1.37827,0.00097
1.37924,0.00097
1.3802,0.00097
1.38117,0.00097
1.38214,0.00097
1.38311,0.00097
1.38407,0.00097
1.38504,0.00097
1.38601,0.00097
1.38698,0.00097
1.38794,0.00097
1.38891,0.00097
1.38988,0.00097
1.39085,0.00097
1.39182,0.00097
1.39278,0.00097
1.39375,0.00097
1.39472,0.00097
1.39569,0.00097
1.39666,0.00097
1.39763,0.00097
1.39859,0.00097
1.39956,0.00097
1.40053,0.00097
1.4015,0.00097
1.40247,0.00097
1.40344,0.00097
1.40441,0.00097
1.40538,0.00097
1.40635,0.00097
1.40731,0.00097
1.40828,0.00097
1.40925,0.00097
1.41022,0.00097
1.41119,0.00097
1.41216,0.00097
1.41313,0.00097
1.4141,0.00097
1.41507,0.00097
1.41604,0.00097
1.41701,0.00097
1.41798,0.00097
1.41895,0.00097
1.41992,0.00097
1.42089,0.00097
1.42186,0.00097
1.42283,0.00097
1.4238,0.00097
1.42477,0.00097
1.42574,0.00097
1.42671,0.00097
1.42768,0.00097
1.42865,0.00097
1.42962,0.00097
1.43059,0.00097
1.43156,0.00097
1.43254,0.00097
1.43351,0.00097
1.43448,0.00097
1.43545,0.00097
1.43642,0.00097
1.43739,0.00097
1.43836,0.00097
1.43933,0.00097
1.4403,0.00097
1.44128,0.00097
1.44225,0.00097
1.44322,0.00097
1.44419,0.00097
1.44516,0.00097
1.44613,0.00097
1.4471,0.00097
1.44808,0.00097
1.44905,0.00097
1.45002,0.00097
1.45099,0.00097
1.45196,0.00097
1.45294,0.00097
1.45391,0.00097
1.45488,0.00097
1.45585,0.00097
1.45682,0.00097
1.4578,0.00097
1.45877,0.00097
1.45974,0.00097
1.46071,0.00097
1.46169,0.00097
1.46266,0.00097
1.46363,0.00097
1.4646,0.00097
1.46558,0.00097
1.46655,0.00097
1.46752,0.00097
1.4685,0.00097
1.46947,0.00097
1.47044,0.00097
1.47141,0.00097
1.47239,0.00097
1.47336,0.00097
1.47433,0.00097
1.47531,0.00097
1.47628,0.00097
1.47725,0.00097
1.47823,0.00097
1.4792,0.00097
1.48017,0.00097
1.48115,0.00097
1.48212,0.00097
1.4831,0.00097
1.48407,0.00097
1.48504,0.00097
1.48602,0.00097
1.48699,0.00097
1.48796,0.00097
1.48894,0.00097
1.48991,0.00097
1.49089,0.00097
1.49186,0.00097
1.49283,0.00097
1.49381,0.00097
1.49478,0.00097
1.49576,0.00097
1.49673,0.00097
1.49771,0.00097
1.49868,0.00097
1.49966,0.00097
1.50063,0.00097
1.5016,0.00097
1.50258,0.00097
1.50355,0.00097
1.50453,0.00097
1.5055,0.00097
1.50648,0.00097
1.50745,0.00097
1.50843,0.00097
1.5094,0.00098
1.51038,0.00098
1.51135,0.00098
1.51233,0.00098
1.5133,0.00098
1.51428,0.00098
1.51525,0.00098
1.51623,0.00098
1.5172,0.00098
1.51818,0.00098
1.51916,0.00098
1.52013,0.00098
1.52111,0.00098
1.52208,0.00098
1.52306,0.00098
1.52403,0.00098
1.52501,0.00098
1.52598,0.00098
1.52696,0.00098
1.52794,0.00098
1.52891,0.00098
1.52989,0.00098
1.53086,0.00098
1.53184,0.00098
1.53282,0.00098
1.53379,0.00098
1.53477,0.00098
1.53574,0.00098
1.53672,0.00098
1.5377,0.00098
1.53867,0.00098
1.53965,0.00098
1.54063,0.00098
1.5416,0.00098
1.54258,0.00098
1.54355,0.00098
1.54453,0.00098
1.54551,0.00098
1.54648,0.00098
1.54746,0.00098
1.54844,0.00098
1.54941,0.00098
1.55039,0.00098
1.55137,0.00098
1.55234,0.00098
1.55332,0.00098
1.5543,0.00098
1.55528,0.00098
1.55625,0.00098
1.55723,0.00098
1.55821,0.00098
1.55918,0.00098
1.56016,0.00098
1.56114,0.00098
1.56212,0.00098
1.56309,0.00098
1.56407,0.00098
1.56505,0.00098
1.56602,0.00098
1.567,0.00098
1.56798,0.00098
1.56896,0.00098
1.56993,0.00098
1.57091,0.00098
1.57189,0.00098
1.57287,0.00098
1.57384,0.00098
1.57482,0.00098
1.5758,0.00098
1.57678,0.00098
1.57776,0.00098
1.57873,0.00098
1.57971,0.00098
1.58069,0.00098
1.58167,0.00098
1.58265,0.00098
1.58362,0.00098
1.5846,0.00098
1.58558,0.00098
1.58656,0.00098
1.58754,0.00098
1.58851,0.00098
1.58949,0.00098
1.59047,0.00098
1.59145,0.00098
1.59243,0.00098
1.59341,0.00098
1.59438,0.00098
1.59536,0.00098
1.59634,0.00098
1.59732,0.00098
1.5983,0.00098
1.59928,0.00098
1.60025,0.00098
1.60123,0.00098
1.60221,0.00098
1.60319,0.00098
1.60417,0.00098
1.60515,0.00098
1.60613,0.00098
1.60711,0.00098
1.60808,0.00098
1.60906,0.00098
1.61004,0.00098
1.61102,0.00098
1.612,0.00098
1.61298,0.00098
1.61396,0.00098
1.61494,0.00098
1.61592,0.00098
1.61689,0.00098
1.61787,0.00098
1.61885,0.00098
1.61983,0.00098
1.62081,0.00098
1.62179,0.00098
1.62277,0.00098
1.62375,0.00098
1.62473,0.00098
1.62571,0.00098
1.62669,0.00098
1.62767,0.00098
1.62865,0.00098
1.62963,0.00098
1.63061,0.00098
1.63158,0.00098
1.63256,0.00098
1.63354,0.00098
1.63452,0.00098
1.6355,0.00098
1.63648,0.00098
1.63746,0.00098
1.63844,0.00098
1.63942,0.00098
1.6404,0.00098
1.64138,0.00098
1.64236,0.00098
1.64334,0.00098
1.64432,0.00098
1.6453,0.00098
1.64628,0.00098
1.64726,0.00098
1.64824,0.00098
1.64922,0.00098
1.6502,0.00098
1.65118,0.00098
1.65216,0.00098
1.65314,0.00098
1.65412,0.00098
1.6551,0.00098
1.65608,0.00098
1.65706,0.00098
1.65804,0.00098
1.65902,0.00098
1.66,0.00098
1.66098,0.00098
1.66196,0.00098
1.66294,0.00098
1.66392,0.00098
1.6649,0.00098
1.66588,0.00098
1.66686,0.00098
1.66784,0.00098
1.66882,0.00098
1.66981,0.00098
1.67079,0.00098
1.67177,0.00098
1.67275,0.00098
1.67373,0.00098
1.67471,0.00098
1.67569,0.00098
1.67667,0.00098
1.67765,0.00098
1.67863,0.00098
1.67961,0.00098
1.68059,0.00098
1.68157,0.00098
1.68255,0.00098
1.68353,0.00098
1.68451,0.00098
1.6855,0.00098
1.68648,0.00098
1.68746,0.00098
1.68844,0.00098
1.68942,0.00098
1.6904,0.00098
1.69138,0.00098
1.69236,0.00098
1.69334,0.00098
1.69432,0.00098
1.69531,0.00098
1.69629,0.00098
