CENTRALWAVELNG,FLAM
2.1651,8.918507007412482e-17
2.16535,8.865847606687804e-17
2.16559,8.913038832621433e-17
2.16584,9.088460311948983e-17
2.16609,9.283436381147015e-17
2.16633,9.234720789798011e-17
2.16658,8.970766997539118e-17
2.16683,8.865455308122181e-17
2.16707,8.896499846659466e-17
2.16732,8.895343464633547e-17
2.16757,8.692829440447037e-17
2.16781,8.484838008032262e-17
2.16806,8.610654287096327e-17
2.16831,8.948027561065373e-17
2.16855,9.225779595438393e-17
2.1688,9.155999194759165e-17
2.16905,8.935769977790386e-17
2.16929,8.831104573825005e-17
2.16954,8.745594641555098e-17
2.16979,8.669108494608154e-17
2.17003,8.655621352897107e-17
2.17028,8.688337512912451e-17
2.17053,8.717424066159017e-17
2.17077,8.673936981517235e-17
2.17102,8.59841153158295e-17
2.17127,8.538290472287944e-17
2.17151,8.413276952901222e-17
2.17176,8.263873425318945e-17
2.17201,8.224534802168285e-17
2.17225,8.427446422634043e-17
2.1725,8.768867871362468e-17
2.17274,8.817999767086091e-17
2.17299,8.629384246941373e-17
2.17324,8.4702566953333e-17
2.17348,8.507091427796587e-17
2.17373,8.675653266329402e-17
2.17398,8.749571149313498e-17
2.17422,8.790654704233579e-17
2.17447,8.904514826781941e-17
2.17472,9.130138025869771e-17
2.17496,9.303499918534779e-17
2.17521,9.229088207284667e-17
2.17546,8.920710135744384e-17
2.1757,8.611858087459701e-17
2.17595,8.634727260777706e-17
2.1762,8.736311431014212e-17
2.17644,8.696914632460973e-17
2.17669,8.710933995577833e-17
2.17694,8.781148359800782e-17
2.17718,8.8253550504691e-17
2.17743,8.865450321469092e-17
2.17768,8.901746733804326e-17
2.17792,8.904477650682955e-17
2.17817,8.946037337033548e-17
2.17842,9.023038476139e-17
2.17866,8.912971106073784e-17
2.17891,8.710632322143555e-17
2.17916,8.650320788308014e-17
2.1794,8.711425013013754e-17
2.17965,8.808111071630687e-17
2.1799,8.843543304567012e-17
2.18014,8.797856593916848e-17
2.18039,8.72166230230014e-17
2.18064,8.745179769576866e-17
2.18088,8.826859420222219e-17
2.18113,8.844040158653576e-17
2.18138,8.893357736441479e-17
2.18162,8.952208394506906e-17
2.18187,8.81876050896716e-17
2.18212,8.676558081918075e-17
2.18236,8.707720286437414e-17
2.18261,8.711404931037829e-17
2.18286,8.68591764229034e-17
2.1831,8.753226206735328e-17
2.18335,8.792643616507782e-17
2.18359,8.776680350927991e-17
2.18384,8.865609608978825e-17
2.18409,8.930905350714994e-17
2.18433,8.83499642632318e-17
2.18458,8.740506326827991e-17
2.18483,8.72867919721735e-17
2.18507,8.775177697022793e-17
2.18532,8.779192570595249e-17
2.18557,8.693630177558849e-17
2.18581,8.603727095140544e-17
2.18606,8.305132988597532e-17
2.18631,7.768084773576716e-17
2.18655,7.92246513008145e-17
2.1868,8.549612494555477e-17
2.18705,8.539874901946755e-17
2.18729,8.111966513712696e-17
2.18754,7.765814581205728e-17
2.18779,7.831265790294418e-17
2.18803,8.184909138366343e-17
2.18828,8.531938062090219e-17
2.18853,8.923220326520004e-17
2.18877,9.18611377761391e-17
2.18902,9.001347845248529e-17
2.18927,8.741460642970573e-17
2.18951,8.723957518719132e-17
2.18976,8.774636963692535e-17
2.19001,8.808315982356328e-17
2.19025,8.807613783131341e-17
2.1905,8.795640173465453e-17
2.19075,8.825543061257596e-17
2.19099,8.948611381458061e-17
2.19124,9.031988162477382e-17
2.19149,8.994585946672016e-17
2.19173,8.990577382955384e-17
2.19198,8.929889599912058e-17
2.19223,8.667253853848055e-17
2.19247,8.438920830860697e-17
2.19272,8.375946858810375e-17
2.19297,8.406392824976042e-17
2.19321,8.422614521508089e-17
2.19346,8.405167686940123e-17
2.19371,8.57342055794226e-17
2.19395,8.833373252995109e-17
2.1942,8.94839343950529e-17
2.19444,9.026562096878733e-17
2.19469,9.140005372450869e-17
2.19494,9.233073721307674e-17
2.19518,9.184892473625503e-17
2.19543,8.967069113008673e-17
2.19568,8.82518571488065e-17
2.19592,8.850062938374157e-17
2.19617,8.978253742117282e-17
2.19642,9.085674039087039e-17
2.19666,9.071431804430498e-17
2.19691,8.910253022532458e-17
2.19716,8.713064801984086e-17
2.1974,8.599101484805299e-17
2.19765,8.549504644428381e-17
2.1979,8.531469104916235e-17
2.19814,8.522388591632917e-17
2.19839,8.577714474768948e-17
2.19864,8.688249414911005e-17
2.19888,8.723832448620414e-17
2.19913,8.777258955035472e-17
2.19938,8.937864146125178e-17
2.19962,8.975188353963012e-17
2.19987,8.892133977346688e-17
2.20012,8.884882408911981e-17
2.20036,8.885349311749542e-17
2.20061,8.845210440045283e-17
2.20086,8.854963480660102e-17
2.2011,8.900317729295358e-17
2.20135,8.930543702869739e-17
2.2016,8.954205746250746e-17
2.20184,8.949392700172047e-17
2.20209,8.878899066698811e-17
2.20234,8.871248930889656e-17
2.20258,8.956514564311396e-17
2.20283,8.91234854877168e-17
2.20308,8.748388141377682e-17
2.20332,8.602453230429862e-17
2.20357,8.574608795650301e-17
2.20382,8.700472785320757e-17
2.20406,8.929854907357029e-17
2.20431,9.074876334576686e-17
2.20456,9.006089175522449e-17
2.2048,8.791353443468965e-17
2.20505,8.607216167198596e-17
2.2053,8.626053379111707e-17
2.20554,8.819816134145657e-17
2.20579,9.046019900746998e-17
2.20603,9.109205961682662e-17
2.20628,8.937015228192854e-17
2.20653,8.622820360864394e-17
2.20677,8.48005082153456e-17
2.20702,8.579348057845102e-17
2.20727,8.802390489632547e-17
2.20751,9.04226367326864e-17
2.20776,9.162557457333058e-17
2.20801,9.035537331391366e-17
2.20825,8.836082704266797e-17
2.2085,8.775274084170521e-17
2.20875,8.859342076567754e-17
2.20899,9.024901568722602e-17
2.20924,9.173784560353615e-17
2.20949,9.244190027508014e-17
2.20973,9.219194869609327e-17
2.20998,9.130512513401269e-17
2.21023,9.046294298602533e-17
2.21047,9.000449014629068e-17
2.21072,8.89432391641834e-17
2.21097,8.783652381959824e-17
2.21121,8.81683939270259e-17
2.21146,8.973963698055927e-17
2.21171,9.149238684509463e-17
2.21195,9.185924275202075e-17
2.2122,9.159794791265726e-17
2.21245,9.177492966104462e-17
2.21269,9.101955787234214e-17
2.21294,8.965849644536913e-17
2.21319,8.934895071947595e-17
2.21343,9.007620482558202e-17
2.21368,9.128601839279487e-17
2.21393,9.233369186066509e-17
2.21417,9.246203043157006e-17
2.21442,9.13835654734128e-17
2.21467,9.013375757294843e-17
2.21491,8.945992409758728e-17
2.21516,8.941691238741401e-17
2.21541,8.793344221775358e-17
2.21565,8.500009355378183e-17
2.2159,8.51805253027528e-17
2.21615,8.747431005126189e-17
2.21639,8.883252209744996e-17
2.21664,9.034986684686481e-17
2.21688,9.152766719861825e-17
2.21713,9.027521617174582e-17
2.21738,8.855881211886906e-17
2.21762,8.828838314115531e-17
2.21787,8.869776353461232e-17
2.21812,8.971874084904273e-17
2.21836,9.116844926785803e-17
2.21861,9.071543725029221e-17
2.21886,8.809900849211301e-17
2.2191,8.564269869009561e-17
2.21935,8.541240703349182e-17
2.2196,8.762114212414781e-17
2.21984,8.899654642522846e-17
2.22009,8.822855435934533e-17
2.22034,8.599975629785744e-17
2.22058,8.482766197577235e-17
2.22083,8.560183375242315e-17
2.22108,8.671221565015283e-17
2.22132,8.759067277090447e-17
2.22157,8.82041926423779e-17
2.22182,8.884337040990102e-17
2.22206,8.988482380708681e-17
2.22231,9.124809405469984e-17
2.22256,9.055399184943992e-17
2.2228,8.722102369843962e-17
2.22305,8.365129522168124e-17
2.2233,8.200802450833069e-17
2.22354,8.336885131638919e-17
2.22379,8.66197518612366e-17
2.22404,8.979047554614156e-17
2.22428,9.106310261914221e-17
2.22453,9.108598912222822e-17
2.22478,9.094453625890734e-17
2.22502,9.126379933157723e-17
2.22527,9.199800396681665e-17
2.22552,9.261747936006763e-17
2.22576,9.217176848171916e-17
2.22601,9.134787446296274e-17
2.22626,9.170194902376461e-17
2.2265,9.120314819303127e-17
2.22675,8.914135723719375e-17
2.227,8.827012434902762e-17
2.22724,8.789944479865354e-17
2.22749,8.667648259738768e-17
2.22774,8.653424032298975e-17
2.22798,8.764606177336384e-17
2.22823,8.844104415022481e-17
2.22847,8.885039561089039e-17
2.22872,8.88457633763733e-17
2.22897,8.779756623047418e-17
2.22921,8.673269719397921e-17
2.22946,8.687468317283723e-17
2.22971,8.717079009231229e-17
2.22995,8.728161570334998e-17
2.2302,8.784542378188645e-17
2.23045,8.910615802257145e-17
2.23069,9.07857878841606e-17
2.23094,9.196905178768427e-17
2.23119,9.13849192449448e-17
2.23143,8.86931150764019e-17
2.23168,8.742860168154425e-17
2.23193,8.868070279071048e-17
2.23217,9.01795447106796e-17
2.23242,9.124724515512318e-17
2.23267,9.15333969565122e-17
2.23291,9.032490868195869e-17
2.23316,8.881942837959851e-17
2.23341,8.866939211811557e-17
2.23365,8.84449086994049e-17
2.2339,8.773906957964223e-17
2.23415,8.790595771318099e-17
2.23439,8.881288542375422e-17
2.23464,8.959237307647388e-17
2.23489,8.894541790148958e-17
2.23513,8.72503681108959e-17
2.23538,8.586780821249196e-17
2.23563,8.496086716977583e-17
2.23587,8.45827240254905e-17
2.23612,8.489552071786505e-17
2.23637,8.559151194482734e-17
2.23661,8.63715168376753e-17
2.23686,8.749198704563625e-17
2.23711,8.84889774103023e-17
2.23735,8.867226362617062e-17
2.2376,8.914306089355071e-17
2.23785,9.032412389896349e-17
2.23809,9.113071141062107e-17
2.23834,9.109663040310053e-17
2.23859,9.02784926745238e-17
2.23883,8.92531055290386e-17
2.23908,8.889384904849369e-17
2.23932,8.992351096128419e-17
2.23957,9.181871010229623e-17
2.23982,9.346494345511056e-17
2.24006,9.353183469157808e-17
2.24031,9.281768415645012e-17
2.24056,9.253400843106786e-17
2.2408,9.177471161247995e-17
2.24105,9.068970001302402e-17
2.2413,9.0294593013156e-17
2.24154,9.002698787931235e-17
2.24179,8.880771458170777e-17
2.24204,8.539603049510634e-17
2.24228,8.336217897739853e-17
2.24253,8.62362422038303e-17
2.24278,8.924857520568644e-17
2.24302,9.025030245175531e-17
2.24327,9.075192654395998e-17
2.24352,9.012878786866303e-17
2.24376,8.830105769542183e-17
2.24401,8.69929877779409e-17
2.24426,8.681077748663074e-17
2.2445,8.748565100926326e-17
2.24475,8.815118233901599e-17
2.245,8.885086040053029e-17
2.24524,9.055070878211327e-17
2.24549,9.226259179753398e-17
2.24574,9.285550400452659e-17
2.24598,9.221494416867444e-17
2.24623,9.116004758089032e-17
2.24648,9.061845307193449e-17
2.24672,8.947728773843361e-17
2.24697,8.796680490358509e-17
2.24722,8.805020394178141e-17
2.24746,8.799800073371687e-17
2.24771,8.658858159132301e-17
2.24796,8.676815435313088e-17
2.2482,8.803784680269203e-17
2.24845,8.81366059235156e-17
2.2487,8.842563565045871e-17
2.24894,8.917155048621064e-17
2.24919,8.855925469667574e-17
2.24944,8.754379543389393e-17
2.24968,8.73153885926917e-17
2.24993,8.698449684952708e-17
2.25017,8.634514267933934e-17
2.25042,8.593214217134595e-17
2.25067,8.732397741242205e-17
2.25091,9.01791068876014e-17
2.25116,9.138292967433597e-17
2.25141,9.064464664389752e-17
2.25165,8.91122362449211e-17
2.2519,8.814077328096659e-17
2.25215,8.836457882103506e-17
2.25239,8.946594711973858e-17
2.25264,8.973827937473105e-17
2.25289,8.868518833915117e-17
2.25313,8.815790258110783e-17
2.25338,8.836757406440822e-17
2.25363,8.866616782199037e-17
2.25387,8.830470782684837e-17
2.25412,8.720509369917317e-17
2.25437,8.594231880351585e-17
2.25461,8.488716474982856e-17
2.25486,8.436203252570213e-17
2.25511,8.456253040458297e-17
2.25535,8.621366199121835e-17
2.2556,8.914795068896878e-17
2.25585,8.939922616682845e-17
2.25609,8.687553731488046e-17
2.25634,8.536305324181795e-17
2.25659,8.570576939246564e-17
2.25683,8.750039306173939e-17
2.25708,8.982080986402364e-17
2.25733,9.015814402963672e-17
2.25757,8.694811738343433e-17
2.25782,8.43992246618317e-17
2.25807,8.471458449849992e-17
2.25831,8.673955461437588e-17
2.25856,8.917368895831444e-17
2.25881,9.071432769968226e-17
2.25905,9.044414799182263e-17
2.2593,8.94696371283766e-17
2.25955,8.946638278612096e-17
2.25979,8.946910799705988e-17
2.26004,8.888177067258144e-17
2.26029,8.810350146009858e-17
2.26053,8.784097890091715e-17
2.26078,8.836679390673424e-17
2.26103,8.874412632663697e-17
2.26127,8.860152959267631e-17
2.26152,8.811971159948399e-17
2.26176,8.790381795912416e-17
2.26201,8.804695403670233e-17
2.26226,8.791417367084474e-17
2.2625,8.76992210863126e-17
2.26275,8.783750046746723e-17
2.263,8.872868527623257e-17
2.26324,8.901738728049655e-17
2.26349,8.699780045458472e-17
2.26374,8.531700586892022e-17
2.26398,8.556841277620813e-17
2.26423,8.649483318234964e-17
2.26448,8.710624806430548e-17
2.26472,8.684189707203638e-17
2.26497,8.597286869669272e-17
2.26522,8.541434602288073e-17
2.26546,8.618165480976189e-17
2.26571,8.828800404769429e-17
2.26596,9.028430601055875e-17
2.2662,8.927098317185971e-17
2.26645,8.726756618110932e-17
2.2667,8.747147811262625e-17
2.26694,8.988046963991068e-17
2.26719,9.222297024074766e-17
2.26744,9.148129475659891e-17
2.26768,9.03982446593712e-17
2.26793,9.065585884839509e-17
2.26818,8.952572809472876e-17
2.26842,8.830001295029288e-17
2.26867,8.89602353853582e-17
2.26892,8.930411958015787e-17
2.26916,8.825799235233909e-17
2.26941,8.646296585503241e-17
2.26966,8.549962456263603e-17
2.2699,8.596463088342254e-17
2.27015,8.610564112653037e-17
2.2704,8.596671945712293e-17
2.27064,8.634293046424524e-17
2.27089,8.697139951859426e-17
2.27114,8.750810850044252e-17
2.27138,8.76859851999621e-17
2.27163,8.709248096253566e-17
2.27188,8.59061281292031e-17
2.27212,8.548271846257137e-17
2.27237,8.54936023320646e-17
2.27261,8.501734887287264e-17
2.27286,8.511409985156046e-17
2.27311,8.588937974821975e-17
2.27335,8.616050343181746e-17
2.2736,8.684044198546587e-17
2.27385,8.835888141379184e-17
2.27409,8.858621427820763e-17
2.27434,8.77904711049102e-17
2.27459,8.768921057357726e-17
2.27483,8.921286160381321e-17
2.27508,9.164289688821823e-17
2.27533,9.261112964162771e-17
2.27557,9.11163277220133e-17
2.27582,8.780595756742292e-17
2.27607,8.564448730008155e-17
2.27631,8.520015864183657e-17
2.27656,8.516573616026013e-17
2.27681,8.451123615523568e-17
2.27705,8.372992723141427e-17
2.2773,8.513931575338376e-17
2.27755,8.715645160833767e-17
2.27779,8.766404550133426e-17
2.27804,8.752293945670101e-17
2.27829,8.715894512570112e-17
2.27853,8.650014039791247e-17
2.27878,8.539245313009524e-17
2.27903,8.425736405032453e-17
2.27927,8.432032873196671e-17
2.27952,8.486271718398777e-17
2.27977,8.476505187356804e-17
2.28001,8.432335447521508e-17
2.28026,8.412349284733292e-17
2.28051,8.468775593042726e-17
2.28075,8.528900429360117e-17
2.281,8.57181646078418e-17
2.28125,8.710159713814698e-17
2.28149,8.897123245422625e-17
2.28174,9.015279574547541e-17
2.28199,8.972000805368923e-17
2.28223,8.817813129923747e-17
2.28248,8.714603180167847e-17
2.28273,8.708071681125355e-17
2.28297,8.751235662446679e-17
2.28322,8.705138904967651e-17
2.28346,8.584050888843762e-17
2.28371,8.474339372836213e-17
2.28396,8.390566116092686e-17
2.2842,8.350555489860284e-17
2.28445,8.3786424560762e-17
2.2847,8.547943190458549e-17
2.28494,8.822362494000181e-17
2.28519,8.946639673886743e-17
2.28544,8.865167650171359e-17
2.28568,8.684385491944748e-17
2.28593,8.617451234004908e-17
2.28618,8.718829424963995e-17
2.28642,8.840431227555755e-17
2.28667,8.88816001881036e-17
2.28692,8.83910638607192e-17
2.28716,8.77394068797447e-17
2.28741,8.800497714592152e-17
2.28766,8.978788430717528e-17
2.2879,9.15951067229175e-17
2.28815,9.217918720122829e-17
2.2884,9.130676743435509e-17
2.28864,9.018453945068592e-17
2.28889,8.966393601246441e-17
2.28914,8.825476416886375e-17
2.28938,8.691672474080638e-17
2.28963,8.766042707861957e-17
2.28988,8.887825446874941e-17
2.29012,8.962766954183558e-17
2.29037,9.080796082869821e-17
2.29062,9.147949697821183e-17
2.29086,9.068591803948289e-17
2.29111,8.928830184702034e-17
2.29136,8.728207066149978e-17
2.2916,8.442481765576494e-17
2.29185,8.354587546303118e-17
2.2921,8.571478294251169e-17
2.29234,8.849755017863702e-17
2.29259,8.918198680447414e-17
2.29284,8.625684400031489e-17
2.29308,8.148458116853111e-17
2.29333,7.699418993445009e-17
2.29358,7.443715014548031e-17
2.29382,7.41211534235238e-17
2.29407,7.500739617318144e-17
2.29432,7.484034443580526e-17
2.29456,7.423200587280712e-17
2.29481,7.455210877127331e-17
2.29505,7.488339895937749e-17
2.2953,7.475697010604741e-17
2.29555,7.438652285735422e-17
2.29579,7.471296575436087e-17
2.29604,7.545963913771403e-17
2.29629,7.387027427294135e-17
2.29653,7.267257063008427e-17
2.29678,7.544639145198246e-17
2.29703,7.880954706992677e-17
2.29727,8.055672981736468e-17
2.29752,8.081603128296598e-17
2.29777,7.932913748743027e-17
2.29801,7.689395324292982e-17
2.29826,7.613799940394797e-17
2.29851,7.655378848289462e-17
2.29875,7.643615043406779e-17
2.299,7.701613152227073e-17
2.29925,7.83391613217755e-17
2.29949,7.890300345289052e-17
2.29974,7.937210676126455e-17
2.29999,8.040077944983147e-17
2.30023,8.115685724056884e-17
2.30048,8.122448959451326e-17
2.30073,8.064654042915692e-17
2.30097,8.001464697370292e-17
2.30122,7.967101239480424e-17
2.30147,7.950406108821456e-17
2.30171,7.970330808613978e-17
2.30196,8.051677585091303e-17
2.30221,8.218921979293973e-17
2.30245,8.38337437760704e-17
2.3027,8.416667731372487e-17
2.30295,8.329553139732267e-17
2.30319,8.225239005333036e-17
2.30344,8.262934611609808e-17
2.30369,8.294202072702931e-17
2.30393,8.167154693196875e-17
2.30418,8.03842230670513e-17
2.30443,7.999819604817559e-17
2.30467,8.050837188731991e-17
2.30492,8.109315555193081e-17
2.30517,8.059443693388735e-17
2.30541,7.791268865090631e-17
2.30566,7.645721394923048e-17
2.3059,7.904237732080265e-17
2.30615,8.145681283732673e-17
2.3064,8.220773695458746e-17
2.30664,8.257524252263525e-17
2.30689,8.283813707876204e-17
2.30714,8.29336385153774e-17
2.30738,8.249099119696609e-17
2.30763,8.192822071497005e-17
2.30788,8.204979788770213e-17
2.30812,8.396710356407021e-17
2.30837,8.598519853543175e-17
2.30862,8.475125314603853e-17
2.30886,8.225926808092018e-17
2.30911,8.080645806454993e-17
2.30936,8.050222576321026e-17
2.3096,8.026444065222533e-17
2.30985,7.926554760707159e-17
2.3101,8.012012477848667e-17
2.31034,8.191630618131035e-17
2.31059,8.062068567205702e-17
2.31084,7.81717720186123e-17
2.31108,7.698560749323956e-17
2.31133,7.681990510589861e-17
2.31158,7.757958413764928e-17
2.31182,7.897393018415404e-17
2.31207,7.989568667746966e-17
2.31232,7.997867682400632e-17
2.31256,7.980684208643796e-17
2.31281,8.024884884875848e-17
2.31306,8.12972440769608e-17
2.3133,8.101498632381804e-17
2.31355,7.949376234404802e-17
2.3138,7.818295788792255e-17
2.31404,7.888903455719434e-17
2.31429,8.044143496646894e-17
2.31454,7.87142219145257e-17
2.31478,7.571921169968922e-17
2.31503,7.485447842595553e-17
2.31528,7.750924525983693e-17
2.31552,8.115622203946087e-17
2.31577,8.176903043848965e-17
2.31602,7.999068851309716e-17
2.31626,7.806719935559871e-17
2.31651,7.858870071535094e-17
2.31675,8.063876951930236e-17
2.317,8.19486341081932e-17
2.31725,8.073928240304259e-17
2.31749,7.808709153234742e-17
2.31774,7.686512024408512e-17
2.31799,7.855614857255975e-17
2.31823,8.221493852855028e-17
2.31848,8.424805851291215e-17
2.31873,8.394469806951347e-17
2.31897,8.215758447622896e-17
2.31922,7.981680823216683e-17
2.31947,7.904419764232655e-17
2.31971,8.165908934924862e-17
2.31996,8.357955260659627e-17
2.32021,8.208438430666966e-17
2.32045,7.898982305926111e-17
2.3207,7.681440353145636e-17
2.32095,7.735039777712595e-17
2.32119,7.954799010064779e-17
2.32144,8.12360129999123e-17
2.32169,8.024063839824408e-17
2.32193,7.752914185538526e-17
2.32218,7.451268622959283e-17
2.32243,7.155326043565028e-17
2.32267,7.020884273112536e-17
2.32292,7.13962023484144e-17
2.32317,7.234303193968068e-17
2.32341,7.210187086082707e-17
2.32366,7.19968399451185e-17
2.32391,7.289286189065839e-17
2.32415,7.477542415094212e-17
2.3244,7.626937038346046e-17
2.32465,7.650516928964407e-17
2.32489,7.557430813900806e-17
2.32514,7.573645250291393e-17
2.32539,7.715662420729058e-17
2.32563,7.762794072487722e-17
2.32588,7.783055135451205e-17
2.32613,7.829581474854149e-17
2.32637,7.747149709168556e-17
2.32662,7.549633007032926e-17
2.32687,7.382022479995288e-17
2.32711,7.531646568331057e-17
2.32736,7.867199852564969e-17
2.32761,7.821080995551758e-17
2.32785,7.611551594549144e-17
2.3281,7.543873072848644e-17
2.32834,7.457547728717754e-17
2.32859,7.446928406892172e-17
2.32884,7.685319123795573e-17
2.32908,7.941614507272979e-17
2.32933,8.032434957024641e-17
2.32958,7.955018438160875e-17
2.32982,7.706119241269814e-17
2.33007,7.377478308376764e-17
2.33032,7.260162525496075e-17
2.33056,7.3322414227182e-17
2.33081,7.376796704997561e-17
2.33106,7.447622852249372e-17
2.3313,7.576696695642155e-17
2.33155,7.693081006549693e-17
2.3318,7.808715666376707e-17
2.33204,7.9169088191034e-17
2.33229,7.866513471819044e-17
2.33254,7.707377122177316e-17
2.33278,7.630796036543236e-17
2.33303,7.71931527198551e-17
2.33328,7.866279111110727e-17
2.33352,7.747991444555796e-17
2.33377,7.560980059478102e-17
2.33402,7.612087617467848e-17
2.33426,7.811571772369409e-17
2.33451,7.995359684179555e-17
2.33476,8.008883317550197e-17
2.335,7.884027296818688e-17
2.33525,7.718767744642824e-17
2.3355,7.605133454010663e-17
2.33574,7.671794269640283e-17
2.33599,7.941903167743518e-17
2.33624,8.089758691763816e-17
2.33648,7.990935965483978e-17
2.33673,7.77472380327068e-17
2.33698,7.579708701040446e-17
2.33722,7.501224817080867e-17
2.33747,7.527812747271213e-17
2.33772,7.660898164240836e-17
2.33796,7.8818258570187e-17
2.33821,8.108494725630015e-17
2.33846,8.187211999217689e-17
2.3387,7.957261476043564e-17
2.33895,7.619767147090795e-17
2.33919,7.418101607012223e-17
2.33944,7.424990074975997e-17
2.33969,7.538927726475981e-17
2.33993,7.602541101350137e-17
2.34018,7.65483456543148e-17
2.34043,7.746123598750523e-17
2.34067,7.886874107671282e-17
2.34092,7.911215686798161e-17
2.34117,7.71916395354816e-17
2.34141,7.470439952020523e-17
2.34166,7.382442862034354e-17
2.34191,7.598921888833336e-17
2.34215,7.900084729293266e-17
2.3424,8.080732663403422e-17
2.34265,8.079206318351435e-17
2.34289,7.951428192222257e-17
2.34314,7.797509500609178e-17
2.34339,7.66994846346852e-17
2.34363,7.658220356008756e-17
2.34388,7.810946318517665e-17
2.34413,7.878702533614916e-17
2.34437,7.745350117375243e-17
2.34462,7.569853333856566e-17
2.34487,7.402810687145201e-17
2.34511,7.289026949794806e-17
2.34536,7.367595878192403e-17
2.34561,7.624713567544574e-17
2.34585,7.917368672856781e-17
2.3461,8.106384770142444e-17
2.34635,8.090892589778455e-17
2.34659,7.840711655738906e-17
2.34684,7.611995979457424e-17
2.34709,7.643104094167153e-17
2.34733,7.761027190159619e-17
2.34758,7.846516825836127e-17
2.34783,7.886339171747213e-17
2.34807,7.967459641921206e-17
2.34832,8.11806752773605e-17
2.34857,8.219628747225608e-17
2.34881,8.235020602732549e-17
2.34906,8.14691702418331e-17
2.34931,7.81376780362436e-17
2.34955,7.459132925931913e-17
2.3498,7.543431613533378e-17
2.35005,7.830427250118603e-17
2.35029,7.996620318848591e-17
2.35054,7.954365282063705e-17
2.35078,7.798944414461302e-17
2.35103,7.689833081832583e-17
2.35128,7.625641031370542e-17
2.35152,7.584425641584187e-17
2.35177,7.54864789734175e-17
2.35202,7.606824707606321e-17
2.35226,7.707277269558823e-17
2.35251,7.45829423497027e-17
2.35276,7.155726772537123e-17
2.353,7.28904586194423e-17
2.35325,7.521899580365353e-17
2.3535,7.558417740951963e-17
2.35374,7.348785628979736e-17
2.35399,7.183216199495558e-17
2.35424,7.296521234478299e-17
2.35448,7.526451806505847e-17
2.35473,7.732144042095031e-17
2.35498,7.835705053429276e-17
2.35522,7.919998191813924e-17
2.35547,7.944568618694217e-17
2.35572,7.709884327461698e-17
2.35596,7.422484650803532e-17
2.35621,7.329625770983403e-17
2.35646,7.40681990464688e-17
2.3567,7.594778121433454e-17
2.35695,7.799393453223474e-17
2.3572,7.81343589313234e-17
2.35744,7.611903595811106e-17
2.35769,7.427050772668048e-17
2.35794,7.367315308816568e-17
2.35818,7.420995521826102e-17
2.35843,7.4128463900065e-17
2.35868,7.34748720609792e-17
2.35892,7.355767495495267e-17
2.35917,7.382342393438934e-17
2.35942,7.423269041847876e-17
2.35966,7.599745183619074e-17
2.35991,7.693434399906002e-17
2.36016,7.52011742350703e-17
2.3604,7.412089285709261e-17
2.36065,7.4381931466311e-17
2.3609,7.42815713208698e-17
2.36114,7.416398941845527e-17
2.36139,7.458130578250115e-17
2.36163,7.567455682656038e-17
2.36188,7.670436382987242e-17
2.36213,7.68168199715341e-17
2.36237,7.615571660042856e-17
2.36262,7.508890461682111e-17
2.36287,7.407365616968074e-17
2.36311,7.365592703333568e-17
2.36336,7.41970049010388e-17
2.36361,7.575618476090784e-17
2.36385,7.712144968996532e-17
2.3641,7.720701176445233e-17
2.36435,7.766456888195766e-17
2.36459,7.855496029143755e-17
2.36484,7.820701389965992e-17
2.36509,7.706957200216983e-17
2.36533,7.612149139097852e-17
2.36558,7.608622775849682e-17
2.36583,7.644289837055255e-17
2.36607,7.629110367952417e-17
2.36632,7.618873519379347e-17
2.36657,7.638879651915635e-17
2.36681,7.654403138211189e-17
2.36706,7.62934068948812e-17
2.36731,7.535133372514865e-17
2.36755,7.3543514872066e-17
2.3678,7.218824832278375e-17
2.36805,7.286389950003803e-17
2.36829,7.467522145794933e-17
2.36854,7.637105080968691e-17
2.36879,7.705438061621263e-17
2.36903,7.693139647758824e-17
2.36928,7.665625158164576e-17
2.36953,7.682088223703367e-17
2.36977,7.684829692645522e-17
2.37002,7.577417044114291e-17
2.37027,7.446468589038674e-17
2.37051,7.405951391707414e-17
2.37076,7.534550881220419e-17
2.37101,7.735646008502823e-17
2.37125,7.871038500667149e-17
2.3715,7.88308027674671e-17
2.37175,7.870749888076725e-17
2.37199,7.986772132900968e-17
2.37224,8.087690745096459e-17
2.37248,8.039175478787248e-17
2.37273,7.831505197326082e-17
2.37298,7.686297925360181e-17
2.37322,7.774946264069365e-17
2.37347,7.847730377615462e-17
2.37372,7.816756581777319e-17
2.37396,7.766245103555814e-17
2.37421,7.777040058594368e-17
2.37446,7.824254842024909e-17
2.3747,7.720673183612799e-17
2.37495,7.547154003611603e-17
2.3752,7.46434452325699e-17
2.37544,7.47101939010294e-17
2.37569,7.516866765845579e-17
2.37594,7.528530432077506e-17
2.37618,7.432364623869957e-17
2.37643,7.263298163931515e-17
2.37668,7.217144163438672e-17
2.37692,7.39386327716053e-17
2.37717,7.752676877229309e-17
2.37742,8.026357341263414e-17
2.37766,8.013306731283366e-17
2.37791,7.673948934148726e-17
2.37816,7.245851287838505e-17
2.3784,7.007929378273275e-17
2.37865,7.122873294266874e-17
2.3789,7.393016085055932e-17
2.37914,7.511020728510514e-17
2.37939,7.538821742004396e-17
2.37964,7.555466518358021e-17
2.37988,7.586253030298974e-17
2.38013,7.69532368933433e-17
2.38038,7.801497778509693e-17
