CENTRALWAVELNG,FLAM
1.04927,3.729606715945e-17
1.04952,4.094560579070073e-17
1.04976,3.14615057994661e-17
1.05001,3.080461068070178e-17
1.05026,3.607039642685958e-17
1.0505,3.2717763909589156e-17
1.05075,2.58055004576429e-17
1.05099,2.7250610465937954e-17
1.05124,2.899792761710841e-17
1.05149,3.3644942398001284e-17
1.05173,2.9602700797613733e-17
1.05198,3.016929003069701e-17
1.05223,3.711431287854154e-17
1.05247,3.852864296298203e-17
1.05272,3.214084721921296e-17
1.05297,2.81962524337084e-17
1.05321,3.249475233095896e-17
1.05346,3.423290879021979e-17
1.05371,3.415705172351548e-17
1.05395,3.174443812808995e-17
1.0542,2.4884390274266215e-17
1.05445,2.2740291787791797e-17
1.05469,2.532986679554386e-17
1.05494,2.3019413306593423e-17
1.05519,2.1109902312753333e-17
1.05543,2.4544826592109666e-17
1.05568,2.861430880434863e-17
1.05593,2.7403472772309964e-17
1.05617,2.2742184398290196e-17
1.05642,1.997197954327388e-17
1.05667,2.3487187413983447e-17
1.05691,2.9745238359560657e-17
1.05716,3.199896278131968e-17
1.05741,2.8705702802768574e-17
1.05765,2.9881114803693474e-17
1.0579,2.834438618196699e-17
1.05815,2.1792755822653832e-17
1.05839,2.3108958984632758e-17
1.05864,2.878619078517038e-17
1.05889,2.869446813690212e-17
1.05913,2.6915925832107257e-17
1.05938,2.446689804483353e-17
1.05963,2.924483168597334e-17
1.05987,2.7566981254348545e-17
1.06012,2.5836336070757378e-17
1.06037,2.6245985601153946e-17
1.06061,1.8730063376059543e-17
1.06086,2.6092932086587962e-17
1.06111,2.4454166222572527e-17
1.06135,2.1331099263764378e-17
1.0616,2.7211652149570345e-17
1.06184,2.4523509453971582e-17
1.06209,2.78046488510028e-17
1.06234,3.002071745611336e-17
1.06258,3.026221943733161e-17
1.06283,2.6913623747260354e-17
1.06308,2.3711487809462754e-17
1.06332,2.935312051291477e-17
1.06357,3.250078751632045e-17
1.06382,3.0693557071660515e-17
1.06406,3.0904453582982634e-17
1.06431,2.5166066690945236e-17
1.06456,1.684003910729767e-17
1.0648,2.448938040377231e-17
1.06505,2.524567132783521e-17
1.0653,2.156399313621863e-17
1.06554,2.9087272883199655e-17
1.06579,2.88269663021844e-17
1.06604,2.2863846927369928e-17
1.06628,2.354180022235258e-17
1.06653,2.670307069746686e-17
1.06678,2.8871075371794445e-17
1.06702,2.908874269338793e-17
1.06727,3.0542579638371484e-17
1.06752,3.086844438171135e-17
1.06776,2.887166360437663e-17
1.06801,2.6279278725145568e-17
1.06826,2.6262158417405882e-17
1.0685,2.425479639918901e-17
1.06875,2.6134092272648153e-17
1.069,3.359671944763809e-17
1.06924,3.3460081329773864e-17
1.06949,3.250615224972127e-17
1.06974,3.5457846886202663e-17
1.06998,3.2245645863885375e-17
1.07023,2.989408680010735e-17
1.07048,2.265230169288217e-17
1.07072,2.7930013374352426e-17
1.07097,2.6189722350335405e-17
1.07122,2.365284343573879e-17
1.07146,2.473563089409596e-17
1.07171,2.582221174057312e-17
1.07196,2.8463343240822345e-17
1.0722,3.0254371526234524e-17
1.07245,2.2997674493292762e-17
1.07269,2.3861152744890802e-17
1.07294,2.964059901946178e-17
1.07319,2.842130547919984e-17
1.07343,2.4073815041766514e-17
1.07368,2.442162065750606e-17
1.07393,3.138512306705348e-17
1.07417,3.64393914659797e-17
1.07442,4.042128636509763e-17
1.07467,3.546967383954595e-17
1.07491,3.1268674801768473e-17
1.07516,2.9106481978837347e-17
1.07541,3.373275733144872e-17
1.07565,3.280835587838931e-17
1.0759,2.866739173680256e-17
1.07615,2.7449844330197278e-17
1.07639,2.863734932717558e-17
1.07664,2.855165883270886e-17
1.07689,3.344952679890964e-17
1.07713,3.573304180659674e-17
1.07738,3.7877263649545366e-17
1.07763,3.233742650342624e-17
1.07787,2.7658978009423192e-17
1.07812,3.643344596285049e-17
1.07837,3.8219722970897916e-17
1.07861,3.4050168862365317e-17
1.07886,3.5908633642574186e-17
1.07911,3.237077228998236e-17
1.07935,2.5280385529654058e-17
1.0796,2.913880297510177e-17
1.07985,3.171087624886306e-17
1.08009,2.9459745781185725e-17
1.08034,3.5192939267398484e-17
1.08059,3.366173654068123e-17
1.08083,2.6250150781575817e-17
1.08108,2.3914440486019236e-17
1.08133,2.7507570908491547e-17
1.08157,2.2173486471767107e-17
1.08182,2.4575402004780027e-17
1.08207,2.3743746672601278e-17
1.08231,2.0588797176269123e-17
1.08256,3.095201765710754e-17
1.08281,3.9568233893876746e-17
1.08305,4.212284585324932e-17
1.0833,5.511168302853149e-17
1.08355,5.751805322986541e-17
1.08379,4.4022474446194693e-17
1.08404,3.497912749505163e-17
1.08428,2.720532194685821e-17
1.08453,2.688741873323963e-17
1.08478,2.7244205780718275e-17
1.08502,2.943593957409688e-17
1.08527,2.7771723331705596e-17
1.08552,3.197829218963247e-17
1.08576,3.137606171608172e-17
1.08601,2.8332477774227477e-17
1.08626,3.2015043469897907e-17
1.0865,3.5488655681700444e-17
1.08675,3.662161461667183e-17
1.087,3.307896787689455e-17
1.08724,3.2772888450456496e-17
1.08749,3.480662359696145e-17
1.08774,3.705723464201328e-17
1.08798,3.79002449002204e-17
1.08823,3.157718254170972e-17
1.08848,3.368951956710538e-17
1.08872,3.621284419171423e-17
1.08897,3.465719228641204e-17
1.08922,4.2125180219436765e-17
1.08946,3.859688232150959e-17
1.08971,3.401006131869369e-17
1.08996,3.16014069368084e-17
1.0902,3.5021155389843364e-17
1.09045,3.5442002413317714e-17
1.0907,3.1408956862514426e-17
1.09094,3.613024589069527e-17
1.09119,3.354182456076245e-17
1.09144,3.308730025802902e-17
1.09168,3.7102092466818305e-17
1.09193,3.5338046539537996e-17
1.09218,3.3180823892578095e-17
1.09242,2.73420144916974e-17
1.09267,2.541704209584956e-17
1.09292,3.180614851470556e-17
1.09316,3.3562948053659884e-17
1.09341,2.9758128260589523e-17
1.09366,3.2102891072555813e-17
1.0939,4.654404992359167e-17
1.09415,5.461740875477822e-17
1.0944,5.1171520640079784e-17
1.09464,3.5619719875687583e-17
1.09489,3.3447322401795287e-17
1.09513,3.2437086052703346e-17
1.09538,3.489484530919588e-17
1.09563,3.310229380633926e-17
1.09587,3.05823663514293e-17
1.09612,2.7210347640378927e-17
1.09637,3.3011076413492516e-17
1.09661,3.163679419690357e-17
1.09686,2.6005458221806364e-17
1.09711,2.64289806118981e-17
1.09735,2.7964270224058644e-17
1.0976,2.4478306769732434e-17
1.09785,2.8729052694190393e-17
1.09809,3.4265459867919396e-17
1.09834,2.932383120350421e-17
1.09859,2.541786919454695e-17
1.09883,2.727619585826603e-17
1.09908,3.167908931051397e-17
1.09933,2.6870941425823512e-17
1.09957,2.9812301589663787e-17
1.09982,3.278844660987999e-17
1.10007,3.120903160450679e-17
1.10031,3.069560431390818e-17
1.10056,3.114272581441143e-17
1.10081,3.427421530622174e-17
1.10105,2.899153417963471e-17
1.1013,3.04685037433939e-17
1.10155,3.2995395983137055e-17
1.10179,3.480531271869838e-17
1.10204,3.462484055143028e-17
1.10229,3.235010719191757e-17
1.10253,3.005715682157401e-17
1.10278,3.05077482119898e-17
1.10303,3.3228532299387586e-17
1.10327,3.0666804974309595e-17
1.10352,3.0333717075215826e-17
1.10377,3.3999983848886704e-17
1.10401,3.417921202389631e-17
1.10426,3.05287934784681e-17
1.10451,2.940139326884941e-17
1.10475,3.5459203361577404e-17
1.105,3.392493490819653e-17
1.10525,3.317630402162967e-17
1.10549,3.540979783070347e-17
1.10574,2.998312314833299e-17
1.10598,2.742406334039484e-17
1.10623,2.941054820340831e-17
1.10648,3.151027780668469e-17
1.10672,3.427796182402959e-17
1.10697,3.3997115427193966e-17
1.10722,3.8157373414981354e-17
1.10746,3.447867401442115e-17
1.10771,3.215972302109614e-17
1.10796,3.573769811148922e-17
1.1082,3.707440379861655e-17
1.10845,3.839466624965945e-17
1.1087,4.107679003070773e-17
1.10894,3.6060553305940976e-17
1.10919,3.793325675997829e-17
1.10944,3.999601395720296e-17
1.10968,4.063593075156835e-17
1.10993,3.6728529752006704e-17
1.11018,3.150082281105205e-17
1.11042,3.603355210422602e-17
1.11067,3.051587038387874e-17
1.11092,2.831322429933784e-17
1.11116,2.5339212783902303e-17
1.11141,2.6753850969454207e-17
1.11166,3.076270864433788e-17
1.1119,3.0410909704952506e-17
1.11215,3.3387820440136206e-17
1.1124,3.8917724714462344e-17
1.11264,3.789932851399303e-17
1.11289,3.339648757204749e-17
1.11314,3.424339150579423e-17
1.11338,3.740784909162078e-17
1.11363,3.376096309925101e-17
1.11388,2.5559385759197735e-17
1.11412,3.075413823958353e-17
1.11437,2.9378943280028605e-17
1.11462,2.7193329064144836e-17
1.11486,3.245320720486088e-17
1.11511,3.56728241813006e-17
1.11536,3.1884181507672773e-17
1.1156,3.096490716572936e-17
1.11585,2.7950594322770346e-17
1.1161,2.5931004652805867e-17
1.11634,2.7715098222898876e-17
1.11659,2.6865234589084312e-17
1.11684,2.7261687487076948e-17
1.11708,2.9540139362913845e-17
1.11733,2.997580878372392e-17
1.11757,2.798198751514717e-17
1.11782,3.058333323386581e-17
1.11807,3.403587199339246e-17
1.11831,2.951811381260733e-17
1.11856,2.5527508895309483e-17
1.11881,2.6985065577175754e-17
1.11905,3.087697094324512e-17
1.1193,3.312484602897836e-17
1.11955,2.99013817146105e-17
1.11979,3.338645658111789e-17
1.12004,3.198872411772619e-17
1.12029,2.529731491252235e-17
1.12053,2.4164984678839448e-17
1.12078,3.274589574872371e-17
1.12103,3.6276577718209176e-17
1.12127,3.4222825567861185e-17
1.12152,3.506231397237082e-17
1.12177,3.349646408624694e-17
1.12201,3.52235575373638e-17
1.12226,3.592085758622862e-17
1.12251,3.700944008188562e-17
1.12275,3.426920449547988e-17
1.123,3.056005078289937e-17
1.12325,3.879066469661705e-17
1.12349,3.8155529224016174e-17
1.12374,3.4640277972656704e-17
1.12399,3.014777087211548e-17
1.12423,2.717082134906814e-17
1.12448,3.1813146194181644e-17
1.12473,3.805831431306469e-17
1.12497,3.615131577491615e-17
1.12522,2.616492903628933e-17
1.12547,2.696050580831655e-17
1.12571,3.8952111156558586e-17
1.12596,4.1180150632247705e-17
1.12621,3.7297748871270726e-17
1.12645,3.654615237751103e-17
1.1267,3.671122433699342e-17
1.12695,3.8065144849849227e-17
1.12719,3.843496797483784e-17
1.12744,3.88844189150669e-17
1.12769,3.4977620001294435e-17
1.12793,3.183684147464839e-17
1.12818,3.381861362035254e-17
1.12843,3.735288204648087e-17
1.12867,4.3031539701251423e-17
1.12892,3.60197174257526e-17
1.12916,2.8642432093504205e-17
1.12941,3.159298171550826e-17
1.12966,3.604038562306347e-17
1.1299,3.136627389523576e-17
1.13015,3.106634044199678e-17
1.1304,3.3390516121942124e-17
1.13064,3.1529624401065225e-17
1.13089,2.4835067569035388e-17
1.13114,2.6697193395264897e-17
1.13138,3.227913151226848e-17
1.13163,3.0691018154213104e-17
1.13188,2.9934011991613356e-17
1.13212,3.200185872914926e-17
1.13237,3.187665396029885e-17
1.13262,2.984661378289446e-17
1.13286,2.758651635515818e-17
1.13311,2.879268104487944e-17
1.13336,3.2950472971130744e-17
1.1336,2.6881518898733982e-17
1.13385,2.3407291846705626e-17
1.1341,2.6447104946608616e-17
1.13434,2.9450395598996574e-17
1.13459,3.007327276522195e-17
1.13484,2.4902266885171067e-17
1.13508,3.081625232983785e-17
1.13533,3.3539197436179404e-17
1.13558,3.725191381738542e-17
1.13582,2.9465254351081354e-17
1.13607,3.0985175984557536e-17
1.13632,3.228067510285863e-17
1.13656,3.405336652177703e-17
1.13681,3.1871963860800357e-17
1.13706,3.022587288429599e-17
1.1373,3.101858008402676e-17
1.13755,2.93899418077401e-17
1.1378,3.340148179956313e-17
1.13804,3.523306733912774e-17
1.13829,3.193437483282979e-17
1.13854,3.107923754642454e-17
1.13878,3.507851110959814e-17
1.13903,3.7241091423304214e-17
1.13928,3.720342080837362e-17
1.13952,2.817589187588178e-17
1.13977,3.2513030855566195e-17
1.14001,3.784053196429733e-17
1.14026,3.8247304954438886e-17
1.14051,2.8707964388146316e-17
1.14075,2.3973659430228718e-17
1.141,2.7167161119493153e-17
1.14125,3.136218557460794e-17
1.14149,3.345002829450744e-17
1.14174,3.524290470186613e-17
1.14199,3.966608015614348e-17
1.14223,3.9102917136437935e-17
1.14248,3.347403788241274e-17
1.14273,3.4750832471458996e-17
1.14297,3.630290025350592e-17
1.14322,3.3347053442467755e-17
1.14347,3.411296705159928e-17
1.14371,3.678061443140251e-17
1.14396,3.5315294360101434e-17
1.14421,3.306047479336321e-17
1.14445,3.2711814141558653e-17
1.1447,3.218343424018471e-17
1.14495,3.459714870875326e-17
1.14519,3.892096500685752e-17
1.14544,3.511820763163553e-17
1.14569,3.128571625282655e-17
1.14593,3.042083930840664e-17
1.14618,3.655846714451188e-17
1.14643,4.131100752733925e-17
1.14667,3.434572849292781e-17
1.14692,3.709461292786063e-17
1.14717,4.000873304449961e-17
1.14741,3.422510063796844e-17
1.14766,3.349228356915424e-17
1.14791,3.5779530522603516e-17
1.14815,3.247065947474109e-17
1.1484,2.97862681793e-17
1.14865,2.7166120886943333e-17
1.14889,3.2352290352571637e-17
1.14914,4.2786636010415704e-17
1.14939,4.475424903303154e-17
1.14963,3.931753209434058e-17
1.14988,3.6834988290140173e-17
1.15013,3.9591826044823944e-17
1.15037,3.8521847943109384e-17
1.15062,4.028802937950242e-17
1.15086,4.014883047454713e-17
1.15111,4.4122778821457814e-17
1.15136,4.334466988457905e-17
1.1516,4.2462986796879156e-17
1.15185,3.9296837984362027e-17
1.1521,3.613210833327911e-17
1.15234,4.0797475088492244e-17
1.15259,4.1487461662842434e-17
1.15284,3.598144283943386e-17
1.15308,3.256553946500943e-17
1.15333,3.462481330032587e-17
1.15358,3.459169548614383e-17
1.15382,3.244529076142683e-17
1.15407,3.323031307549817e-17
1.15432,2.9985845523675554e-17
1.15456,3.6497121506901036e-17
1.15481,4.079497944597244e-17
1.15506,3.6465645613811696e-17
1.1553,3.614624291883205e-17
1.15555,4.198435372074821e-17
1.1558,4.446542009436832e-17
1.15604,3.9127479663564874e-17
1.15629,3.7783410982518816e-17
1.15654,3.270391796625951e-17
1.15678,3.4667116565785137e-17
1.15703,3.570958817321497e-17
1.15728,3.384959934751742e-17
1.15752,3.876418411587276e-17
1.15777,4.1625589374362376e-17
1.15802,4.077298440726064e-17
1.15826,3.692677212515882e-17
1.15851,3.411724798927803e-17
1.15876,3.629490295573759e-17
1.159,3.452405131384041e-17
1.15925,3.6415213744153796e-17
1.1595,3.70160369656676e-17
1.15974,3.446484605826802e-17
1.15999,2.975822000137904e-17
1.16024,2.934173178714661e-17
1.16048,3.2277890348519674e-17
1.16073,3.6406642829758684e-17
1.16098,3.69137462488696e-17
1.16122,3.8690640785523434e-17
1.16147,3.811508646598011e-17
1.16172,3.874018874362013e-17
1.16196,3.763935039915091e-17
1.16221,3.5215862110210954e-17
1.16245,3.41033355216875e-17
1.1627,3.7517552887214576e-17
1.16295,3.8721334471161e-17
1.16319,3.613939763248518e-17
1.16344,3.34690812206044e-17
1.16369,3.3644208600254254e-17
1.16393,3.367647041345978e-17
1.16418,3.454212779705393e-17
1.16443,3.245566184028019e-17
1.16467,3.814113641180342e-17
1.16492,4.0539335790015204e-17
1.16517,3.9961428117795384e-17
1.16541,3.48993545634881e-17
1.16566,3.12273003771999e-17
1.16591,3.692812383854896e-17
1.16615,3.690772364784433e-17
1.1664,4.0919679560290346e-17
1.16665,4.088136895525804e-17
1.16689,3.273839985924636e-17
1.16714,3.076239851832062e-17
1.16739,3.2481799709705075e-17
1.16763,3.4468657487656635e-17
1.16788,4.074939552443155e-17
1.16813,4.3597642227510034e-17
1.16837,3.8758947365986737e-17
1.16862,3.4340026196065514e-17
1.16887,3.499498437207969e-17
1.16911,3.684580155630107e-17
1.16936,3.0050479316920205e-17
1.16961,2.3238530241716102e-17
1.16985,3.1661159471373695e-17
1.1701,3.6679788032002975e-17
1.17035,3.4613680576983516e-17
1.17059,3.822578921314235e-17
1.17084,3.760141265775531e-17
1.17109,4.099463532198021e-17
1.17133,3.8442418324161905e-17
1.17158,3.678965166438024e-17
1.17183,3.764112076850977e-17
1.17207,3.4753341007660784e-17
1.17232,3.9980403611469054e-17
1.17257,4.158008683249658e-17
1.17281,3.9266905046483053e-17
1.17306,4.0539569863942336e-17
1.1733,4.096394089083144e-17
1.17355,3.9574466106687065e-17
1.1738,3.450583092908127e-17
1.17404,3.294411770944792e-17
1.17429,3.9943045986821385e-17
1.17454,4.15660555348716e-17
1.17478,3.799623833258181e-17
1.17503,4.16779538404782e-17
1.17528,3.6526146772745806e-17
1.17552,3.279747528969825e-17
1.17577,3.6371203881860096e-17
1.17602,3.606324419803766e-17
1.17626,3.3783628714024014e-17
1.17651,3.36223435144964e-17
1.17676,3.6830813007099044e-17
1.177,3.381503922700559e-17
1.17725,2.8649612717021523e-17
1.1775,2.7367317251427178e-17
1.17774,2.8991802935656323e-17
1.17799,3.149868816309406e-17
1.17824,2.9919386995005595e-17
1.17848,3.085909615878091e-17
1.17873,3.574073921507692e-17
