CENTRALWAVELNG,BANDWIDTH,FLAM,FLAMERR1,FLAMERR2,FLAMLIM,FLAMERR1_CALC,FLAMERR2_CALC,FLAMLIM_CALC,FLAM_REFID,FLAM_BIBCODE,FLAM_HTMLLINK,FLAM_AUTHORS,FLAM_URL,FNU,FNUERR1,FNUERR2,FNULIM,FNUERR1_CALC,FNUERR2_CALC,FNULIM_CALC,FNU_REFID,FNU_BIBCODE,FNU_HTMLLINK,FNU_AUTHORS,FNU_URL,OBS_DATE,OBS_DATEERR1,OBS_DATEERR2
4.91051,,1.3747675204976936e-16,1.0314872539860514e-17,-1.0314872539860514e-17,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0011057353413106358,8.29632569753273e-05,-8.29632569753273e-05,0,8.29632569753273e-05,-8.29632569753273e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91151,,1.663229467244617e-16,1.1439636828187627e-17,-1.1439636828187627e-17,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0013382929020234141,9.204733965092447e-05,-9.204733965092447e-05,0,9.204733965092447e-05,-9.204733965092447e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91251,,2.036439156050895e-16,1.1632322806867698e-17,-1.1632322806867698e-17,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0016392586463276754,9.363592170860777e-05,-9.363592170860777e-05,0,9.363592170860777e-05,-9.363592170860777e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91352,,2.0548530446684544e-16,1.1182386202817757e-17,-1.1182386202817757e-17,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0016547554363013687,9.005079174856369e-05,-9.005079174856369e-05,0,9.005079174856369e-05,-9.005079174856369e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91452,,1.8753185474062066e-16,1.0370649626976913e-17,-1.0370649626976913e-17,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.00151079335290947,8.354798465284959e-05,-8.354798465284959e-05,0,8.354798465284959e-05,-8.354798465284959e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91552,,1.72806612688353e-16,9.85650593334115e-18,-9.85650593334115e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.001392731203536966,7.943829901907848e-05,-7.943829901907848e-05,0,7.943829901907848e-05,-7.943829901907848e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91652,,1.6682610994963984e-16,9.404662010779739e-18,-9.404662010779739e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0013450792331704388,7.582755223091551e-05,-7.582755223091551e-05,0,7.582755223091551e-05,-7.582755223091551e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91752,,1.6764530674769324e-16,9.437803124639261e-18,-9.437803124639261e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0013522347876417638,7.6125755928607e-05,-7.6125755928607e-05,0,7.6125755928607e-05,-7.6125755928607e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91852,,1.8848796335182204e-16,1.0028048838022704e-17,-1.0028048838022704e-17,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0015209717597250772,8.091964503487733e-05,-8.091964503487733e-05,0,8.091964503487733e-05,-8.091964503487733e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.91952,,1.5931204376611633e-16,1.0232703522821897e-17,-1.0232703522821897e-17,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0012860650196058543,8.260469042766614e-05,-8.260469042766614e-05,0,8.260469042766614e-05,-8.260469042766614e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92052,,1.5912872273608885e-16,9.08562151215976e-18,-9.08562151215976e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.001285108054674508,7.337459376435056e-05,-7.337459376435056e-05,0,7.337459376435056e-05,-7.337459376435056e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92153,,1.2558582953894738e-16,8.560778793852966e-18,-8.560778793852966e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.001014631692181848,6.916415256315008e-05,-6.916415256315008e-05,0,6.916415256315008e-05,-6.916415256315008e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92253,,1.5430687400533306e-16,9.278349556721432e-18,-9.278349556721432e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0012471817244049228,7.499204474444573e-05,-7.499204474444573e-05,0,7.499204474444573e-05,-7.499204474444573e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92353,,1.5866327407554921e-16,8.96702334937927e-18,-8.96702334937927e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0012829139309700646,7.25052425728641e-05,-7.25052425728641e-05,0,7.25052425728641e-05,-7.25052425728641e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92453,,1.8758497885310508e-16,9.320643149976103e-18,-9.320643149976103e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.001517384963775452,7.539518278574733e-05,-7.539518278574733e-05,0,7.539518278574733e-05,-7.539518278574733e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
