cm-1,T_ref,A_ref,A_ref_norm
3014.34307,0.5015,0.29972906264356314,0.097001688275815
3014.697997,0.4984,0.3024219663488868,0.09790222290954465
3015.697997,0.4944,0.3059215379192406,0.09907251555539343
3016.697997,0.4917,0.30829979170983846,0.09986782802869063
3017.697997,0.4897,0.31006989598178186,0.10045976906209875
3018.697997,0.4877,0.31184724440843364,0.1010541326151811
3019.052924,0.4857,0.3136318965269638,0.10165093859777832
3020.052924,0.4821,0.3168628685169931,0.10273140878758856
3021.052924,0.4776,0.3209356818786873,0.10409339937108833
3022.052924,0.4735,0.3246800166607078,0.10534554334668686
3023.052924,0.4695,0.3283644033978703,0.106577640080896
3023.407851,0.4655,0.33208031468263854,0.10782027894733048
3024.407851,0.4615,0.3358282946380691,0.10907364190632424
3025.407851,0.4587,0.33847125986801746,0.10995747660141802
3026.407851,0.4567,0.3403689883929994,0.11059209649472665
3027.407851,0.4538,0.34313550845108287,0.11151724919227268
3027.762778,0.4503,0.3464980530370672,0.11264171860837274
3028.762778,0.448,0.348721986001856,0.11338542461387384
3029.762778,0.4465,0.35017853677543476,0.11387251013973215
3030.762778,0.4434,0.3532043112215306,0.11488436016510688
3031.762778,0.4394,0.3571399474155085,0.11620047729600554
3032.117705,0.4367,0.3598168080786599,0.11709564697179854
3033.117705,0.4347,0.361810359809163,0.11776231112837443
3034.117705,0.4315,0.36501919994877163,0.1188353802002862
3035.117705,0.4275,0.36906388093580855,0.1201879630290052
3036.117705,0.4241,0.3725317275402904,0.12134764652070372
3036.472632,0.4211,0.375614758579735,0.12237864373846336
3037.472632,0.4187,0.3780970391087695,0.12320874382061972
3038.472632,0.4167,0.380176499542722,0.12390413672922711
3039.472632,0.4147,0.38226596463598206,0.12460287529857512
3040.472632,0.4127,0.38436553112258404,0.1253049918775175
3040.827559,0.4098,0.38742804593482383,0.12632912825836165
3041.827559,0.4063,0.39115317767358837,0.12757485053923312
3042.827559,0.4025,0.39523411529611263,0.1289395579589259
3043.827559,0.3985,0.3995716742678688,0.13039008219125886
3044.827559,0.3942,0.4042833800565756,0.13196572495868744
3045.182486,0.3896,0.4093810517934221,0.13367043869996964
3046.182486,0.3861,0.4133001983759509,0.1349810415355828
3047.182486,0.3831,0.41668784801692227,0.13611390633969944
3048.182486,0.3814,0.4186193112900132,0.13675980747896282
3049.182486,0.3804,0.4197594917346237,0.1371410955202111
3049.537414,0.3781,0.42239332263746443,0.13802187560258333
3050.537414,0.3751,0.42585293584927725,0.13917880576328198
3051.537414,0.3727,0.4286406072461604,0.14011103168557837
3052.537414,0.3707,0.4309774139704364,0.14089248383456635
3053.537414,0.3678,0.4343882750979413,0.1420331107979769
3053.892341,0.3643,0.4385408287580841,0.14342176735557552
3054.892341,0.3614,0.44201185177508695,0.14458251307221753
3055.892341,0.3589,0.44502654166676014,0.14559065630884324
3056.892341,0.3571,0.44721014980721807,0.14632087727927337
3057.892341,0.3556,0.4490382477018239,0.14693221197523232
3058.247268,0.3541,0.4508740732418889,0.14754613087513418
3059.247268,0.3526,0.45271769203669676,0.1481626559193967
3060.247268,0.3505,0.45531197769732257,0.14903021166695765
3061.247268,0.348,0.45842075605341914,0.15006981905162556
3062.247268,0.3448,0.46243274284732483,0.15141146860665256
3062.602195,0.3413,0.4668637117213612,0.15289323006888358
3063.602195,0.3384,0.4705696456330141,0.15413253239936014
3064.602195,0.3359,0.4737899961583357,0.15520945066237432
3065.602195,0.3337,0.47664379334520723,0.15616378972742792
3066.602195,0.3317,0.4792545284805177,0.1570368463481285
3066.957122,0.3288,0.48306819113198723,0.15831217427471575
3067.957122,0.3253,0.48771593671814645,0.15986642809405066
3068.957122,0.3215,0.4928190227397591,0.1615729524277202
3069.957122,0.3175,0.49825627037200554,0.16339122383316354
3070.957122,0.3117,0.5062631977231602,0.16606882250675045
3071.312049,0.3047,0.5161275457773263,0.1693675617243388
3072.312049,0.2995,0.5236031732746699,0.1718674882745941
3073.312049,0.2955,0.5294425147827259,0.17382022399840918
3074.312049,0.2909,0.5362562787529408,0.17609881659312665
3075.312049,0.2859,0.5437858446420112,0.178616780695093
3075.666976,0.2828,0.5485205948751383,0.18020012976121863
3076.666976,0.2808,0.5516028965422324,0.18123088306937943
3077.666976,0.2791,0.554240163511369,0.18211281220758202
3078.666976,0.2776,0.5565805382171827,0.18289545752621095
3079.666976,0.2755,0.5598783968121961,0.1839982952831205
3080.021903,0.2729,0.5639964643301035,0.18537541932085766
3081.021903,0.2695,0.5694412304772425,0.1871962049948363
3082.021903,0.2655,0.5759354745825122,0.18936794686779235
3083.021903,0.2615,0.582528306796707,0.1915726576160875
3084.021903,0.2575,0.5892227666227902,0.19381135368070412
3084.37683,0.2551,0.59328954139021,0.19517132489631028
3085.37683,0.2536,0.5958507507903049,0.19602781960292
3086.37683,0.2518,0.5989442742281562,0.1970623255863802
3087.37683,0.2498,0.6024075659618833,0.19822048588255609
3088.37683,0.2484,0.6048484084954574,0.19903672867379235
3088.731757,0.2474,0.6066003047068982,0.19962258074491665
3089.731757,0.2455,0.6099485035410127,0.20074225279437485
3090.731757,0.243,0.6143937264016879,0.20222878093601282
3091.731757,0.2399,0.6199697520321694,0.2040934611282105
3092.731757,0.2364,0.6263525277907822,0.20622792684215252
3093.086684,0.2329,0.6328305114653193,0.2083942310602065
3094.086684,0.2294,0.6394065864347511,0.2105933380138895
3095.086684,0.2274,0.6432095396482841,0.21186508459453013
3096.086684,0.2264,0.6451235774837663,0.21250515848863671
3097.086684,0.2251,0.64762450499948,0.21334149431449462
3097.441611,0.2236,0.6505282007856144,0.21431251998320286
3098.441611,0.2199,0.6577747706392096,0.2167358473067914
3099.441611,0.2149,0.6677635845085567,0.22007620917024867
3100.441611,0.2105,0.676747899828313,0.22308065641052455
3101.441611,0.2065,0.6850799440075802,0.22586697748779225
3101.796538,0.2035,0.6914355864387612,0.22799236953859794
3102.796538,0.201,0.6968039425795112,0.22978760292231803
3103.796538,0.1988,0.7015836199387055,0.23138597608044423
3104.796538,0.1968,0.7059749059046773,0.2328544671709911
3105.796538,0.1948,0.7104110474574032,0.23433795843005814
3106.151465,0.1928,0.714892970433188,0.23583675946680657
3107.151465,0.1911,0.7187393129449872,0.23712301587404988
3108.151465,0.1896,0.7221616669979526,0.2382674861896752
3109.151465,0.1878,0.7263044120699079,0.23965286265472788
3110.151465,0.1858,0.7309542903423771,0.24120782966625057
3110.506392,0.1838,0.7356544929499076,0.24277962565184774
3111.506392,0.1818,0.7404061211140514,0.24436861887130723
3112.506392,0.1792,0.7466619946738936,0.24646064718770572
3113.506392,0.1762,0.7539940959239709,0.24891257708800396
3114.506392,0.1747,0.7577070950170691,0.25015424208765896
3114.861319,0.1742,0.7589518493283556,0.25057050070306425
3115.861319,0.1737,0.7602001815529014,0.2509879558093801
3116.861319,0.1732,0.7614521123186722,0.25140661430480993
3117.861319,0.1712,0.7664962396588656,0.25309342225037695
3118.861319,0.1682,0.7741740085381067,0.2556609469531205
3119.216246,0.1667,0.7780644001719947,0.25696193383882393
3120.216246,0.1662,0.7793689805519078,0.2573981989055151
3121.216246,0.1636,0.7862167006646958,0.2596881467827681
3122.216246,0.1596,0.7969671129852894,0.2632831949838714
3123.216246,0.1559,0.8071538848111584,0.2666897560194409
3123.571173,0.1524,0.8170150329964183,0.26998742516802987
3124.571173,0.1498,0.8244881866365523,0.2724865244350475
3125.571173,0.1478,0.8303255659411931,0.2744386039779043
3126.571173,0.1461,0.8353497840657031,0.27611875407743774
3127.571173,0.1446,0.839831707041488,0.27761755511418623
3127.9261,0.1431,0.8443603662402236,0.2791319852234981
3128.9261,0.1416,0.8489367466462497,0.2806623737942446
3129.9261,0.1401,0.8535618647142253,0.2822090607392946
3130.9261,0.1386,0.858236769724212,0.2837723969486683
3131.9261,0.1368,0.8639139026159026,0.28567088844658045
3132.281027,0.1348,0.870310107800699,0.2878098450984515
3133.281027,0.1322,0.8787685448503786,0.29063843324863303
3134.281027,0.1292,0.8887374863409347,0.2939721495846916
3135.281027,0.1265,0.8979094744881633,0.29703935654437913
3136.281027,0.124,0.906578314837765,0.2999383057172204
3136.635954,0.1224,0.9122185821904576,0.3018244690005762
3137.635954,0.1214,0.9157813132607613,0.30301588283135317
3138.635954,0.1192,0.9237237445957824,0.3056719133752847
3139.635954,0.1162,0.9347938719456881,0.3093738775631165
3140.635954,0.1135,0.9450041384708585,0.31278829546723586
3140.990881,0.111,0.9546770212133425,0.3160230067197742
3141.990881,0.1088,0.9633711046378389,0.3189303974359055
3142.990881,0.1068,0.9714287473074623,0.32162495583243067
3143.990881,0.1042,0.9821322810364943,0.3252043273514461
3144.990881,0.1012,0.9948194874962197,0.32944705938812247
3145.345808,0.0997,1.0013048416883443,0.3316158283828942
3146.345808,0.0992,1.0034883278458213,0.33234600856096375
3147.345808,0.0987,1.0056828473303634,0.3330798783968282
3148.345808,0.0982,1.0078885122130503,0.3338174753682067
3149.345808,0.0974,1.0114410431213845,0.33500547816014675
3149.700735,0.0964,1.0159229660971691,0.33650427919689513
3150.700735,0.0957,1.0190880622231564,0.33756271982174935
3151.700735,0.0952,1.0213630516155257,0.3383234996205761
3152.700735,0.092,1.0362121726544449,0.3432891980781758
3153.700735,0.087,1.0604807473813815,0.35140485851180264
3154.055662,0.0838,1.0767559813697236,0.35684746377450893
3155.055662,0.0818,1.087246696328677,0.36035566651285666
3156.055662,0.0804,1.0947439512515487,0.3628628254961499
3157.055662,0.0794,1.1001794975729038,0.36468052796577227
3158.055662,0.0784,1.1056839373155616,0.36652126910246485
3158.410589,0.0774,1.1112590393171073,0.3683856404236681
3159.410589,0.0758,1.1203307943679464,0.37141932840732755
3160.410589,0.0738,1.1319436381769583,0.3753027825484592
3161.410589,0.0718,1.1438755557576996,0.37929293823320315
3162.410589,0.0698,1.1561445773768388,0.3833958249677604
3162.765516,0.0678,1.1687703061329366,0.3876179982294574
3163.765516,0.0658,1.1817741063860445,0.39196660247953713
3164.765516,0.0647,1.1890957193312996,0.39441502498307146
3165.765516,0.0642,1.1924649719311469,0.39554173762784517
3166.765516,0.0631,1.1999706407558657,0.39805171030625985
3167.120443,0.0616,1.2104192878355746,0.4015458451140862
3168.120443,0.061,1.214670164989233,0.4029673820569155
3169.120443,0.061,1.214670164989233,0.4029673820569155
3170.120443,0.0598,1.2232988160115892,0.4058528915063016
3171.120443,0.0578,1.238072161579471,0.41079324986877597
3171.47537,0.0558,1.2533658010624213,0.41590759985572306
3172.47537,0.0538,1.269217724333611,0.4212086456705845
3173.47537,0.0524,1.2806687130162733,0.42503797379650216
3174.47537,0.0514,1.2890368810047244,0.42783637504626465
3175.47537,0.0504,1.2975694635544748,0.4306897582125535
3175.830297,0.0494,1.3062730510763532,0.4336003271963808
3176.830297,0.0475,1.3233063903751334,0.4392964506546001
3177.830297,0.045,1.3467874862246563,0.4471487700704847
3178.830297,0.0434,1.3625102704874892,0.4524066304757229
3179.830297,0.0424,1.3726341434072673,0.4557921574716249
3180.185224,0.0414,1.3829996588791011,0.4592584922166784
3181.185224,0.0404,1.393618634889395,0.46280958676681366
3182.185224,0.0397,1.401209493236885,0.4653480476958608
3183.185224,0.0392,1.4067139329795428,0.46718878883255344
3184.185224,0.0387,1.4122890349810886,0.46905316015375664
3184.540151,0.0382,1.4179366370882913,0.4709417762542901
3185.540151,0.0371,1.4306260903849541,0.4751852596562955
3186.540151,0.0356,1.448550002027125,0.4811791996452282
3187.540151,0.035,1.4559319556497243,0.4836478006904846
3188.540151,0.035,1.4559319556497243,0.4836478006904846
3188.895078,0.0347,1.4596705252091262,0.48489801671647653
3189.895078,0.0342,1.465973893943865,0.4870059279067575
3190.895078,0.0334,1.4762535331884354,0.4904435447601494
3191.895078,0.0324,1.489454989793388,0.49485824732264216
3192.895078,0.0317,1.4989407377822486,0.4980303787931856
3193.250005,0.0312,1.5058454059815571,0.5003393706949743
3194.250005,0.0304,1.5171264163912463,0.5041118563420869
3195.250005,0.0294,1.5316526695878427,0.508969584479933
3196.250005,0.0287,1.5421181032660076,0.5124693328985477
3197.250005,0.0282,1.5497508916806388,0.5150218156723346
3197.604932,0.0277,1.5575202309355514,0.517619962448401
3198.604932,0.0272,1.5654310959658013,0.5202654368960826
3199.604932,0.027,1.5686362358410126,0.5213372685616077
3200.604932,0.027,1.5686362358410126,0.5213372685616077
3201.604932,0.0264,1.578396073130169,0.5246010583068837
3201.959859,0.0254,1.595166283380062,0.5302091887109158
3202.959859,0.0247,1.6073030467403342,0.5342678469264692
3203.959859,0.0242,1.6161846340195687,0.537237940855796
3204.959859,0.024,1.619788758288394,0.538443196996937
3205.959859,0.024,1.619788758288394,0.538443196996937
3206.314786,0.0237,1.6252516539898962,0.5402700453799408
3207.314786,0.0232,1.6345120151091004,0.5433668051683435
3208.314786,0.0224,1.6497519816658373,0.5484632063779713
3209.314786,0.0214,1.6695862266508092,0.5550959814406425
3210.314786,0.0207,1.6840296545430822,0.5599260119467668
3210.669714,0.0202,1.6946486305533763,0.5634771064969022
3211.669714,0.0197,1.705533773838407,0.5671172101151271
3212.669714,0.0192,1.7166987712964505,0.5708508998406804
3213.669714,0.0184,1.7351821769904636,0.5770319403820963
3214.669714,0.0174,1.7594507517174003,0.585147600815723
3215.024641,0.017,1.7695510786217261,0.5885252537824278
3216.024641,0.017,1.7695510786217261,0.5885252537824278
3217.024641,0.017,1.7695510786217261,0.5885252537824278
3218.024641,0.017,1.7695510786217261,0.5885252537824278
3219.024641,0.0167,1.7772835288524167,0.591111064490238
3219.379568,0.0162,1.790484985457369,0.5955257670527306
3220.379568,0.016,1.7958800173440752,0.5973299210796459
3221.379568,0.016,1.7958800173440752,0.5973299210796459
3222.379568,0.016,1.7958800173440752,0.5973299210796459
3223.379568,0.016,1.7958800173440752,0.5973299210796459
3223.734495,0.0154,1.812479279163537,0.6028808845742633
3224.734495,0.0144,1.8416375079047504,0.61263169548806
3225.734495,0.014,1.853871964321762,0.6167230232643165
3226.734495,0.014,1.853871964321762,0.6167230232643165
3227.734495,0.0137,1.8632794328435933,0.6198689772777788
3228.089422,0.0132,1.8794260687941502,0.6252685780369722
3229.089422,0.013,1.8860566476931633,0.6274859116640285
3230.089422,0.013,1.8860566476931633,0.6274859116640285
3231.089422,0.013,1.8860566476931633,0.6274859116640285
3232.089422,0.013,1.8860566476931633,0.6274859116640285
3232.444349,0.0127,1.8961962790440432,0.6308767084410044
3233.444349,0.0122,1.9136401693252518,0.6367101243608358
3234.444349,0.012,1.9208187539523751,0.6391107167270255
3235.444349,0.012,1.9208187539523751,0.6391107167270255
3236.444349,0.0114,1.9430951486635275,0.6465601717195549
3236.799276,0.0104,1.9829666607012197,0.6598936145077717
3237.799276,0.01,2.0,0.6655897379659911
3238.799276,0.01,2.0,0.6655897379659911
3239.799276,0.0097,2.0132282657337552,0.6700134057762717
3240.799276,0.0092,2.036212172654445,0.6776994601121847
3241.154203,0.009,2.0457574905606752,0.6808915123744052
3242.154203,0.009,2.0457574905606752,0.6808915123744052
3243.154203,0.009,2.0457574905606752,0.6808915123744052
3244.154203,0.009,2.0457574905606752,0.6808915123744052
3245.154203,0.009,2.0457574905606752,0.6808915123744052
3245.50913,0.009,2.0457574905606752,0.6808915123744052
3246.50913,0.009,2.0457574905606752,0.6808915123744052
3247.50913,0.009,2.0457574905606752,0.6808915123744052
3248.50913,0.009,2.0457574905606752,0.6808915123744052
3249.50913,0.009,2.0457574905606752,0.6808915123744052
3249.864057,0.009,2.0457574905606752,0.6808915123744052
3250.864057,0.009,2.0457574905606752,0.6808915123744052
3251.864057,0.0087,2.0604807473813813,0.6858151205458115
3252.864057,0.0082,2.0861861476162833,0.6944112701740541
3253.864057,0.008,2.0969100130080562,0.6979974408097344
3254.218984,0.008,2.0969100130080562,0.6979974408097344
3255.218984,0.008,2.0969100130080562,0.6979974408097344
3256.218984,0.008,2.0969100130080562,0.6979974408097344
3257.218984,0.008,2.0969100130080562,0.6979974408097344
3258.218984,0.008,2.0969100130080562,0.6979974408097344
3258.573911,0.008,2.0969100130080562,0.6979974408097344
3259.573911,0.008,2.0969100130080562,0.6979974408097344
3260.573911,0.008,2.0969100130080562,0.6979974408097344
3261.573911,0.008,2.0969100130080562,0.6979974408097344
3262.573911,0.0074,2.1307682802690238,0.709319992836492
3262.928838,0.0064,2.193820026016113,0.7304051436534779
3263.928838,0.006,2.2218487496163566,0.7397782364571142
3264.928838,0.006,2.2218487496163566,0.7397782364571142
3265.928838,0.006,2.2218487496163566,0.7397782364571142
3266.928838,0.006,2.2218487496163566,0.7397782364571142
3267.283765,0.006,2.2218487496163566,0.7397782364571142
3268.283765,0.006,2.2218487496163566,0.7397782364571142
3269.283765,0.006,2.2218487496163566,0.7397782364571142
3270.283765,0.006,2.2218487496163566,0.7397782364571142
3271.283765,0.006,2.2218487496163566,0.7397782364571142
3271.638692,0.006,2.2218487496163566,0.7397782364571142
3272.638692,0.006,2.2218487496163566,0.7397782364571142
3273.638692,0.006,2.2218487496163566,0.7397782364571142
3274.638692,0.006,2.2218487496163566,0.7397782364571142
3275.638692,0.006,2.2218487496163566,0.7397782364571142
3275.993619,0.006,2.2218487496163566,0.7397782364571142
3276.993619,0.006,2.2218487496163566,0.7397782364571142
3277.993619,0.006,2.2218487496163566,0.7397782364571142
3278.993619,0.006,2.2218487496163566,0.7397782364571142
3279.993619,0.006,2.2218487496163566,0.7397782364571142
3280.348546,0.006,2.2218487496163566,0.7397782364571142
3281.348546,0.0057,2.2441251443275085,0.7472276914496434
3282.348546,0.0052,2.283996656365201,0.7605611342378603
3283.348546,0.005,2.3010299956639813,0.7662572576960797
3284.348546,0.005,2.3010299956639813,0.7662572576960797
3284.703473,0.005,2.3010299956639813,0.7662572576960797
3285.703473,0.005,2.3010299956639813,0.7662572576960797
3286.703473,0.005,2.3010299956639813,0.7662572576960797
3287.703473,0.005,2.3010299956639813,0.7662572576960797
