Wavelength,Flux
664.677,389.3314
664.874,366.43194
665.071,308.4325
665.267,224.91606
665.464,323.75223
665.66,337.87978
665.857,418.62796
666.054,338.91029
666.25,439.13173
666.447,388.18713
666.643,331.98478
666.84,353.08071
667.036,334.95791
667.233,451.94642
667.429,379.11336
667.625,366.8764
667.822,246.3455
668.018,295.63969
668.215,311.33335
668.411,330.62438
668.607,305.84478
668.804,258.31255
669,365.68579
669.196,356.74509
669.392,260.97494
669.589,353.82599
669.785,344.75896
669.981,331.3558
670.177,394.33504
670.374,354.52928
670.57,388.56202
670.766,298.56551
670.962,313.30262
671.158,303.82709
671.354,345.48199
671.55,306.54282
671.746,364.14525
671.943,258.09831
672.139,330.97707
672.335,268.70014
672.531,309.08187
672.727,366.9093
672.923,362.66378
673.119,269.86018
673.315,378.91929
673.51,390.85872
673.706,406.27967
673.902,286.78008
674.098,361.80633
674.294,320.1505
674.49,334.37727
674.686,316.12959
674.882,271.93964
675.077,272.16515
675.273,305.90929
675.469,377.70032
675.665,391.19258
675.86,466.50158
676.056,293.49735
676.252,310.5508
676.447,408.86397
676.643,338.07659
676.839,382.63136
677.034,303.39338
677.23,289.14272
677.426,338.70495
677.621,300.53755
677.817,404.31429
678.012,358.55787
678.208,348.0954
678.403,351.2794
678.599,327.40643
678.794,401.70729
678.99,290.10095
679.185,338.45702
679.381,328.56344
679.576,358.0503
679.772,382.28843
679.967,447.66266
680.162,406.12537
680.358,445.39781
680.553,403.24356
680.748,351.87912
680.944,335.23122
681.139,402.09378
681.334,364.31053
681.529,424.03486
681.725,393.74911
681.92,-211.40331
682.115,448.51367
682.31,409.52086
682.506,410.17777
682.701,426.52625
682.896,366.09961
683.091,411.93378
683.286,357.57992
683.481,388.82725
683.676,386.70958
683.871,415.75296
684.066,341.73359
684.261,413.68294
684.456,377.50249
684.651,354.83602
684.846,260.07196
685.041,329.94508
685.236,372.03685
685.431,384.61987
685.626,476.16251
685.821,381.84142
686.016,276.74104
686.211,406.26985
686.406,326.44674
686.6,352.10569
686.795,251.44991
686.99,390.0116
687.185,397.88533
687.38,256.0972
687.574,349.70597
687.769,373.59681
687.964,281.92054
688.158,295.34331
688.353,281.49699
688.548,299.72336
688.742,303.01209
688.937,312.31143
689.132,346.98436
689.326,241.16194
689.521,273.59136
689.716,277.24091
689.91,243.62204
690.105,295.72824
690.299,307.67391
690.494,349.09259
690.688,283.25943
690.883,319.54621
691.077,300.90405
691.271,316.54397
691.466,314.6881
691.66,192.6453
691.855,273.63695
692.049,310.80457
692.243,258.46875
692.438,217.25447
692.632,175.8312
692.826,199.36234
693.021,223.09721
693.215,188.43428
693.409,268.9448
693.604,393.83787
693.798,293.22821
693.992,269.48209
694.186,245.2807
694.38,230.75428
694.575,196.29962
694.769,225.47299
694.963,274.4093
695.157,154.76484
695.351,225.36653
695.545,147.06855
695.739,212.18739
695.933,213.11407
696.127,206.22228
696.321,237.0474
696.515,272.10828
696.709,268.49008
696.903,227.29095
697.097,275.86047
697.291,208.64535
697.485,211.86215
697.679,245.73556
697.873,227.30845
698.067,172.68741
698.261,225.38384
698.454,266.25648
698.648,215.53933
698.842,202.36895
699.036,299.07344
699.23,268.38698
699.423,242.68224
699.617,236.5555
699.811,282.35264
700.005,301.7864
700.198,158.11558
700.392,223.07473
700.586,240.21596
700.779,249.90582
700.973,226.17061
701.166,271.49237
701.36,268.18016
701.554,207.02134
701.747,149.90035
701.941,181.70905
702.134,183.84167
702.328,311.84875
702.521,143.82162
702.715,261.39235
702.908,258.80766
703.102,285.32625
703.295,181.32348
703.489,115.21193
703.682,289.55977
703.875,139.47344
704.069,144.98238
704.262,91.26252
704.455,217.46196
704.649,204.75538
704.842,225.24145
705.035,153.62333
705.229,189.6491
705.422,213.00137
705.615,188.72356
705.808,286.03718
706.002,188.2826
706.195,177.1303
706.388,258.72041
706.581,162.966
706.774,134.50471
706.967,166.82435
707.161,229.37689
707.354,91.44844
707.547,233.49494
707.74,135.12596
707.933,133.63453
708.126,233.56006
708.319,171.49333
708.512,220.3722
708.705,152.59046
708.898,167.94077
709.091,190.08993
709.284,325.04587
709.477,137.21731
709.67,213.19617
709.862,191.66919
710.055,217.83329
710.248,177.1616
710.441,136.77228
710.634,219.18266
710.827,117.15874
711.019,224.8398
711.212,170.99468
711.405,219.29197
711.598,222.31454
711.79,140.85045
711.983,159.97829
712.176,165.43462
712.369,261.08378
712.561,192.59479
712.754,229.67595
712.946,225.81996
713.139,202.49376
713.332,228.27332
713.524,234.82518
713.717,185.12244
713.909,189.52378
714.102,151.89531
714.294,225.18913
714.487,129.47247
714.679,217.93447
714.872,185.86331
715.064,184.88035
715.257,194.73417
715.449,144.66041
715.642,224.89055
715.834,144.57131
716.026,227.04611
716.219,193.07622
716.411,124.3663
716.603,190.2737
716.796,182.47321
716.988,167.6355
717.18,-170.99551
717.373,150.9957
717.565,211.52188
717.757,206.88464
717.949,191.99591
718.142,123.78598
718.334,182.65873
718.526,200.29904
718.718,74.61421
718.91,150.34694
719.102,191.0745
719.294,184.7239
719.486,102.33406
719.679,203.75855
719.871,177.12055
720.063,139.85157
720.255,134.87795
720.447,97.01533
720.639,172.05455
720.831,153.76504
721.023,86.09604
721.215,113.43388
721.406,194.36877
721.598,171.46378
721.79,180.33373
721.982,179.24027
722.174,200.66151
722.366,238.67237
722.558,171.705
722.75,228.27332
722.941,295.80482
723.133,165.24503
723.325,65.48939
723.517,201.22057
723.708,204.47389
723.9,275.89045
724.092,177.88655
724.284,200.12775
724.475,180.17979
724.667,132.32833
724.858,190.2157
725.05,157.93931
725.242,170.71089
725.433,122.89334
725.625,78.31326
725.816,174.01135
726.008,161.73624
726.2,115.37991
726.391,139.84079
726.583,130.83935
726.774,126.32167
726.966,160.95205
727.157,114.00313
727.348,192.83324
727.54,211.03505
727.731,191.36147
727.923,159.18981
728.114,150.88423
728.305,90.86257
728.497,237.58838
728.688,239.38968
728.879,129.06642
729.071,265.01269
729.262,171.705
729.453,118.76309
729.644,54.11026
729.836,7.77903
730.027,208.62406
730.218,119.08269
730.409,98.9674
730.6,139.69915
730.792,182.8146
730.983,117.8054
731.174,153.79906
731.365,277.38775
731.556,147.09911
731.747,110.3721
731.938,161.03938
732.129,199.53696
732.32,158.96173
732.511,99.18788
732.702,111.97705
732.893,194.11081
733.084,166.50039
733.275,215.27408
733.466,165.10651
733.657,228.20517
733.848,135.6251
734.039,151.99673
734.23,144.95555
734.42,195.1281
734.611,194.83895
734.802,88.00118
734.993,107.94687
735.184,115.70616
735.374,199.21604
735.565,122.09465
735.756,73.17103
735.947,90.03395
736.137,159.58414
736.328,115.24979
736.519,132.76385
736.709,170.42974
736.9,79.286
737.091,132.18208
737.281,155.81681
737.472,47.30503
737.662,71.75674
737.853,123.52084
738.044,113.3541
738.234,180.80406
738.425,181.73077
738.615,74.67134
738.806,186.72066
738.996,151.14733
739.187,188.6923
739.377,201.88871
739.567,144.0322
739.758,181.84429
739.948,91.84469
740.139,171.78486
740.329,159.70797
740.519,212.64795
740.71,80.8642
740.9,84.57166
741.09,153.89577
741.281,162.26816
741.471,251.6277
741.661,119.61284
741.851,218.6688
742.042,142.68602
742.232,86.80669
742.422,169.83795
742.612,111.31005
742.802,68.27593
742.992,93.67641
743.182,204.58066
743.373,253.4615
743.563,171.40868
743.753,37.45109
743.943,142.7192
744.133,91.31138
744.323,237.16945
744.513,109.09652
744.703,105.14271
744.893,153.35662
745.083,181.68833
745.273,63.93338
745.463,204.32038
745.653,145.23985
745.843,172.25443
746.033,96.42059
746.222,129.16602
746.412,52.07393
746.602,91.18859
746.792,133.42718
746.982,196.7851
747.172,160.0525
747.361,136.68122
747.551,125.70574
747.741,157.463
747.931,194.36742
748.12,189.21472
748.31,140.57881
748.5,99.61339
748.689,80.4763
748.879,104.95515
749.069,202.67505
749.258,186.89063
749.448,187.03614
749.637,145.56096
749.827,64.1959
750.017,110.9053
750.206,110.64285
750.396,110.43179
750.585,161.60869
750.775,78.37347
750.964,129.37411
751.154,76.092
751.343,118.54542
751.533,146.3805
751.722,56.91203
751.911,98.08515
752.101,174.83091
752.29,107.53209
752.479,122.0852
752.669,148.08087
752.858,134.98253
753.047,156.14225
753.237,146.9624
753.426,170.76409
753.615,203.21692
753.805,153.29485
753.994,114.78452
754.183,126.70607
754.372,120.54435
754.561,221.36164
754.751,150.92594
754.94,168.4818
755.129,208.70572
755.318,186.66726
755.507,181.13108
755.696,139.52512
755.885,136.87218
756.074,166.62987
756.263,186.43896
756.452,84.8392
756.641,29.46875
756.83,112.55504
757.019,165.51457
757.208,109.50215
757.397,168.46867
757.586,186.21067
757.775,157.54901
757.964,64.46377
758.153,192.13073
758.342,45.94965
758.531,151.75661
758.72,192.78529
758.908,114.35474
759.097,202.88739
759.286,161.15217
759.475,69.2733
759.664,168.84196
759.852,139.76413
760.041,141.29812
760.23,114.87362
760.419,159.91127
760.607,187.9265
760.796,160.77095
760.985,137.5656
761.173,179.98974
761.362,172.7653
761.55,154.54401
761.739,235.12244
761.928,131.09218
762.116,104.48255
762.305,65.60515
762.493,88.29083
762.682,173.5432
762.87,44.12633
763.059,119.24905
763.247,73.68478
763.436,116.3817
763.624,94.04262
763.813,117.5954
764.001,97.03436
764.189,130.0015
764.378,170.52103
764.566,117.18437
764.755,104.03423
764.943,118.26191
765.131,85.11369
765.319,74.55822
765.508,75.5597
765.696,58.78353
765.884,97.65896
766.073,137.93866
766.261,149.86034
766.449,174.41538
766.637,122.76082
766.825,103.20142
767.013,-8.64969
767.202,163.39804
767.39,75.71173
767.578,122.70332
767.766,95.45758
767.954,115.9883
768.142,21.02976
768.33,222.46807
768.518,153.17375
768.706,120.24702
768.894,133.883
769.082,88.99657
769.27,36.11297
769.458,-7.29365
769.646,114.05801
769.834,146.25465
770.022,154.61651
770.21,95.21424
770.398,155.49373
770.586,148.20812
770.774,98.6487
770.961,89.51601
771.149,43.71361
771.337,128.71176
771.525,61.55319
771.713,37.94226
771.9,95.86235
772.088,87.19651
772.276,79.16189
772.464,60.63441
772.651,111.04333
772.839,46.43143
773.027,161.97615
773.214,119.45883
773.402,4.59104
773.59,4.13068
773.777,109.24099
773.965,176.03228
774.152,94.8313
774.34,70.73628
774.527,135.7729
774.715,-4.77971
774.903,63.40095
775.09,93.58581
775.278,92.71547
775.465,120.72298
775.652,101.07534
775.84,74.8214
776.027,154.26852
776.215,73.02772
776.402,159.45064
776.59,95.91457
776.777,137.39311
776.964,181.95918
777.152,180.18743
777.339,72.06292
777.526,135.04973
777.713,33.16792
777.901,98.7103
778.088,68.62559
778.275,109.17283
778.462,-7.06456
778.65,54.26099
778.837,-24.44366
779.024,57.70415
779.211,57.50241
779.398,165.02346
779.586,114.78858
779.773,163.6394
779.96,64.76226
780.147,-31.28906
780.334,86.75306
780.521,24.25755
780.708,115.43831
780.895,70.74731
781.082,49.65269
781.269,96.14307
781.456,14.40842
781.643,92.54476
781.83,83.79531
782.017,16.00927
782.204,8.70321
782.391,146.19771
782.578,26.54523
782.764,79.93431
782.951,24.95294
783.138,14.19321
783.325,107.84437
783.512,90.05757
783.699,170.52103
783.885,79.84717
784.072,59.97688
784.259,103.28997
784.446,105.17617
784.632,109.31802
784.819,81.29996
785.006,48.78411
785.192,103.31421
785.379,67.12589
785.566,2.76126
785.752,92.83892
785.939,120.36026
786.126,82.05011
786.312,-18.02771
786.499,163.05645
786.685,175.88682
786.872,-11.40872
787.058,-5.69914
787.245,172.83641
787.431,74.22276
787.618,31.37897
787.804,39.14739
787.991,9.17299
788.177,97.99388
788.364,51.53305
788.55,141.4311
788.736,128.81268
788.923,32.73888
789.109,104.04903
789.296,138.45862
789.482,95.39336
789.668,39.83649
789.854,44.89504
790.041,101.50895
790.227,-31.54456
790.413,141.9666
790.6,44.00054
790.786,62.7986
790.972,64.55885
791.158,112.95945
791.344,13.97223
791.53,118.00776
791.717,66.20043
791.903,103.36282
792.089,27.7204
792.275,94.83872
792.461,97.70528
792.647,39.15959
792.833,99.19853
793.019,122.68631
793.205,132.45033
793.391,38.26554
793.577,9.38942
793.763,34.54682
793.949,80.88697
794.135,106.33628
794.321,103.804
794.507,71.44431
794.693,35.25428
794.879,68.71113
795.065,110.93638
795.251,105.86224
795.436,25.85751
795.622,79.44594
795.808,148.07255
795.994,57.21557
796.18,4.82599
796.365,31.11389
796.551,57.23339
796.737,110.24151
796.923,33.6353
797.108,109.58117
797.294,24.94906
797.48,164.35078
797.665,143.76264
797.851,-22.37489
798.037,79.27931
798.222,65.458
798.408,-57.37082
798.593,-10.50002
798.779,21.52627
798.965,102.32769
799.15,31.3497
799.336,77.12393
799.521,34.12157
799.707,33.42232
799.892,-0.20963
800.078,130.33153
800.263,-32.68119
800.448,40.72903
800.634,70.51319
800.819,0.01904
801.005,56.31883
801.19,100.34183
801.375,107.33713
801.561,117.21177
801.746,86.72606
801.931,10.98555
802.117,136.67582
802.302,182.78605
802.487,137.38238
802.673,100.24786
802.858,125.90092
803.043,123.35011
803.228,160.6456
803.413,73.14276
803.599,174.91267
803.784,109.84951
803.969,151.08355
804.154,178.50864
804.339,30.83779
804.524,153.66772
804.709,209.55314
804.894,85.23651
805.08,187.22053
805.265,116.06389
805.45,203.57194
805.635,294.02718
805.82,176.65594
806.005,118.18865
806.19,150.81999
806.375,207.43454
806.559,150.19377
806.744,128.47184
806.929,132.93872
807.114,128.58141
807.299,139.72079
807.484,74.28389
807.669,37.47987
807.854,104.28665
808.038,94.02801
808.223,137.00463
808.408,104.27857
808.593,174.99471
808.778,136.80832
808.962,136.85087
809.147,118.1163
809.332,82.76523
809.516,95.63398
809.701,91.28747
809.886,75.51852
810.07,10.52545
810.255,84.01733
810.44,80.06938
810.624,143.64975
810.809,107.10039
810.994,87.97803
811.178,103.91083
811.363,-11.8742
811.547,102.23516
811.732,119.41708
811.916,52.45213
812.101,29.06843
812.285,-25.60515
812.47,112.73965
812.654,7.11417
812.839,76.29324
813.023,47.84668
813.207,44.44094
813.392,95.99705
813.576,12.60302
813.76,72.89032
813.945,133.86395
814.129,26.7738
814.313,121.53269
814.498,86.81403
814.682,123.14391
814.866,47.19754
815.051,122.01913
815.235,48.08283
815.419,140.21399
815.603,68.03032
815.787,85.02456
815.972,138.50222
816.156,36.20563
816.34,108.84352
816.524,46.95769
816.708,38.46737
816.892,33.21955
817.076,78.593
817.26,39.40987
817.445,9.62687
817.629,46.27132
817.813,139.97401
817.997,102.46394
818.181,71.00364
818.365,75.68423
818.549,31.16723
818.733,29.32673
818.916,3.22227
819.1,52.46854
819.284,-86.53324
819.468,62.76909
819.652,-55.07796
819.836,38.74757
820.02,79.92806
820.204,104.52291
820.387,37.77535
820.571,99.95509
820.755,35.96268
820.939,82.00511
821.123,94.60265
821.306,138.68729
821.49,70.06145
821.674,27.95578
821.858,106.05768
822.041,57.75382
822.225,132.50236
822.409,-37.02011
822.592,71.72343
822.776,95.3035
822.959,123.12451
823.143,43.73062
823.327,16.04657
823.51,20.40016
823.694,111.20008
823.877,100.3733
824.061,35.71438
824.244,58.6326
824.428,-10.72957
824.611,58.68314
824.795,97.19384
824.978,63.48024
825.162,106.81048
825.345,112.31758
825.529,55.91834
825.712,61.86853
825.895,73.5827
826.079,9.17442
826.262,-3.6399
826.445,38.05157
826.629,9.86867
826.812,57.06717
826.995,77.70228
827.179,-25.83202
827.362,52.88901
827.545,113.33965
827.728,27.48942
827.911,55.66331
828.095,85.91951
828.278,14.91138
828.461,46.74352
828.644,62.82822
828.827,-15.53825
829.01,56.59609
829.194,53.12596
829.377,39.87384
829.56,85.26674
829.743,126.81447
829.926,134.89546
830.109,-10.28813
830.292,68.99928
830.475,59.62696
830.658,29.79375
830.841,114.43018
831.024,110.01279
831.207,-12.57223
831.39,-88.62577
831.573,159.34529
831.756,79.80578
831.939,1.16329
832.121,15.81027
832.304,39.6636
832.487,41.69841
832.67,78.8713
832.853,-29.48732
833.036,66.98657
833.218,-11.87881
833.401,103.42788
833.584,137.53247
833.767,46.49648
833.949,64.87879
834.132,-29.27441
834.315,25.65886
834.498,88.05407
834.68,81.87279
834.863,113.16443
835.045,39.65737
835.228,38.77809
835.411,22.47446
835.593,56.39379
835.776,-63.99881
835.958,-72.67516
836.141,28.1979
836.324,60.04724
836.506,28.44923
836.689,59.16891
836.871,40.56051
837.054,50.1762
837.236,67.1522
837.419,15.81891
837.601,-2.95703
837.783,-75.8211
837.966,59.8043
838.148,5.74285
838.331,95.37835
838.513,35.05294
838.695,30.46859
838.878,27.74863
839.06,21.30419
839.242,52.91378
839.425,24.76874
839.607,19.71185
839.789,-22.3922
839.971,82.74304
840.154,119.78737
840.336,57.49792
840.518,153.37985
840.7,10.778
840.882,48.38344
841.065,104.36808
841.247,111.7105
841.429,14.88927
841.611,-65.13317
841.793,80.00955
841.975,7.57777
842.157,-19.4183
842.339,-28.09902
842.521,80.41682
842.703,113.31281
842.885,23.38148
843.067,46.04973
843.249,-26.52897
843.431,-7.3027
843.613,30.71182
843.795,10.55573
843.977,135.60344
844.159,20.39379
844.341,-6.16144
844.523,30.22562
844.705,83.46232
844.887,7.57304
845.068,-1.81177
845.25,79.76186
845.432,95.202
845.614,57.73121
845.796,18.3355
845.977,15.12859
846.159,69.0047
846.341,-36.11619
846.523,55.02874
846.704,148.64681
846.886,-2.26879
847.068,86.90948
847.249,-18.05845
847.431,111.19133
847.613,66.02862
847.794,131.99336
847.976,84.78247
848.157,24.75128
848.339,37.59364
848.521,42.83591
848.702,162.05397
848.884,48.63161
849.065,-29.0477
849.247,68.99386
849.428,83.96646
849.61,37.37641
849.791,94.09425
849.973,111.52565
850.154,-57.61755
850.335,-22.86931
850.517,34.15359
850.698,24.07398
850.88,41.94367
851.061,-14.39853
851.242,-26.31438
851.424,-17.82817
851.605,47.91785
851.786,47.86908
851.968,-5.93668
852.149,84.14905
852.33,-51.19204
852.511,-36.5881
852.693,-8.90944
852.874,-9.82381
853.055,42.38825
853.236,-9.59487
853.417,63.7091
853.599,-65.13317
853.78,13.07377
853.961,62.12172
854.142,15.13687
854.323,-100.54176
854.504,55.70257
854.685,-41.88024
854.866,39.87696
855.047,31.40106
855.228,117.96489
855.409,72.1867
855.59,-24.25075
855.771,93.55481
855.952,69.69145
856.133,19.93764
856.314,58.96777
856.495,-48.48016
856.676,47.22716
856.857,-12.56244
857.038,10.79151
857.219,12.85083
857.4,-19.43794
857.58,27.96234
857.761,70.90301
857.942,52.93035
858.123,37.8673
858.304,21.76685
858.484,89.4416
858.665,86.49256
858.846,63.71409
859.027,-16.69811
859.207,54.81701
859.388,75.66635
859.569,32.10803
859.749,-12.57321
859.93,46.1149
860.111,16.73589
860.291,5.51824
860.472,35.99366
860.653,-31.58144
860.833,21.77025
861.014,-19.90992
861.194,94.92063
861.375,73.15946
861.555,5.51867
861.736,10.78137
861.916,32.08285
862.097,-12.11806
862.277,13.30275
862.458,3.22655
862.638,54.77823
862.819,78.69199
862.999,3.22705
863.179,34.59796
863.36,79.1501
863.54,-103.85167
863.721,-5.24942
863.901,99.33123
864.081,41.72456
864.262,50.91463
864.442,126.51693
864.622,88.79682
864.802,61.71245
864.983,-43.92185
865.163,-104.18084
865.343,23.84498
865.523,37.38818
865.703,55.04607
865.884,-15.77692
866.064,29.81245
866.244,-22.64917
866.424,-13.94507
866.604,37.3442
866.784,43.34446
866.964,9.18016
867.145,55.9359
867.325,-85.51514
867.505,17.65436
867.685,-41.39295
867.865,81.69541
868.045,40.80539
868.225,-12.5644
868.405,-57.62203
868.585,30.26819
868.765,95.15698
868.945,-35.90129
869.125,-31.3646
869.304,41.03115
869.484,-6.16481
869.664,58.72473
869.844,17.65574
870.024,4.83128
870.204,-34.74855
870.384,78.94601
870.563,37.12407
870.743,-9.3652
870.923,-49.18235
871.103,21.79587
871.283,19.49057
871.462,7.81292
871.642,34.61965
871.822,45.38457
872.001,21.08692
872.181,45.65659
872.361,52.77617
872.54,49.75365
872.72,43.56667
872.9,31.42326
873.079,86.53362
873.259,33.73547
873.438,-5.47893
873.618,27.9909
873.798,10.79832
873.977,-2.04143
874.157,64.70082
874.336,1.16411
874.516,-64.23765
874.695,16.74244
874.875,30.26819
875.054,16.75164
875.234,11.70721
875.413,16.51083
875.592,17.87494
875.772,11.01807
875.951,41.27307
876.131,20.86781
876.31,-75.49801
876.489,57.32758
876.669,102.95389
876.848,-10.51393
877.027,-31.57897
877.206,44.72585
877.386,46.32579
877.565,52.7512
877.744,15.13095
877.923,14.00395
878.103,-19.44402
878.282,-72.10617
878.461,-14.63543
878.64,58.75256
878.819,39.4501
878.999,-55.81645
879.178,22.70886
879.357,103.24788
879.536,55.3013
879.715,77.11904
879.894,33.27701
880.073,63.77931
880.252,16.97013
880.431,10.79067
880.61,-37.53605
880.789,-91.94307
880.968,66.74696
881.147,16.97279
881.326,-46.90671
881.505,-28.39628
881.684,114.82245
881.863,-19.227
882.042,-43.91842
882.221,0.70671
882.4,99.83651
882.578,-50.54873
882.757,38.99498
882.936,97.0032
883.115,73.59426
883.294,63.69911
883.473,12.62075
883.651,13.52538
883.83,5.74915
884.009,-9.82918
884.188,131.9829
884.366,-38.88967
884.545,62.33596
884.724,70.14927
884.902,-22.87645
885.081,64.22738
885.26,22.91282
885.438,-29.75558
885.617,108.04776
885.796,4.83166
885.974,-223.64858
886.153,109.61568
886.331,35.53846
886.51,40.84396
886.688,24.98018
886.867,95.42345
887.045,6.43113
887.224,42.18584
887.402,43.78194
887.581,10.54913
887.759,84.33818
887.938,23.60488
888.116,25.65486
888.295,71.72906
888.473,52.26429
888.651,71.50023
888.83,5.97271
889.008,19.93764
889.186,54.79544
889.365,64.20209
889.543,46.77287
889.721,107.60689
889.9,0.24792
890.078,-27.65446
890.256,-37.25466
890.434,76.35917
890.613,10.32348
890.791,110.1255
890.969,-13.0302
891.147,38.03964
891.325,63.25139
891.504,6.88693
891.682,13.9842
891.86,75.19664
892.038,30.48766
892.216,76.35316
892.394,40.77983
892.572,126.22778
892.75,9.17442
892.928,13.9842
893.106,-53.29284
893.284,36.23119
893.462,32.33203
893.64,55.24037
893.818,73.85225
893.996,78.25862
894.174,-34.53849
894.352,21.09683
894.53,-41.3994
894.708,15.13569
894.886,-38.89574
895.064,37.5848
895.242,61.8928
895.42,52.547
895.597,80.59455
895.775,27.77269
895.953,11.70078
896.131,-92.5945
896.309,91.07284
896.486,-49.88113
896.664,-1.12598
896.842,11.24189
897.02,-18.96964
897.197,-17.61027
897.375,34.87334
897.553,-58.06643
897.73,13.76177
897.908,-48.76615
898.086,23.85247
898.263,-37.53605
898.441,-53.5427
898.619,-12.34421
898.796,-35.9321
898.974,30.50683
899.151,24.97823
899.329,63.33612
899.506,61.0107
899.684,-1.58539
899.861,1.39354
900.039,89.51228
900.216,129.31713
900.394,25.21106
900.571,-11.66179
900.749,76.40133
900.926,101.84173
901.104,4.60215
901.281,81.84701
901.458,127.76992
901.636,0.70616
901.813,-42.78005
901.99,74.78005
902.168,62.37025
902.345,-30.63157
902.522,84.56697
902.7,55.89208
902.877,69.87102
903.054,111.90493
903.231,72.70314
903.409,181.50145
903.586,94.41889
903.763,149.53932
903.94,95.51566
904.117,163.14355
904.295,205.58154
904.472,238.22254
904.649,210.56194
904.826,268.07653
905.003,172.81955
905.18,218.23075
905.357,294.2966
905.534,280.12193
905.711,290.21189
905.888,265.62036
906.065,379.20557
906.242,224.42646
906.419,331.50669
906.596,367.89656
906.773,327.27056
906.95,291.91276
907.127,246.94943
907.304,277.87946
907.481,350.48135
907.658,359.93061
907.835,215.2056
908.012,336.57504
908.189,302.67365
908.365,231.95668
908.542,309.40568
908.719,354.3671
908.896,330.37222
909.073,302.53909
909.249,292.12149
909.426,328.75868
909.603,380.95588
909.78,370.7344
909.956,313.56648
910.133,273.46889
910.31,379.95964
910.486,231.5554
910.663,339.39123
910.84,251.50975
911.016,254.50012
911.193,174.25288
911.37,167.507
911.546,126.25034
911.723,80.36486
911.899,125.90463
912.076,121.60076
912.252,132.47189
912.429,177.59606
912.605,120.60056
912.782,39.32117
912.958,163.32121
913.135,149.33873
913.311,25.58552
913.488,87.70814
913.664,96.85119
913.841,144.2901
914.017,35.20516
914.193,207.00957
914.37,132.83468
914.546,109.4781
914.722,92.00123
914.899,44.62105
915.075,59.70648
915.251,65.25995
915.428,124.33126
915.604,105.40486
915.78,104.41653
915.956,107.32707
916.133,117.84391
916.309,37.77535
916.485,127.67936
916.661,48.98993
916.837,45.79586
917.014,66.9076
917.19,3.22352
917.366,67.24752
917.542,11.01031
917.718,27.73992
917.894,-75.92675
918.07,0.70632
918.246,-63.13228
918.422,21.3359
918.599,2.76749
918.775,91.08723
918.951,5.51824
919.127,-1.35596
919.303,-49.63656
919.479,-217.42903
919.655,-114.75708
919.83,6.21044
920.006,28.00195
920.182,-3.64472
920.358,-16.23617
920.534,-11.20714
920.71,44.70475
920.886,-55.60039
921.062,30.7311
921.238,-11.8974
921.413,75.06247
921.589,-65.93765
921.765,-13.94942
921.941,-18.53216
922.117,18.36141
922.292,-64.09849
922.468,66.53892
922.644,16.97146
922.819,13.53915
922.995,37.65295
923.171,48.38725
923.347,-6.4004
923.522,42.88633
923.698,56.64946
923.873,10.78305
924.049,-54.28948
924.225,35.32889
924.4,19.04303
924.576,-2.9612
924.751,-69.5249
924.927,8.95468
925.103,-111.45084
925.278,-8.45746
925.454,-18.08531
925.629,40.83107
925.805,31.18925
925.98,-12.57813
926.155,69.76843
926.331,76.17225
926.506,25.93242
926.682,-18.99037
926.857,72.73015
927.033,49.55587
927.208,-45.99395
927.383,-40.00991
927.559,28.21119
927.734,87.42249
927.909,-45.7899
928.085,34.63871
928.26,24.08911
928.435,6.20361
928.61,28.92353
928.786,25.22886
928.961,77.83735
929.136,39.23337
929.311,-14.41882
929.487,31.89151
929.662,78.51262
929.837,-24.04429
930.012,-21.06394
930.187,71.36124
930.362,-5.02625
930.538,-42.81684
930.713,49.29953
930.888,-36.83425
931.063,80.81737
931.238,18.11796
931.413,-65.66222
931.588,82.14712
931.763,14.21864
931.938,78.95851
932.113,96.42316
932.288,2.53807
932.463,-4.55647
932.638,-77.95195
932.813,68.61174
932.988,-42.53776
933.163,14.44987
933.338,20.41616
933.512,-22.4324
933.687,26.59496
933.862,21.54306
934.037,94.76649
934.212,36.25403
934.387,-4.10401
934.562,91.79609
934.736,91.99608
934.911,6.42912
935.086,27.7334
935.261,-104.26956
935.435,-22.198
935.61,68.7434
935.785,59.37458
935.96,-7.76825
936.134,51.80234
936.309,30.72386
936.484,18.56728
936.658,31.63744
936.833,38.95519
937.007,-84.33079
937.182,36.68064
937.357,76.57004
937.531,56.41153
937.706,-41.3994
937.88,30.48289
938.055,-65.65199
938.229,44.23637
938.404,22.01118
938.578,20.16494
938.753,-3.87859
938.927,7.57718
939.102,-9.37841
939.276,78.92728
939.451,15.60466
939.625,91.83975
939.8,-38.68178
939.974,68.57924
940.148,-13.49768
940.323,21.79587
940.497,-68.84315
940.671,14.22644
940.846,93.37746
941.02,106.7332
941.194,3.22705
941.369,-8.45613
941.543,67.76501
941.717,12.39168
941.891,-27.23714
942.066,49.10533
942.24,-47.15421
942.414,-3.64358
942.588,62.88277
942.762,-112.72159
942.936,-176.62902
943.111,-48.77379
943.285,-6.39738
943.459,2.54006
943.633,41.49231
943.807,-17.14955
943.981,59.88905
944.155,18.11654
944.329,-13.7236
944.503,-48.7891
944.677,-42.78338
944.851,62.41453
945.025,16.28312
945.199,-31.12565
945.373,44.04552
945.547,5.51997
945.721,32.08537
945.895,-19.22851
946.069,-28.15376
946.243,-0.20983
946.417,-7.77008
946.591,-14.17958
946.765,22.71065
946.939,-61.9822
947.112,-28.61208
947.286,-40.48975
947.46,0.24823
947.634,54.55361
947.808,49.55978
