wavelength_nm,intensity,source_count
411.15,576.4751866666667,12
411.365,601.6348575000001,12
411.58,703.9339308333333,12
411.795,613.5050433333333,12
412.01,670.1375608333334,12
412.225,642.9946591666667,12
412.439,589.3933416666666,12
412.654,635.2808975,12
412.869,672.4685733333333,12
413.084,624.8107383333332,12
413.299,547.3306441666667,12
413.513,586.8099275,12
413.728,612.4458225,12
413.943,685.2313508333333,12
414.157,682.5048016666666,12
414.372,598.46701,12
414.587,717.4301333333333,12
414.801,677.1724416666667,12
415.016,628.5076891666668,12
415.231,606.8521424999999,12
415.445,644.5518816666669,12
415.66,662.8780799999998,12
415.874,633.5396966666666,12
416.089,633.4907666666667,12
416.304,695.2431099999999,12
416.518,827.7478274999999,12
416.733,800.2342175,12
416.947,620.8668433333332,12
417.162,771.6716533333333,12
417.376,737.7476758333333,12
417.59,726.1489308333333,12
417.805,694.0183691666666,12
418.019,736.3915125,12
418.234,698.7940966666666,12
418.448,704.3533033333334,12
418.663,688.1320083333334,12
418.877,777.572775,12
419.091,777.6413575,12
419.306,764.6889358333333,12
419.52,718.7545591666667,12
419.734,834.074225,12
419.949,921.7296025,12
420.163,694.2121016666666,12
420.377,675.8279033333332,12
420.591,806.9532541666666,12
420.806,800.2154033333335,12
421.02,660.9908166666665,12
421.234,719.1638191666666,12
421.448,833.5127491666667,12
421.663,725.3427,12
421.877,712.9712599999999,12
422.091,702.5062375000001,12
422.305,844.7472658333332,12
422.519,833.5507600000001,12
422.733,760.7752308333332,12
422.947,732.2977916666667,12
423.161,812.2545416666667,12
423.376,794.2232533333332,12
423.59,904.4541266666669,12
423.804,767.3224208333331,12
424.018,831.2263800000001,12
424.232,818.6580083333333,12
424.446,882.7844458333334,12
424.66,848.984125,12
424.874,801.2042499999999,12
425.088,765.51705,12
425.302,1428.6308841666666,12
425.515,806.0157541666667,12
425.729,899.8508833333332,12
425.943,857.4583074999999,12
426.157,801.6710125000001,12
426.371,908.1336008333333,12
426.585,910.1675758333334,12
426.799,879.9244399999999,12
427.013,895.1386199999998,12
427.226,858.8272433333333,12
427.44,837.5108625000001,12
427.654,954.9787616666666,12
427.868,1037.181180833333,12
428.081,787.7225949999998,12
428.295,881.5107908333334,12
428.509,813.0073683333334,12
428.723,847.2438966666668,12
428.936,780.8043908333333,12
429.15,878.6298683333333,12
429.364,982.3578875000002,12
429.577,747.2019566666668,12
429.791,843.8868316666667,12
430.005,950.6235633333332,12
430.218,853.4968866666668,12
430.432,803.8240266666663,12
430.645,829.5636900000001,12
430.859,828.3072716666667,12
431.073,843.2113875,12
431.286,795.9283325,12
431.5,834.2598958333332,12
431.713,938.3955841666665,12
431.927,884.3860241666666,12
432.14,858.6287491666667,12
432.354,798.1527158333333,12
432.567,828.0020791666667,12
432.781,835.5766075000001,12
432.994,871.9464791666666,12
433.207,835.3991108333333,12
433.421,874.4404108333333,12
433.634,950.0253058333333,12
433.848,1145.5186425,12
434.061,862.6833999999998,12
434.274,885.5784075,12
434.488,855.5988491666667,12
434.701,1105.1842350000002,12
434.914,949.6101033333333,12
435.127,922.9242149999999,12
435.341,1024.3644483333335,12
435.554,821.0818074999999,12
435.767,917.0323766666666,12
435.98,890.9446483333332,12
436.194,917.1574249999999,12
436.407,843.3272808333332,12
436.62,930.1158091666666,12
436.833,979.5220475000001,12
437.046,927.3224958333334,12
437.259,984.7122066666666,12
437.473,1079.9754225,12
437.686,985.1233333333334,12
437.899,1117.3850191666666,12
438.112,1045.2204,12
438.325,892.4950125,12
438.538,959.9008324999999,12
438.751,1018.3116141666668,12
438.964,1135.4192058333335,12
439.177,1076.979175,12
439.39,1028.7532375,12
439.603,1129.9973775,12
439.816,1034.354525,12
440.029,1008.3303016666667,12
440.242,1199.2437483333333,12
440.455,1181.0218883333334,12
440.668,1118.3869025000001,12
440.881,969.9787141666666,12
441.094,1081.8294458333337,12
441.306,1138.1303483333334,12
441.519,1216.2780566666668,12
441.732,1191.0879308333333,12
441.945,1216.24553,12
442.158,1199.1019233333334,12
442.37,1127.5916808333334,12
442.583,1177.9125741666664,12
442.796,1212.2350408333334,12
443.009,1249.1664883333333,12
443.222,1214.7602241666668,12
443.434,1175.8832249999998,12
443.647,1267.1168616666666,12
443.86,1389.3458116666663,12
444.072,1439.266883333333,12
444.285,1244.9531733333333,12
444.498,1400.0549008333335,12
444.71,1272.885775,12
444.923,1280.8584999999998,12
445.136,1268.2125341666665,12
445.348,1284.8204033333334,12
445.561,1277.480458333333,12
445.773,1277.3275725,12
445.986,1212.1901033333334,12
446.198,1373.2508308333333,12
446.411,1328.3372433333336,12
446.623,1423.7867258333335,12
446.836,1293.0928199999998,12
447.048,1344.983225,12
447.261,1473.2704775000002,12
447.473,1428.8429583333334,12
447.686,1434.6557525,12
447.898,1558.2301575,12
448.11,1506.1787391666667,12
448.323,3823.9045149999997,12
448.535,1467.7709250000005,12
448.748,1461.1493866666667,12
448.96,1443.8436183333333,12
449.172,1462.743028333333,12
449.385,1415.8738708333333,12
449.597,1501.3483425000002,12
449.809,1431.4034783333336,12
450.021,1487.0669983333335,12
450.234,1528.6719891666664,12
450.446,1598.0384416666666,12
450.658,1516.9279516666668,12
450.87,1388.6689816666667,12
451.083,1639.8717599999998,12
451.295,1555.9974741666665,12
451.507,1525.0920383333334,12
451.719,1434.4326716666667,12
451.931,1520.546120833333,12
452.143,1564.5240366666667,12
452.356,1474.760641666667,12
452.568,1483.9323516666666,12
452.78,1693.2251291666669,12
452.992,1543.101239166667,12
453.204,1674.5222333333334,12
453.416,1524.2514941666668,12
453.628,1562.5120366666667,12
453.84,1592.3140083333335,12
454.052,1583.8960775000003,12
454.264,1632.183963333333,12
454.476,1586.7486649999994,12
454.688,1726.0695749999995,12
454.9,1634.3438050000002,12
455.112,1570.7208083333335,12
455.324,1521.9823,12
455.536,1633.5141208333332,12
455.747,1598.1404383333336,12
455.959,1647.1666400000001,12
456.171,1691.4420275,12
456.383,1565.5489308333333,12
456.595,1716.584798333333,12
456.807,1566.4124758333335,12
457.018,1521.9725691666665,12
457.23,1636.9765708333332,12
457.442,1663.7668858333334,12
457.654,1714.1598008333337,12
457.865,1607.9459516666666,12
458.077,1844.3019041666664,12
458.289,1571.0138741666672,12
458.501,1612.167565,12
458.712,1631.8059033333332,12
458.924,1820.7207191666669,12
459.136,1699.9765108333331,12
459.347,1615.8055133333335,12
459.559,1609.0355033333335,12
459.77,1724.7750091666667,12
459.982,1732.1411008333337,12
460.194,1793.717459166667,12
460.405,1603.1791200000005,12
460.617,1737.5121158333334,12
460.828,1782.7675825,12
461.04,1706.2605225,12
461.251,1772.3198599999998,12
461.463,2060.1157741666666,12
461.674,1936.8916058333334,12
461.886,1879.5011575,12
462.097,1681.903391666667,12
462.309,1874.5439450000001,12
462.52,1809.8925158333334,12
462.731,1860.8303324999997,12
462.943,1850.3064383333333,12
463.154,1792.4925683333333,12
463.366,1970.9487433333331,12
463.577,1893.9486416666666,12
463.788,1917.27825,12
464.0,1904.90561,12
464.211,1891.8183583333332,12
464.422,1997.1581308333334,12
464.634,1927.0690883333334,12
464.845,2032.4608425,12
465.056,2041.461304166667,12
465.267,2033.3676066666665,12
465.478,1829.4153991666665,12
465.69,2030.5237541666665,12
465.901,2071.1520891666664,12
466.112,1952.990421666667,12
466.323,1972.7353341666667,12
466.534,2110.8744899999997,12
466.745,2290.839069166667,12
466.957,2134.2629433333336,12
467.168,1989.9641758333335,12
467.379,2135.0215383333334,12
467.59,2013.9988733333332,12
467.801,2018.779430833333,12
468.012,2090.5013658333332,12
468.223,2159.4972466666673,12
468.434,2100.841698333333,12
468.645,2162.8923575000003,12
468.856,2269.463259166667,12
469.067,2301.8142008333334,12
469.278,2232.410735,12
469.489,2179.6623933333335,12
469.7,2100.975209166667,12
469.911,2153.696833333333,12
470.122,2260.5125158333335,12
470.333,2326.307746666667,12
470.543,2142.2732916666664,12
470.754,2343.4313758333337,12
470.965,2366.686684166667,12
471.176,2251.6287116666667,12
471.387,2373.276553333333,12
471.598,2284.723633333333,12
471.808,2329.089248333333,12
472.019,2309.0515775,12
472.23,2331.7076183333334,12
472.441,2372.4636958333335,12
