CENTRALWAVELNG,PL_TRANDEP
1.69236,1.83425
1.69334,1.81433
1.69432,1.82488
1.69531,1.86249
1.69629,1.87147
1.69727,1.86218
1.69825,1.86159
1.69923,1.88937
1.70021,1.87677
1.70119,1.88896
1.70217,1.90081
1.70315,1.93648
1.70414,1.87421
1.70512,1.91613
1.7061,1.78011
1.70708,1.87878
1.70806,1.90408
1.70904,1.82368
1.71002,1.88304
1.711,1.90902
1.71199,1.84189
1.71297,1.8611
1.71395,1.87836
1.71493,1.84519
1.71591,1.85903
1.71689,1.83833
1.71787,1.90398
1.71886,1.85875
1.71984,1.88686
1.72082,1.85647
1.7218,1.88571
1.72278,1.84641
1.72376,1.86803
1.72474,1.85274
1.72573,1.84678
1.72671,1.85096
1.72769,1.92783
1.72867,1.85464
1.72965,1.8714
1.73063,1.83097
1.73162,1.82411
1.7326,1.80396
1.73358,1.8151
1.73456,1.85695
1.73554,1.80549
1.73652,1.87704
1.73751,1.83762
1.73849,1.91665
1.73947,1.87957
1.74045,1.89212
1.74143,1.90628
1.74242,1.87927
1.7434,1.83696
1.74438,1.86098
1.74536,1.86584
1.74634,1.91689
1.74732,1.92803
1.74831,1.81156
1.74929,1.88686
1.75027,1.8871
1.75125,1.88639
1.75223,1.87597
1.75322,1.83475
1.7542,1.89695
1.75518,1.89927
1.75616,1.8719
1.75714,1.86186
1.75813,1.96214
1.75911,1.79177
1.76009,1.87869
1.76107,1.82387
1.76205,1.86271
1.76304,1.90794
1.765,1.85841
1.76598,1.86884
1.76697,1.86642
1.76795,1.9235
1.76893,1.83477
1.76991,1.88648
1.77089,1.91828
1.77188,1.89631
1.77286,1.82442
1.77384,1.93034
1.77482,1.90899
1.77581,1.83152
1.77679,1.87514
1.77777,1.92096
1.77875,1.86913
1.77973,1.88221
1.78072,1.86993
1.7817,1.81945
1.78268,1.94365
1.78366,1.78799
1.78465,1.89962
1.78563,1.82832
1.78661,1.8481
1.78759,1.93269
1.78858,1.9078
1.78956,1.85301
1.79054,1.84878
1.79152,1.84414
1.79251,1.88094
1.79349,1.86191
1.79447,1.83427
1.79545,1.86904
1.79644,1.9744
1.79742,1.83726
1.7984,1.87757
1.79938,1.82014
1.80037,1.89269
1.80135,1.85064
1.80233,1.91054
1.80331,1.83224
1.8043,1.86134
1.80528,1.89958
1.80626,1.83427
1.80724,1.85518
1.80823,1.92429
1.80921,1.89226
1.81019,1.85758
1.81117,1.90063
1.81216,1.89758
1.81314,1.90586
1.81412,1.91743
1.81511,1.89764
1.81609,1.93797
1.81707,1.82744
1.81805,1.84299
1.81904,1.86086
1.82002,1.85109
1.821,1.94494
1.82198,1.92403
1.82297,1.93524
1.82395,1.82878
1.82493,1.82304
1.82592,1.88017
1.8269,1.88617
1.82788,1.81739
1.82886,1.90138
1.82985,1.86141
1.83083,1.87461
1.83181,1.88818
1.8328,1.88219
1.83378,1.8431
1.83476,1.87566
1.83574,1.91716
1.83673,1.90197
1.83771,1.89395
1.83869,1.95738
1.83968,1.8046
1.84066,1.85471
1.84164,1.82689
1.84262,1.78129
1.84361,1.93916
1.84459,1.84964
1.84557,1.88759
1.84656,1.8919
1.84754,1.90102
1.84852,1.95627
1.8495,1.80179
1.85049,1.93896
1.85147,1.82643
1.85245,1.95522
1.85344,1.93215
1.85442,1.87039
1.8554,1.87803
1.85639,1.85406
1.85737,1.94784
1.85835,1.94526
1.85933,1.9433
1.86032,1.89479
1.8613,1.88617
1.86228,1.90141
1.86327,1.83933
1.86425,1.88559
1.86523,1.81255
1.86622,1.88146
1.8672,1.90841
1.86818,1.86402
1.86916,1.87797
1.87015,1.92676
1.87113,1.91744
1.87211,1.94337
1.8731,1.85505
1.87408,1.84535
1.87506,1.92861
1.87605,1.84119
1.87703,1.8935
1.87801,1.9179
1.879,1.89235
1.87998,1.91043
1.88096,1.86782
1.88194,1.82062
1.88293,1.85302
1.88391,1.94263
1.88489,1.84417
1.88588,1.90571
1.88686,1.94263
1.88784,1.88348
1.88883,1.89232
1.88981,1.82947
1.89079,1.86128
1.89178,1.79798
1.89276,1.91632
1.89374,1.82118
1.89473,1.8714
1.89571,1.82438
1.89669,1.9646
1.89767,1.92178
1.89866,1.83438
1.89964,1.89538
1.90062,1.84749
1.90161,1.83453
1.90259,1.92489
1.90357,1.94714
1.90456,1.83404
1.90554,1.88186
1.90652,1.90447
1.90751,1.85657
1.90849,1.9416
1.90947,1.91935
1.91046,1.8774
1.91144,1.88029
1.91242,1.88005
1.91341,1.89073
1.91439,1.94519
1.91537,1.90224
1.91636,1.95248
1.91734,1.91055
1.91832,1.81168
1.92029,1.84634
1.92127,1.89693
1.92226,1.96747
1.92324,1.95816
1.92422,1.93627
1.92521,1.97964
1.92619,1.91428
1.92717,1.85444
1.92816,1.79051
1.92914,1.87937
1.93012,1.97569
1.93209,1.96055
1.93307,1.89553
1.93405,1.90676
1.93504,1.87827
1.93602,1.9496
1.937,1.972
1.93799,1.84944
1.93897,1.96165
1.94094,1.92919
1.94192,1.95986
1.9429,1.9158
1.94389,1.85681
1.94487,1.90495
1.94585,1.83912
1.94684,1.93679
1.94782,1.94055
1.9488,1.89389
1.94979,1.90265
1.95077,1.94098
1.95175,1.8464
1.95274,1.8459
1.95372,1.93967
1.9547,1.84506
1.95667,1.86022
2.01371,1.87498
2.01567,1.89659
2.01666,1.84312
2.01764,1.93206
2.01862,1.87892
2.01961,1.89677
2.02059,1.83697
2.02157,1.86499
2.02256,1.82606
2.02354,1.83283
2.02551,1.89389
2.02649,1.9177
2.02747,1.898
2.02846,1.87869
2.02944,1.79012
2.03141,1.85873
2.03239,1.88455
2.03337,1.79917
2.03436,1.80373
2.03534,1.82786
2.03632,1.89068
2.03731,1.98027
2.03829,1.87079
2.03927,1.89718
2.04026,1.94502
2.04124,1.88744
2.04222,1.91495
2.04321,1.85234
2.04419,1.87924
2.04517,1.91605
2.04616,1.79473
2.04714,1.82944
2.04813,1.85694
2.04911,1.82299
2.05009,1.82592
2.05108,1.82612
2.05206,1.75273
2.05304,1.95736
2.05403,1.81461
2.05501,1.96704
2.05599,1.91091
2.05698,1.93069
2.05796,1.83371
2.05894,1.82713
2.05993,1.89255
2.06091,1.91049
2.06189,1.8525
2.06288,1.94496
2.06386,1.93571
2.06484,1.96507
2.06583,1.85678
2.06681,1.95208
2.06779,1.94542
2.06878,1.77481
2.06976,1.8908
2.07074,1.91547
2.07173,1.83009
2.07271,1.90097
2.07369,1.87178
2.07468,1.99495
2.07566,1.79611
2.07664,1.88653
2.07763,1.82592
2.07861,1.83817
2.07959,1.88885
2.08058,1.91504
2.08156,1.97304
2.08254,1.93207
2.08353,1.89678
2.08451,1.76901
2.0855,1.90914
2.08648,1.88162
2.08746,1.84091
2.08845,1.90274
2.08943,1.84634
2.09041,1.85463
2.0914,1.89295
2.09238,1.70918
2.09336,1.81038
2.09435,1.76748
2.09533,1.74355
2.09631,1.87449
2.0973,1.93604
2.09828,1.90668
2.09926,1.79989
2.10025,1.90381
2.10123,1.79093
2.10221,1.90674
2.1032,2.03425
2.10418,1.8091
2.10516,1.8058
2.10615,1.87473
2.10713,1.92152
2.10811,1.87363
2.1091,1.9076
2.11008,1.9207
2.11106,2.02816
2.11205,1.83081
2.11303,1.88332
2.11402,1.83814
2.115,1.86531
2.11598,1.83467
2.11697,1.76624
2.11795,1.99434
2.11893,1.81514
2.11992,1.94241
2.1209,1.90574
2.12188,1.85819
2.12287,1.91755
2.12385,1.81603
2.12483,1.8864
2.12582,1.91591
2.1268,1.80724
2.12778,1.95069
2.12877,1.77854
2.12975,1.90502
2.13073,1.80746
2.13172,1.87356
2.1327,1.82483
2.13368,1.9022
2.13467,1.84341
2.13565,1.77795
2.13664,1.88528
2.13762,1.83635
2.1386,1.87728
2.13959,1.89042
2.14057,1.8381
2.14155,1.81064
2.14254,1.79428
2.14352,1.90032
2.1445,1.9437
2.14549,1.89297
2.14647,1.8172
2.14745,1.93346
2.14844,1.96741
2.14942,2.00672
2.1504,1.89896
2.15139,1.90283
2.15237,1.79421
2.15336,1.81583
2.15434,1.79558
2.15532,1.75298
2.15631,1.79481
2.15729,1.87811
2.15827,1.85501
2.15926,1.96185
2.16024,1.88807
2.16122,1.83855
2.16221,1.75594
2.16319,1.8689
2.16417,1.80915
2.16516,1.77226
2.16614,1.83234
2.16713,1.96431
2.16811,1.86931
2.16909,1.90974
2.17008,1.67631
2.17106,2.0104
2.17204,1.85604
2.17303,1.99706
2.17401,1.77161
2.17499,1.90462
2.17598,1.87405
2.17696,2.01432
2.17794,1.9568
2.17893,1.80119
2.17991,1.94657
2.1809,1.8487
2.18188,1.88724
2.18286,1.90632
2.18385,1.93142
2.18483,1.80032
2.18581,1.94177
2.1868,1.89821
2.18778,1.87559
2.18877,1.88177
2.18975,1.83213
2.19073,1.93365
2.19172,1.74669
2.1927,1.90076
2.19368,1.87853
2.19467,1.69863
2.19565,1.98328
2.19663,1.89656
2.19762,1.90642
2.1986,1.85069
2.19959,1.77395
2.20057,1.9371
2.20155,1.83072
2.20254,1.89165
2.20352,1.93529
2.2045,1.91756
2.20549,1.84329
2.20647,1.98333
2.20746,1.88733
2.20844,1.80277
2.20942,1.85557
2.21041,1.93647
2.21139,1.81512
2.21237,1.79046
2.21336,1.98651
2.21434,1.8072
2.21533,1.847
2.21631,2.0195
2.21729,1.99102
2.21828,1.84016
2.21926,1.91762
2.22025,1.77594
2.22123,1.88905
2.22221,1.92072
2.2232,2.03971
2.22418,1.8745
2.22516,1.81397
2.22615,1.7984
2.22713,1.84992
2.22812,1.8759
2.2291,1.84588
2.23008,1.81932
2.23107,1.8408
2.23205,1.88604
2.23304,1.98738
2.23402,1.91974
2.235,1.96826
2.23599,1.74934
2.23697,1.89548
2.23796,1.9621
2.23894,1.95499
2.23992,1.81406
2.24091,1.86034
2.24189,1.77612
2.24287,1.96589
2.24386,1.72789
2.24484,1.82337
2.24583,1.85181
2.24681,1.87699
2.24779,1.83726
2.24878,1.84812
2.24976,1.87252
2.25075,1.98487
2.25173,1.87752
2.25272,1.80812
2.2537,1.86001
2.25468,1.92099
2.25567,1.87089
2.25665,1.82754
2.25764,1.87728
2.25862,1.91449
2.2596,1.9589
2.26059,1.9109
2.26157,1.91187
2.26256,1.76765
2.26354,1.75964
2.26452,1.82388
2.26551,1.83516
2.26649,1.73327
2.26748,1.83014
2.26846,1.85273
2.26945,1.90968
2.27043,1.79908
2.27141,2.0748
2.2724,1.80835
2.27338,1.9039
2.27437,2.02395
2.27535,1.78486
2.27634,1.88856
2.27732,1.94145
2.2783,1.88378
2.27929,1.91355
2.28027,1.87053
2.28126,1.91279
2.28224,1.85634
2.28323,1.76424
2.28421,1.86401
2.28519,1.9022
2.28618,1.93951
2.28716,1.71532
2.28815,2.02203
2.28913,1.80153
2.29012,1.99563
2.2911,1.89446
2.29209,1.89241
2.29307,1.83962
2.29405,1.83906
2.29504,1.81069
2.29602,1.83405
2.29701,1.83343
2.29799,1.90529
2.29898,1.91845
2.29996,1.95588
2.30095,1.83853
2.30193,1.81346
2.30291,1.92308
2.3039,2.03728
2.30488,1.77337
2.30587,1.87303
2.30685,1.96869
2.30784,1.82763
2.30882,1.74101
2.30981,1.88646
2.31079,1.90077
2.31178,1.85939
2.31276,1.8183
2.31375,1.78664
2.31473,1.95915
2.31572,1.92194
2.3167,2.03678
2.31768,1.90084
2.31867,1.91477
2.31965,1.87959
2.32064,1.90022
2.32162,2.00779
2.32261,1.95068
2.32359,1.91016
2.32458,1.92239
2.32556,1.77188
2.32655,1.87784
2.32753,2.00886
2.32852,1.98513
2.3295,1.8302
2.33049,1.8956
2.33147,1.95603
2.33246,1.89799
2.33344,1.98961
2.33443,1.95947
2.33541,1.94811
2.3364,1.9405
2.33738,1.76573
2.33837,1.88002
2.33935,1.84599
2.34034,1.94579
2.34132,1.91283
2.34231,1.97037
2.34329,1.87498
2.34428,2.04763
2.34526,1.94842
2.34625,1.87502
2.34723,1.96062
2.34822,1.96109
2.3492,1.78266
2.35019,1.95069
2.35118,1.85771
2.35216,1.85748
2.35315,1.96599
2.35413,1.87698
2.35512,1.88093
2.3561,1.84361
2.35709,1.86553
2.35807,1.7704
2.35906,1.96162
2.36004,1.72597
2.36103,1.84008
2.36201,1.91434
2.363,1.82054
2.36399,1.93303
2.36497,1.87862
2.36596,1.88076
2.36694,2.06213
2.36793,1.91166
2.36891,1.87246
2.3699,1.94652
2.37088,1.95861
2.37187,1.9148
2.37286,1.83823
2.37384,1.77546
2.37483,1.99962
2.37581,1.7081
2.3768,1.84124
2.37778,1.93674
2.37877,1.96766
2.37976,1.91119
2.38074,1.96214
2.38173,1.81934
2.38271,1.74986
2.3837,1.88589
2.38468,1.92494
2.38567,1.82036
2.38666,1.85252
2.38764,2.00544
2.38863,1.78267
2.38961,1.83018
2.3906,1.86599
2.39159,1.8775
2.39257,1.80903
2.39356,1.6612
2.39454,1.72945
2.39553,1.86188
2.39652,1.91097
2.3975,1.89649
2.39849,1.74144
2.39948,1.88849
2.40046,1.93672
2.40145,1.84545
2.40243,1.83867
2.40342,1.85275
2.40441,1.93082
2.40539,1.882
2.40638,2.05074
2.40737,1.85824
2.40835,1.93411
2.40934,1.81241
2.41032,2.0445
2.41131,1.85666
2.4123,1.983
2.41328,1.87229
2.41427,1.78312
2.41526,1.7525
2.41624,1.91607
2.41723,1.82014
2.41822,1.95404
2.4192,1.95514
2.42019,1.84425
2.42118,1.8962
2.42216,1.7767
2.42315,1.92392
2.42414,1.93804
2.42512,1.82528
2.42611,1.84116
2.4271,1.86797
2.42809,1.99067
2.42907,1.77151
2.43006,1.89577
2.43105,2.00174
2.43203,1.76752
2.43302,1.93116
2.43401,1.90262
2.43499,1.73191
2.43598,1.7941
2.43697,1.91829
2.43796,1.75794
2.43894,1.81951
2.43993,1.71788
2.44092,1.98058
2.4419,2.05186
2.44289,1.86477
2.44388,1.79973
2.44487,1.821
2.44585,1.97646
2.44684,1.99458
2.44783,1.94009
2.44882,1.8748
2.4498,1.96906
2.45079,1.87385
2.45178,1.96194
2.45277,1.99437
2.45375,1.91459
2.45474,1.94885
2.45573,1.89868
2.45672,1.84102
2.4577,1.88662
2.45869,1.81425
2.45968,1.84652
2.46067,1.9383
2.46165,1.89946
2.46264,1.82166
2.46363,1.83233
2.46462,1.84972
2.46561,1.85206
2.46659,1.94612
2.46758,1.98755
2.46857,1.79833
2.46956,1.8875
2.47055,2.0158
2.47153,1.94206
2.47252,1.84413
2.47351,2.00344
2.4745,1.90465
2.47549,1.84416
2.47648,1.86589
2.47746,1.79527
2.47845,1.97943
2.47944,1.84706
2.48043,2.01657
2.48142,1.96715
2.48241,1.87586
2.48339,1.94831
2.48438,1.91858
2.48537,1.93328
2.48636,1.77781
2.48735,1.78673
2.48834,2.07827
2.48933,2.10654
2.49031,1.9819
2.4913,1.87199
2.49229,1.97076
2.49328,1.85049
2.49427,2.01906
2.49526,1.68818
2.49625,1.98258
2.49724,1.81005
2.49823,1.86513
2.49922,2.02069
2.5002,2.0101
2.50119,1.95723
2.50218,1.97088
2.50317,2.05752
2.50416,2.10701
2.50515,1.95877
2.50614,1.89941
2.50713,1.83046
2.50812,1.91378
2.50911,2.01108
2.5101,1.91791
2.51109,1.89686
2.51208,2.00961
2.51307,1.99037
2.51406,1.77172
2.51504,1.85812
2.51603,2.04319
2.51702,1.94253
2.51801,1.84006
2.519,1.7491
2.51999,2.02975
2.52098,1.97575
2.52197,2.04574
2.52296,1.8901
2.52395,2.112
2.52494,1.98047
2.52593,1.85628
2.52692,1.89368
2.52791,2.00128
2.5289,2.01424
2.52989,2.01009
2.53088,1.70708
2.53187,1.81722
2.53286,2.0891
2.53385,1.88009
2.53485,1.71787
2.53584,1.9911
2.53683,1.76861
2.53782,1.87244
2.53881,1.86628
2.5398,1.82258
2.54079,1.94714
2.54178,2.03759
2.54277,1.88613
2.54376,1.92544
2.54475,1.9247
2.54574,1.94255
2.54673,1.70397
2.54772,1.94782
2.54872,2.13166
2.54971,2.08609
2.5507,1.98052
2.55169,1.94026
2.55268,1.86829
2.55367,1.93052
2.55466,2.07525
2.55565,1.98484
2.55664,1.88558
2.55764,1.89765
2.55863,1.91228
2.55962,1.92369
2.56061,1.89011
2.5616,2.02719
2.56259,1.88599
2.56359,1.72249
2.56458,1.93281
2.56557,1.84245
2.56656,1.87266
2.56755,1.81781
2.56854,1.90409
2.56954,1.96497
2.57053,1.88082
2.57152,1.95229
2.57251,2.14835
2.5735,1.99994
2.5745,1.91785
2.57549,1.70295
2.57648,1.8256
2.57747,2.06334
2.57847,2.02156
2.57946,1.83952
2.58045,1.92096
2.58144,2.01825
2.58244,1.82104
2.58343,1.99519
2.58442,1.98704
2.58541,1.71154
2.58641,2.16237
2.5874,1.87387
2.58839,1.82859
2.58938,1.79273
2.59038,1.96389
2.59137,1.92074
2.59236,2.04093
2.59336,1.93211
2.59435,1.85032
2.59534,1.88398
2.59634,2.04874
2.59733,1.71936
2.59832,2.05236
2.59932,1.6916
2.60031,1.76073
2.6013,1.85944
2.6023,1.81661
2.60329,1.94707
2.60428,1.87196
2.60528,2.0069
2.60627,1.72422
2.60727,2.05948
2.60826,1.869
2.60925,1.79834
2.61025,1.98173
2.61124,1.85861
2.61223,1.84918
2.61323,2.10696
2.61422,1.69569
2.61522,2.01567
2.61621,1.78793
2.61721,1.90823
2.6182,2.13047
2.61919,1.8504
2.62019,2.03852
2.62118,2.01549
2.62218,1.92625
2.62317,1.99277
2.62417,2.04149
2.62516,2.08099
2.62616,1.80583
2.62715,1.99314
2.62815,2.05198
2.62914,1.97119
2.63014,1.91701
2.63113,2.0603
2.63213,1.9257
2.63312,1.9178
2.63412,1.86413
2.63511,1.78467
2.63611,1.98103
2.6371,2.01141
2.6381,1.94922
2.6391,2.03284
2.64009,1.94732
2.64109,1.81384
2.64208,1.91135
2.64308,2.00834
2.64407,1.92534
2.64507,1.98329
2.64607,1.86802
2.64706,1.91591
2.64806,1.91719
2.64906,1.9239
2.65005,1.67097
2.65105,1.86239
2.65204,1.84916
2.65304,1.88941
2.65404,1.89931
2.65503,1.95027
2.65603,1.8867
2.65703,1.90334
2.65802,1.62302
2.65902,1.98393
2.66002,1.69959
2.66101,1.9826
2.66201,1.80734
2.66301,2.14287
2.66401,1.93811
2.665,1.86538
2.666,2.23385
2.667,1.9138
2.66799,1.83366
2.66899,1.97765
2.66999,2.08775
2.67099,2.03705
2.67199,2.09255
2.67298,1.97416
2.67398,1.71783
2.67498,1.91924
2.67598,2.05184
2.67697,1.8942
2.67797,1.73292
2.67897,1.91691
2.67997,2.00068
2.68097,2.10779
2.68197,1.93958
2.68296,2.05542
2.68396,1.92581
2.68496,1.89819
2.68596,1.80219
2.68696,1.95288
2.68796,1.90323
2.68896,1.98621
2.68995,1.99611
2.69095,1.94093
2.69195,1.86456
2.69295,2.11132
2.69395,1.82658
2.69495,2.00958
2.69595,1.87913
2.69695,1.99887
2.69795,2.06328
2.69895,1.80888
2.69995,2.09735
2.70095,2.2478
2.70195,1.99305
2.70295,2.07816
2.70395,1.85081
2.70495,2.05448
2.70595,1.95025
2.70695,2.01057
2.70795,2.01544
2.70895,1.97143
2.70995,1.89837
2.71095,1.73788
2.71195,1.8397
2.71295,1.95014
2.71395,2.2686
2.71495,1.87184
2.71595,1.99649
2.71695,1.97244
2.71795,2.01891
2.71895,1.83099
2.71995,1.99297
2.72095,2.07858
2.72196,2.05734
2.72296,1.76076
2.72396,2.12894
2.72496,1.90407
2.72596,2.04254
2.72696,2.0801
2.72796,1.95909
2.72897,2.09232
2.72997,1.97269
2.73097,1.85327
2.73197,2.06066
2.73297,1.99463
2.73398,1.75966
2.73498,1.72754
2.73598,2.00256
2.73698,1.86269
2.73799,1.91984
2.73899,2.01042
2.73999,1.91676
2.74099,1.79464
2.742,1.7347
2.743,1.76927
2.744,1.82933
2.745,1.90875
2.74601,1.92555
2.74701,1.86294
2.74801,1.8709
2.74902,1.90344
2.75002,1.90131
2.75102,2.09358
2.75203,1.99732
2.75303,1.90133
2.75403,2.07791
2.75504,1.97865
2.75604,2.06822
2.75705,1.9561
2.75805,2.08357
2.75905,1.99092
2.76006,1.92234
2.76106,1.96722
2.76207,1.8089
2.76307,2.11964
2.76408,1.94863
2.76508,1.83802
2.76609,1.95523
2.76709,2.03429
2.7681,1.92762
2.7691,1.68653
2.77011,1.84704
2.77111,1.76422
2.77212,2.22253
2.77413,1.88825
2.77513,1.83023
2.77614,2.01674
2.77714,1.70674
2.77815,2.13025
2.77916,1.70485
2.78016,1.70212
2.78117,1.73669
2.78217,1.92807
2.78318,1.84938
2.78419,1.88986
2.78519,2.09857
2.7862,1.81997
2.78721,1.78902
2.78922,2.00282
2.79023,1.96685
2.79123,2.01347
2.79224,1.73099
2.79325,1.89381
2.79425,1.88776
2.79526,1.92657
2.79627,2.03377
2.79728,1.94479
2.79828,1.97372
2.79929,2.18787
2.8003,1.70517
2.80131,1.91032
2.80232,1.93848
2.80332,1.73043
2.80433,2.08502
2.80534,2.16338
2.80635,2.09849
2.80736,1.98736
2.80837,2.15948
2.80937,2.18345
2.81139,2.10055
2.8124,2.01466
2.81341,1.80848
2.81442,1.90828
2.81543,2.14533
2.81644,1.73467
2.81745,1.88584
2.81846,2.10063
2.81947,1.93013
2.82048,2.12758
2.82149,1.99144
2.8225,2.00546
2.82351,1.84833
2.82452,1.93849
2.82553,2.04637
2.82654,1.8191
2.82755,1.81864
2.82856,1.941
