x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004
482.539,3469.049344,9182.7364554637,-0.0005642162,482.539,1153.560342,482.539,1786.110168,482.539,1311.6977985
482.749,3431.924302,9174.3119266055,-0.0006943159,482.749,1180.287446,482.749,1961.299216,482.749,1375.5403885
482.959,3438.53963,9165.9028414299,-0.0006943159,482.959,1204.135538,482.959,2168.000962,482.959,1445.101894
483.169,3531.087546,9157.5091575092,-0.0006943159,483.169,1292.456084,483.169,2452.896652,483.169,1582.566226
483.379,3454.871322,9149.1308325709,-0.0007810274,483.379,1250.967198,483.379,2483.800952,483.379,1559.1756365
483.589,3606.65939,9140.7678244973,-0.0007810274,483.589,1402.402732,483.589,2699.962152,483.589,1726.792587
483.799,3474.887224,9132.4200913242,-0.0006943159,483.799,1338.467482,483.799,2684.79753,483.799,1675.049994
484.009,3436.703654,9124.0875912409,-0.0006943159,484.009,1302.428218,484.009,2677.790322,484.009,1646.268744
484.219,3454.175202,9115.7702825889,-0.0007810274,484.219,1342.24698,484.219,2700.290276,484.219,1681.757804
484.429,3440.817982,9107.4681238616,-0.0009110621,484.429,1308.670548,484.429,2763.99899,484.429,1672.5026585
484.639,3356.89317,9099.1810737034,-0.0009543984,484.639,1300.52008,484.639,2732.917434,484.639,1658.6194185
484.849,3391.831416,9090.9090909091,-0.001041058,484.849,1296.877338,484.849,2759.637502,484.849,1662.567379
485.059,3379.067436,9082.6521344233,-0.0011277003,485.059,1311.205966,485.059,2805.92377,485.059,1684.885417
485.268,3423.734608,9074.4101633394,-0.0011710149,485.268,1295.387628,485.268,2787.867322,485.268,1668.5075515
485.478,3391.852038,9066.1831368994,-0.0011277003,485.478,1264.954828,485.478,2825.268444,485.478,1655.033232
485.688,3275.127092,9057.9710144928,-0.0010843813,485.688,1252.283828,485.688,2709.79824,485.688,1616.6624310000
485.898,3272.802588,9049.7737556561,-0.0011277003,485.898,1286.23857,485.898,2779.29586,485.898,1659.5028925000
486.108,3199.124868,9041.5913200723,-0.0011277003,486.108,1224.868968,486.108,2735.927462,486.108,1602.6335915
486.317,3212.66089,9033.4236675700,-0.001041058,486.317,1237.844226,486.317,2755.714088,486.317,1617.3116915
486.527,3111.889128,9025.2707581227,-0.001041058,486.527,1160.947074,486.527,2688.743584,486.527,1542.8962015
486.737,3099.58174,9017.1325518485,-0.0011277003,486.737,1141.619204,486.737,2731.48051,486.737,1539.0845305
486.947,3014.283052,9009.0090090090,-0.0012576313,486.947,1139.83788,486.947,2708.857072,486.947,1532.092678
487.156,2934.917794,9000.9000900090,-0.0013009330,487.156,1128.887606,487.156,2660.680988,487.156,1511.8359515
487.366,2845.840202,8992.8057553957,-0.0013442304,487.366,1135.722158,487.366,2603.738798,487.366,1502.726318
487.576,2690.784464,8984.7259658580,-0.0013875235,487.576,1113.57069,487.576,2536.285634,487.576,1469.249426
487.785,2599.031244,8976.6606822262,-0.0013875235,487.785,1152.980402,487.785,2484.835434,487.785,1485.94416
487.995,2416.386646,8968.6098654709,-0.0013875235,487.995,1126.695778,487.995,2402.61946,487.995,1445.6766985
488.205,2364.125892,8960.5734767025,-0.0014308122,488.205,1162.772428,488.205,2401.68976,488.205,1472.501761
488.414,2334.73749,8952.551477171,-0.0015173768,488.414,1208.078118,488.414,2382.94007,488.414,1501.793606
488.624,2104.60624,8944.5438282648,-0.0015606526,488.624,1148.596476,488.624,2262.724376,488.624,1427.128451
488.834,2062.789638,8936.5504915103,-0.0015606526,488.834,1233.711898,488.834,2238.883108,488.834,1485.0047005000
489.043,1987.260864,8928.5714285714,-0.0016039241,489.043,1252.323432,489.043,2207.771166,489.043,1491.1853655
489.253,1965.267518,8920.6066012489,-0.0016904542,489.253,1258.129884,489.253,2223.461964,489.253,1499.462904
489.462,1866.548428,8912.6559714795,-0.0018202170,489.462,1261.972892,489.462,2156.700484,489.462,1485.65479
489.672,1873.478958,8904.7195013357,-0.0018202170,489.672,1257.14478,489.672,2129.762818,489.672,1475.2992895000
489.882,1809.81271,8896.7971530249,-0.0018202170,489.882,1245.206388,489.882,2052.684644,489.882,1447.0759520000
490.091,1805.246728,8888.8888888889,-0.0018634627,490.091,1284.48922,490.091,2056.628684,490.091,1477.524086
490.301,1753.098852,8880.9946714032,-0.0018202170,490.301,1266.047402,490.301,2017.7384,490.301,1453.9701515
490.51,1734.250472,8873.1144631766,-0.0016904542,490.51,1279.90319,490.51,1951.772602,490.51,1447.870543
490.72,1767.229538,8865.2482269504,-0.0016039241,490.72,1296.096104,490.72,1918.242396,490.72,1451.632677
490.929,1748.618314,8857.3959255979,-0.0016471913,490.929,1301.962318,490.929,1846.735966,490.929,1438.1557300000
491.138,1737.418916,8849.5575221239,-0.0016471913,491.138,1259.105292,491.138,1719.805436,491.138,1374.280328
491.348,1678.804338,8841.7329796640,-0.0016039241,491.348,1186.346888,491.348,1507.01099,491.348,1266.5129135
491.557,1747.218592,8833.9222614841,-0.0016039241,491.557,1182.782174,491.557,1409.066558,491.557,1239.35327
491.767,1761.714074,8826.1253309797,-0.0016904542,491.767,1205.49151,491.767,1300.33075,491.767,1229.2013200000
491.976,1746.634688,8818.3421516755,-0.0016904542,491.976,1205.02617,491.976,1232.770058,491.976,1211.962142
492.185,1703.121378,8810.5726872247,-0.0016471913,492.185,1096.169516,492.185,1133.337532,492.185,1105.46152
492.395,1768.52357,8802.8169014085,-0.0016904542,492.395,1156.195838,492.395,1120.315898,492.395,1147.2258530000
492.604,1772.87879,8795.0747581354,-0.0017769671,492.604,1156.064924,492.604,1050.151874,492.604,1129.5866615
492.813,1715.502588,8787.3462214411,-0.0019067040,492.813,1159.02366,492.813,979.941448,492.813,1114.253107
493.023,1726.627792,8779.6312554873,-0.0019067040,493.023,1118.848116,493.023,886.681844,493.023,1060.806548
493.232,1710.279384,8771.9298245614,-0.0019067040,493.232,1148.972546,493.232,855.939404,493.232,1075.7142605
493.441,1699.94211,8764.2418930762,-0.0019499411,493.441,1175.284434,493.441,818.131482,493.441,1085.996196
493.651,1687.867154,8756.5674255692,-0.0019067040,493.651,1159.259112,493.651,776.39384,493.651,1063.542794
493.86,1687.234522,8748.9063867017,-0.0018202170,493.86,1148.613386,493.86,759.112588,493.86,1051.2381865
494.069,1626.53959,8741.2587412587,-0.0018202170,494.069,1150.719346,494.069,714.902382,494.069,1041.7651050000
494.278,1730.162578,8733.6244541485,-0.0018634627,494.278,1227.058388,494.278,761.31211,494.278,1110.6218185
494.488,1641.92368,8726.0034904014,-0.0019499411,494.488,1178.221054,494.488,729.125112,494.488,1065.9470685000
494.697,1717.781202,8718.3958151700,-0.0019931738,494.697,1243.307928,494.697,797.664984,494.697,1131.897192
494.906,1656.18831,8710.8013937282,-0.0020364023,494.906,1210.9399,494.906,777.88741,494.906,1102.6767775
495.115,1693.312796,8703.2201914708,-0.0021228462,495.115,1226.848522,495.115,792.949494,495.115,1118.373765
495.324,1645.653778,8695.6521739130,-0.002209273,495.324,1213.724916,495.324,780.193006,495.324,1105.3419385
495.533,1619.35347,8688.0973066898,-0.002209273,495.533,1180.165634,495.533,766.071974,495.533,1076.642219
495.743,1607.355062,8680.5555555556,-0.0021660618,495.743,1153.42181,495.743,770.95426,495.743,1057.8049225
495.952,1647.644182,8673.0268863833,-0.002209273,495.952,1155.634304,495.952,771.86555,495.952,1059.6921155
496.161,1610.541812,8665.5112651646,-0.0021660618,496.161,1131.177386,496.161,753.514628,496.161,1036.7616965
496.37,1609.361412,8658.0086580087,-0.0020796264,496.37,1099.621862,496.37,758.532422,496.37,1014.349502
496.579,1613.066758,8650.5190311419,-0.0020796264,496.579,1106.407014,496.579,744.02347,496.579,1015.811128
496.788,1584.894922,8643.0423509075,-0.0021228462,496.788,1070.903938,496.788,766.303352,496.788,994.7537915
496.997,1640.850032,8635.5785837651,-0.002209273,496.997,1070.04889,496.997,790.43441,496.997,1000.14527
497.206,1582.389154,8628.1276962899,-0.002209273,497.206,1004.657954,497.206,748.818742,497.206,940.698151
497.415,1579.143688,8620.6896551724,-0.002209273,497.415,987.86801,497.415,715.735316,497.415,919.8348365
497.624,1581.28531,8613.2644272179,-0.002209273,497.624,980.485014,497.624,753.218582,497.624,923.668406
497.833,1595.602404,8605.851979346,-0.002209273,497.833,962.536206,497.833,766.05014,497.833,913.4146895000
498.042,1553.232906,8598.4522785899,-0.0021660618,498.042,934.843574,498.042,764.071438,498.042,892.15054
498.251,1565.944892,8591.0652920962,-0.0021660618,498.251,957.143134,498.251,745.013644,498.251,904.1107615000
498.46,1623.279524,8583.6909871245,-0.0021660618,498.46,993.392468,498.46,742.413546,498.46,930.6477375
498.669,1584.002288,8576.3293310463,-0.002209273,498.669,909.705236,498.669,731.450296,498.669,865.1415010000
498.878,1585.672654,8568.9802913453,-0.0021660618,498.878,943.014386,498.878,767.569568,498.878,899.1531815
499.087,1534.101316,8561.6438356164,-0.002209273,499.087,924.246684,499.087,699.069726,499.087,867.9524445
499.296,1555.70926,8554.3199315654,-0.0022524799,499.296,992.785436,499.296,703.606628,499.296,920.490734
499.504,1566.044844,8547.0085470085,-0.0022956826,499.504,960.187322,499.504,713.998442,499.504,898.6401020000
499.713,1526.787914,8539.7096498719,-0.0022956826,499.713,906.994022,499.713,707.258674,499.713,857.060185
499.922,1561.421262,8532.4232081911,-0.0023388809,499.922,970.002892,499.922,721.547754,499.922,907.8891075
500.131,1562.77389,8525.1491901108,-0.0024252647,500.131,961.897288,500.131,703.270864,500.131,897.2406820000
500.34,1594.18639,8517.8875638842,-0.0024252647,500.34,995.133304,500.34,739.637666,500.34,931.2593945000
500.549,1612.40547,8510.6382978723,-0.0023388809,500.549,1010.003258,500.549,755.470368,500.549,946.3700355000
500.757,1518.676,8503.4013605442,-0.0022956826,500.757,924.641406,500.757,688.760404,500.757,865.6711555000
500.966,1605.010272,8496.1767204758,-0.0023388809,500.966,1012.961494,500.966,738.781092,500.966,944.4163935
501.175,1532.301662,8488.9643463497,-0.0023388809,501.175,953.290048,501.175,695.727562,501.175,888.8994265
501.384,1604.275528,8481.7642069550,-0.0023388809,501.384,1000.646728,501.384,745.243278,501.384,936.7958655
501.592,1599.626224,8474.5762711864,-0.0023388809,501.592,980.15093,501.592,706.490064,501.592,911.7357135
501.801,1601.310762,8467.4005080440,-0.0023820749,501.801,962.733988,501.801,718.148422,501.801,901.5875965
502.01,1601.079204,8460.2368866328,-0.0024252647,502.01,973.118748,502.01,709.317348,502.01,907.168398
502.218,1599.68933,8453.0853761623,-0.0024684501,502.218,955.516784,502.218,694.27518,502.218,890.206383
502.427,1570.547442,8445.9459459459,-0.0025116313,502.427,897.875584,502.427,655.248538,502.427,837.2188225
502.636,1588.956092,8438.8185654008,-0.0025548081,502.636,962.52247,502.636,698.07048,502.636,896.4094725
502.844,1647.880062,8431.7032040472,-0.0025548081,502.844,976.662026,502.844,730.753416,502.844,915.1848735
503.053,1637.809436,8424.5998315080,-0.0024684501,503.053,983.908398,503.053,721.187064,503.053,918.2280645000
503.262,1625.228742,8417.5084175084,-0.0024252647,503.262,963.12776,503.262,720.146092,503.262,902.382343
503.47,1589.388128,8410.4289318755,-0.0025116313,503.47,967.192922,503.47,660.362644,503.47,890.4853525
503.679,1704.563892,8403.3613445378,-0.0025548081,503.679,1056.749974,503.679,783.849478,503.679,988.52485
503.887,1658.078288,8396.3056255248,-0.0025548081,503.887,1017.795908,503.887,726.611732,503.887,944.999864
504.096,1675.73057,8389.2617449664,-0.0025548081,504.096,1037.433578,504.096,694.350804,504.096,951.6628845
504.304,1718.163908,8382.2296730930,-0.0025979807,504.304,1045.891368,504.304,740.488204,504.304,969.540577
504.513,1718.418526,8375.2093802345,-0.0025548081,504.513,1069.726948,504.513,709.769696,504.513,979.737635
504.721,1718.159844,8368.2008368201,-0.0025116313,504.721,1077.027134,504.721,733.223526,504.721,991.076232
504.93,1682.06432,8361.2040133779,-0.0024252647,504.93,1031.713526,504.93,700.235654,504.93,948.844058
505.138,1759.605716,8354.2188805347,-0.0024684501,505.138,1126.224312,505.138,785.773506,505.138,1041.1116105
505.347,1734.137048,8347.2454090150,-0.0025116313,505.347,1080.921288,505.347,742.694568,505.347,996.364608
505.555,1773.065316,8340.2835696414,-0.0025116313,505.555,1081.7256,505.555,728.640886,505.555,993.4544215000
505.764,1813.774362,8333.3333333333,-0.0025116313,505.764,1131.940032,505.764,755.079162,505.764,1037.7248145
505.972,1841.337546,8326.3946711074,-0.0025979807,505.972,1119.450238,505.972,764.062456,505.972,1030.6032925
506.18,1831.389586,8319.4675540765,-0.0026411490,506.18,1108.857224,506.18,760.540818,506.18,1021.7781225
506.389,1846.400862,8312.5519534497,-0.0026411490,506.389,1067.106622,506.389,741.619528,506.389,985.7348485
506.597,1850.086992,8305.6478405316,-0.002684313,506.597,1100.317484,506.597,773.37647,506.597,1018.5822305
506.806,1885.200106,8298.755186722,-0.0027274727,506.806,1085.646724,506.806,767.090774,506.806,1006.0077365
507.014,1858.279394,8291.8739635158,-0.0027274727,507.014,1096.665238,507.014,755.53326,507.014,1011.3822435
507.222,1842.957748,8285.0041425021,-0.002684313,507.222,1112.783118,507.222,768.919154,507.222,1026.817127
507.431,1882.81141,8278.1456953642,-0.0026411490,507.431,1085.350184,507.431,755.324012,507.431,1002.843641
507.639,1853.014722,8271.2985938792,-0.0026411490,507.639,1043.819568,507.639,709.944256,507.639,960.35074
507.847,1913.110086,8264.4628099174,-0.0026411490,507.847,1111.683886,507.847,785.785938,507.847,1030.209399
508.055,1868.98353,8257.6383154418,-0.0026411490,508.055,1040.262548,508.055,716.586578,508.055,959.3435555
508.264,1875.606374,8250.8250825083,-0.002684313,508.264,1042.696142,508.264,726.893958,508.264,963.7455960000
508.472,1946.57135,8244.0230832646,-0.0028137792,508.472,1103.831996,508.472,796.610506,508.472,1027.0266235
508.68,1939.462892,8237.2322899506,-0.0029000686,508.68,1072.772586,508.68,770.841598,508.68,997.289839
508.888,1927.305042,8230.4526748971,-0.0029000686,508.888,1035.946776,508.888,774.269594,508.888,970.5274805
509.096,1921.155392,8223.6842105263,-0.0029000686,509.096,1035.535352,509.096,741.221894,509.096,961.9569875000
509.305,1940.35807,8216.9268693509,-0.0029432069,509.305,1046.363836,509.305,748.132466,509.305,971.8059935
509.513,1901.797464,8210.1806239737,-0.0029432069,509.513,990.017286,509.513,713.608622,509.513,920.91512
509.721,1981.648988,8203.4454470878,-0.0029432069,509.721,1024.533486,509.721,764.292824,509.721,959.4733205
509.929,1978.635352,8196.7213114754,-0.0029432069,509.929,1039.410576,509.929,756.788154,509.929,968.7549705
510.137,1956.92195,8190.0081900082,-0.0029863409,510.137,978.553098,510.137,712.611906,510.137,912.0678
510.345,1991.369014,8183.3060556465,-0.0030294706,510.345,1027.899856,510.345,757.734014,510.345,960.3583955
510.553,1991.563742,8176.6148814391,-0.0030294706,510.553,1003.16777,510.553,770.050078,510.553,944.8883470000
510.762,2009.846688,8169.9346405229,-0.0030294706,510.762,1008.418636,510.762,720.91521,510.762,936.5427795
510.97,2028.690476,8163.2653061224,-0.0030294706,510.97,975.753694,510.97,726.028956,510.97,913.3225095
511.178,2093.567398,8156.6068515498,-0.0030294706,511.178,1026.565476,511.178,790.671106,511.178,967.5918835
511.386,2131.925988,8149.9592502037,-0.0030294706,511.386,1048.887466,511.386,800.911332,511.386,986.8934325
511.594,2078.186496,8143.3224755700,-0.0030294706,511.594,976.227438,511.594,762.012866,511.594,922.673795
511.802,2137.348794,8136.6965012205,-0.0031157171,511.802,984.92759,511.802,762.451468,511.802,929.3085595
512.01,2151.197342,8130.0813008130,-0.003158834,512.01,975.874906,512.01,796.239488,512.01,930.9660515
512.218,2144.737566,8123.476848091,-0.0031157171,512.218,973.638746,512.218,743.962384,512.218,916.2196555
512.426,2240.584532,8116.8831168831,-0.0031157171,512.426,1004.87194,512.426,802.818646,512.426,954.3586165
512.634,2202.668228,8110.3000811030,-0.003158834,512.634,995.179098,512.634,794.902006,512.634,945.109825
512.842,2257.69062,8103.7277147488,-0.003158834,512.842,1002.354458,512.842,787.16386,512.842,948.5568085000
513.049,2278.376196,8097.1659919028,-0.0031157171,513.049,1007.983718,513.049,785.500694,513.049,952.362962
513.257,2343.71466,8090.6148867314,-0.003072596,513.257,1018.31343,513.257,824.52701,513.257,969.8668250000
513.465,2414.543722,8084.0743734842,-0.003158834,513.465,1058.11619,513.465,837.724836,513.465,1003.0183515
513.673,2430.883972,8077.5444264943,-0.0032019465,513.673,1064.932036,513.673,847.572522,513.673,1010.5921575
513.881,2510.34759,8071.0250201776,-0.0032019465,513.881,1099.2513,513.881,860.709982,513.881,1039.6159705
514.089,2616.245196,8064.5161290323,-0.003158834,514.089,1131.688814,514.089,921.749954,514.089,1079.204099
514.297,2716.189198,8058.017727639,-0.0031157171,514.297,1190.15491,514.297,934.292796,514.297,1126.1893815
514.504,2740.629538,8051.5297906602,-0.0031157171,514.504,1176.717744,514.504,940.346132,514.504,1117.624841
514.712,2867.02647,8045.0522928399,-0.003072596,514.712,1257.034318,514.712,1009.249752,514.712,1195.0881765
514.92,2955.477404,8038.5852090032,-0.0031157171,514.92,1271.91373,514.92,1052.766388,514.92,1217.1268945
515.128,3144.282312,8032.1285140562,-0.003158834,515.128,1329.944316,515.128,1101.613942,515.128,1272.8617225
515.336,3273.51847,8025.6821829856,-0.003158834,515.336,1422.967286,515.336,1174.962698,515.336,1360.966139
515.543,3438.650252,8019.2461908581,-0.003158834,515.543,1450.277514,515.543,1270.015772,515.543,1405.2120785
515.751,3510.514608,8012.8205128205,-0.003158834,515.751,1401.209654,515.751,1255.044148,515.751,1364.6682775
515.959,3679.10281,8006.4051240993,-0.0032450548,515.959,1440.969396,515.959,1316.991428,515.959,1409.9749040000
516.166,3856.111768,8000.,-0.0032881588,516.166,1474.495436,516.166,1388.147258,516.166,1452.9083915
516.374,3995.149636,7993.6051159073,-0.0032881588,516.374,1543.642872,516.374,1478.83137,516.374,1527.4399965
516.582,4165.86384,7987.2204472843,-0.0032881588,516.582,1506.807754,516.582,1538.358534,516.582,1514.6954490000
516.789,4304.043898,7980.8459696728,-0.0033743540,516.789,1578.790612,516.789,1632.471238,516.789,1592.2107685
516.997,4323.681014,7974.4816586922,-0.0033743540,516.997,1552.002976,516.997,1605.044048,516.997,1565.263244
517.205,4509.640764,7968.1274900398,-0.0033312586,517.205,1636.467366,517.205,1670.747492,517.205,1645.0373975000
517.412,4555.528758,7961.7834394904,-0.0032881588,517.412,1630.660408,517.412,1691.37253,517.412,1645.8384385
517.62,4557.62453,7955.4494828958,-0.0032881588,517.62,1676.019844,517.62,1738.387268,517.62,1691.6117
517.827,4552.22096,7949.1255961844,-0.0032881588,517.827,1633.373908,517.827,1745.682914,517.827,1661.4511595000
518.035,4587.055732,7942.8117553614,-0.0032881588,518.035,1677.999294,518.035,1793.53307,518.035,1706.882738
518.243,4565.403846,7936.5079365079,-0.0033312586,518.243,1679.500548,518.243,1768.011966,518.243,1701.6284025
518.45,4565.736692,7930.2141157811,-0.0033743540,518.45,1681.30363,518.45,1737.069422,518.45,1695.245078
518.658,4524.484296,7923.9302694136,-0.0034174452,518.658,1711.935606,518.658,1749.18009,518.658,1721.246727
518.865,4471.82677,7917.6563737134,-0.0033743540,518.865,1632.179038,518.865,1699.91267,518.865,1649.112446
519.073,4499.433292,7911.3924050633,-0.0033743540,519.073,1676.10997,519.073,1748.774504,519.073,1694.2761035
519.28,4443.48293,7905.1383399209,-0.0033743540,519.28,1674.776298,519.28,1738.821928,519.28,1690.7877055
519.488,4490.414766,7898.8941548183,-0.0033743540,519.488,1721.160604,519.488,1780.943422,519.488,1736.1063085
519.695,4304.434082,7892.6598263615,-0.0032881588,519.695,1635.786698,519.695,1698.57017,519.695,1651.482566
519.902,4350.484832,7886.4353312303,-0.0032881588,519.902,1609.78315,519.902,1714.786824,519.902,1636.0340685
520.11,4314.480128,7880.2206461781,-0.0032881588,520.11,1644.422952,520.11,1700.822748,520.11,1658.522901
520.317,4307.109872,7874.0157480315,-0.0032450548,520.317,1629.989422,520.317,1662.104496,520.317,1638.0181905
520.525,4248.772996,7867.8206136900,-0.0032450548,520.525,1626.02697,520.525,1677.30486,520.525,1638.8464425000
520.732,4174.88112,7861.6352201258,-0.0032450548,520.732,1567.689256,520.732,1611.259868,520.732,1578.581909
520.939,4132.246656,7855.4595443833,-0.0032881588,520.939,1571.302842,520.939,1638.136154,520.939,1588.01117
521.147,4041.277368,7849.2935635793,-0.0033312586,521.147,1487.088258,521.147,1595.088044,521.147,1514.0882045
521.354,4060.545472,7843.137254902,-0.0033312586,521.354,1561.825106,521.354,1608.03458,521.354,1573.3774745
521.561,3929.069202,7836.9905956113,-0.0033743540,521.561,1492.180902,521.561,1578.488378,521.561,1513.757771
521.769,3965.19067,7830.8535630384,-0.0034174452,521.769,1506.59743,521.769,1606.973454,521.769,1531.691436
521.976,3846.594584,7824.7261345853,-0.0034605321,521.976,1412.185572,521.976,1528.068858,521.976,1441.1563935
522.183,3790.973502,7818.6082877248,-0.0034605321,522.183,1420.089704,522.183,1568.904088,522.183,1457.2933
522.391,3652.356634,7812.5,-0.0034174452,522.391,1321.150586,522.391,1474.59702,522.391,1359.5121945
522.598,3650.599614,7806.4012490242,-0.0034174452,522.598,1356.698514,522.598,1460.394184,522.598,1382.6224315
522.805,3544.064486,7800.3120124805,-0.0033743540,522.805,1351.464814,522.805,1442.923598,522.805,1374.32951
523.012,3476.161044,7794.2322681216,-0.0033312586,523.012,1302.050442,523.012,1429.613856,523.012,1333.9412955
523.219,3364.38614,7788.1619937695,-0.0033312586,523.219,1247.026012,523.219,1387.52742,523.219,1282.151364
523.427,3318.840246,7782.1011673152,-0.0033743540,523.427,1229.826104,523.427,1369.506404,523.427,1264.746179
523.634,3175.985852,7776.0497667185,-0.0034174452,523.634,1146.11097,523.634,1309.476592,523.634,1186.9523755
523.841,3062.73075,7770.0077700078,-0.0033743540,523.841,1154.912524,523.841,1279.54068,523.841,1186.069563
524.048,2859.964054,7763.9751552795,-0.0033312586,524.048,1102.869274,524.048,1198.390344,524.048,1126.7495415
524.255,2809.68673,7757.9519006982,-0.0033743540,524.255,1083.555568,524.255,1173.76157,524.255,1106.1070685
524.462,2652.332844,7751.9379844961,-0.0034174452,524.462,1026.306232,524.462,1087.33667,524.462,1041.5638415
524.669,2486.949094,7745.9333849729,-0.0033743540,524.669,989.570422,524.669,1031.614566,524.669,1000.0814580000
524.877,2367.02745,7739.9380804954,-0.0033743540,524.877,951.547866,524.877,940.48274,524.877,948.7815845
525.084,2226.138256,7733.9520494973,-0.0033743540,525.084,919.339582,525.084,915.95892,525.084,918.4944165
525.291,2085.048382,7727.9752704791,-0.0034174452,525.291,898.587554,525.291,852.628792,525.291,887.0978635
525.498,2022.457138,7722.0077220077,-0.0033743540,525.498,882.039316,525.498,830.133942,525.498,869.0629725
525.705,1953.387292,7716.0493827160,-0.0033743540,525.705,835.304516,525.705,772.933654,525.705,819.7118005
525.912,1894.279236,7710.1002313030,-0.0034605321,525.912,815.237234,525.912,772.68153,525.912,804.598308
526.119,1891.746338,7704.1602465331,-0.0035036147,526.119,863.312972,526.119,791.216612,526.119,845.2888820000
526.326,1764.43958,7698.2294072363,-0.0035036147,526.326,780.978102,526.326,711.837038,526.326,763.692836
526.533,1713.974858,7692.3076923077,-0.0034605321,526.533,775.69084,526.533,680.07265,526.533,751.7862925
526.74,1681.605214,7686.3950807071,-0.0034605321,526.74,759.634038,526.74,686.4939,526.74,741.3490035
526.947,1624.769288,7680.4915514593,-0.0034605321,526.947,715.996668,526.947,658.281058,526.947,701.5677655000
527.153,1608.813362,7674.5970836531,-0.0033743540,527.153,713.52204,527.153,640.773652,527.153,695.3349430000
527.36,1579.538652,7668.7116564417,-0.0033743540,527.36,729.827686,527.36,643.398496,527.36,708.2203885
527.567,1577.378214,7662.8352490421,-0.0034605321,527.567,728.507636,527.567,641.898546,527.567,706.8553635
527.774,1582.45535,7656.9678407351,-0.0034605321,527.774,753.3471,527.774,630.082322,527.774,722.5309055
527.981,1564.324758,7651.1094108646,-0.0034174452,527.981,728.435524,527.981,658.32063,527.981,710.9068005
528.188,1519.408304,7645.2599388379,-0.0034174452,528.188,691.239294,528.188,578.011428,528.188,662.9323275
528.395,1578.468536,7639.4194041253,-0.0034605321,528.395,714.727566,528.395,622.777024,528.395,691.7399305000
528.602,1616.782708,7633.5877862595,-0.0034605321,528.602,745.36039,528.602,640.612546,528.602,719.173429
528.808,1569.112334,7627.7650648360,-0.0034174452,528.808,696.58606,528.808,624.240518,528.808,678.4996745
529.015,1576.787664,7621.9512195122,-0.0034174452,529.015,701.09122,529.015,607.123782,529.015,677.5993605
529.222,1637.158156,7616.1462300076,-0.0034605321,529.222,750.288812,529.222,648.611104,529.222,724.8693850000
529.429,1572.503946,7610.3500761035,-0.0035036147,529.429,705.51529,529.429,599.867838,529.429,679.103427
529.635,1585.894254,7604.5627376426,-0.0035036147,529.635,721.712714,529.635,637.03217,529.635,700.542578
529.842,1587.535512,7598.7841945289,-0.0035036147,529.842,715.187868,529.842,608.408498,529.842,688.4930255
530.049,1649.160798,7593.0144267274,-0.0034605321,530.049,782.32996,530.049,690.63356,530.049,759.4058600000
530.256,1566.737578,7587.2534142640,-0.0033743540,530.256,709.973336,530.256,605.451846,530.256,683.8429635
530.462,1633.98563,7581.5011372252,-0.0032881588,530.462,750.551084,530.462,638.093858,530.462,722.4367775000
530.669,1653.59759,7575.7575757576,-0.0032881588,530.669,808.186842,530.669,673.897672,530.669,774.6145495
530.876,1642.003144,7570.0227100681,-0.0033743540,530.876,770.402,530.876,635.35341,530.876,736.6398525000
531.082,1671.88663,7564.2965204236,-0.0034605321,531.082,811.340756,531.082,655.736478,531.082,772.4396865000
531.289,1664.310306,7558.5789871504,-0.0034605321,531.289,819.994748,531.289,653.46013,531.289,778.3610935
531.495,1644.477834,7552.8700906344,-0.0035036147,531.495,829.091424,531.495,636.28925,531.495,780.8908805
531.702,1608.909658,7547.1698113208,-0.0035466931,531.702,821.513568,531.702,620.714858,531.702,771.3138905000
531.909,1684.796046,7541.4781297134,-0.0035897672,531.909,844.628526,531.909,637.450438,531.909,792.834004
532.115,1691.207062,7535.7950263753,-0.0035466931,532.115,889.89123,532.115,647.487736,532.115,829.2903565
532.322,1650.128074,7530.1204819277,-0.0035466931,532.322,893.687898,532.322,651.136158,532.322,833.049963
532.528,1680.481322,7524.4544770504,-0.0035466931,532.528,953.935404,532.528,673.34749,532.528,883.7884255
532.735,1699.629986,7518.7969924812,-0.0035466931,532.735,943.091236,532.735,665.528318,532.735,873.7005065
532.941,1694.902008,7513.1480090158,-0.0035036147,532.941,962.15695,532.941,664.656854,532.941,887.781926
533.148,1695.001656,7507.5075075075,-0.0035036147,533.148,963.58878,533.148,625.036404,533.148,878.950686
533.354,1694.76944,7501.8754688672,-0.0035466931,533.354,1002.023242,533.354,619.149454,533.354,906.304795
533.561,1706.182526,7496.251874063,-0.0035466931,533.561,1054.719394,533.561,650.948402,533.561,953.776646
533.767,1695.809578,7490.6367041199,-0.0035897672,533.767,1061.318484,533.767,607.722152,533.767,947.919401
533.974,1731.572244,7485.0299401198,-0.0035897672,533.974,1077.705922,533.974,639.082858,533.974,968.050156
534.18,1784.096276,7479.4315632012,-0.0035897672,534.18,1107.821836,534.18,660.755144,534.18,996.055163
534.387,1743.959844,7473.8415545590,-0.0035036147,534.387,1127.026666,534.387,657.100262,534.387,1009.545065
534.593,1730.316642,7468.2598954444,-0.0033312586,534.593,1171.124612,534.593,661.383712,534.593,1043.6893870000
534.799,1781.33357,7462.6865671642,-0.0032450548,534.799,1159.314308,534.799,629.902724,534.799,1026.961412
