Created as New Dataset,Sample 002 By Administrator Date Monday, October 27 2025
cm-1,%T
3276.00,100.47
3275.00,100.47
3274.00,100.48
3273.00,100.49
3272.00,100.50
3271.00,100.51
3270.00,100.51
3269.00,100.51
3268.00,100.51
3267.00,100.52
3266.00,100.52
3265.00,100.52
3264.00,100.52
3263.00,100.53
3262.00,100.53
3261.00,100.52
3260.00,100.52
3259.00,100.52
3258.00,100.52
3257.00,100.52
3256.00,100.51
3255.00,100.51
3254.00,100.52
3253.00,100.53
3252.00,100.54
3251.00,100.54
3250.00,100.55
3249.00,100.54
3248.00,100.53
3247.00,100.52
3246.00,100.51
3245.00,100.52
3244.00,100.54
3243.00,100.56
3242.00,100.56
3241.00,100.55
3240.00,100.55
3239.00,100.55
3238.00,100.55
3237.00,100.55
3236.00,100.54
3235.00,100.54
3234.00,100.54
3233.00,100.54
3232.00,100.54
3231.00,100.56
3230.00,100.57
3229.00,100.57
3228.00,100.58
3227.00,100.58
3226.00,100.59
3225.00,100.58
3224.00,100.57
3223.00,100.57
3222.00,100.56
3221.00,100.56
3220.00,100.56
3219.00,100.57
3218.00,100.58
3217.00,100.58
3216.00,100.57
3215.00,100.56
3214.00,100.57
3213.00,100.58
3212.00,100.58
3211.00,100.58
3210.00,100.59
3209.00,100.60
3208.00,100.61
3207.00,100.62
3206.00,100.63
3205.00,100.62
3204.00,100.62
3203.00,100.63
3202.00,100.62
3201.00,100.61
3200.00,100.60
3199.00,100.60
3198.00,100.60
3197.00,100.61
3196.00,100.63
3195.00,100.65
3194.00,100.65
3193.00,100.65
3192.00,100.65
3191.00,100.65
3190.00,100.65
3189.00,100.65
3188.00,100.65
3187.00,100.65
3186.00,100.65
3185.00,100.65
3184.00,100.66
3183.00,100.67
3182.00,100.66
3181.00,100.65
3180.00,100.64
3179.00,100.63
3178.00,100.63
3177.00,100.65
3176.00,100.66
3175.00,100.68
3174.00,100.68
3173.00,100.68
3172.00,100.68
3171.00,100.69
3170.00,100.69
3169.00,100.69
3168.00,100.69
3167.00,100.70
3166.00,100.70
3165.00,100.70
3164.00,100.71
3163.00,100.71
3162.00,100.71
3161.00,100.71
3160.00,100.71
3159.00,100.71
3158.00,100.71
3157.00,100.72
3156.00,100.72
3155.00,100.73
3154.00,100.73
3153.00,100.73
3152.00,100.73
3151.00,100.73
3150.00,100.73
3149.00,100.73
3148.00,100.74
3147.00,100.75
3146.00,100.75
3145.00,100.75
3144.00,100.75
3143.00,100.75
3142.00,100.75
3141.00,100.75
3140.00,100.75
3139.00,100.76
3138.00,100.76
3137.00,100.75
3136.00,100.74
3135.00,100.74
3134.00,100.73
3133.00,100.73
3132.00,100.75
3131.00,100.76
3130.00,100.76
3129.00,100.75
3128.00,100.75
3127.00,100.75
3126.00,100.75
3125.00,100.75
3124.00,100.75
3123.00,100.75
3122.00,100.75
3121.00,100.75
3120.00,100.75
3119.00,100.75
3118.00,100.75
3117.00,100.75
3116.00,100.75
3115.00,100.77
3114.00,100.78
3113.00,100.79
3112.00,100.80
3111.00,100.80
3110.00,100.79
3109.00,100.80
3108.00,100.80
3107.00,100.81
3106.00,100.80
3105.00,100.80
3104.00,100.80
3103.00,100.79
3102.00,100.78
3101.00,100.78
3100.00,100.79
3099.00,100.80
3098.00,100.79
3097.00,100.78
3096.00,100.78
3095.00,100.80
3094.00,100.81
3093.00,100.82
3092.00,100.82
3091.00,100.82
3090.00,100.83
3089.00,100.83
3088.00,100.83
3087.00,100.83
3086.00,100.83
3085.00,100.82
3084.00,100.82
3083.00,100.81
3082.00,100.81
3081.00,100.81
3080.00,100.81
3079.00,100.81
3078.00,100.82
3077.00,100.83
3076.00,100.84
3075.00,100.85
3074.00,100.85
3073.00,100.85
3072.00,100.85
3071.00,100.85
3070.00,100.84
3069.00,100.83
3068.00,100.81
3067.00,100.81
3066.00,100.82
3065.00,100.83
3064.00,100.85
3063.00,100.87
3062.00,100.87
3061.00,100.86
3060.00,100.86
3059.00,100.85
3058.00,100.84
3057.00,100.84
3056.00,100.85
3055.00,100.87
3054.00,100.87
3053.00,100.87
3052.00,100.86
3051.00,100.85
3050.00,100.85
3049.00,100.85
3048.00,100.85
3047.00,100.87
3046.00,100.87
3045.00,100.87
3044.00,100.88
3043.00,100.88
3042.00,100.88
3041.00,100.88
3040.00,100.88
3039.00,100.88
3038.00,100.88
3037.00,100.87
3036.00,100.86
3035.00,100.86
3034.00,100.85
3033.00,100.85
3032.00,100.85
3031.00,100.87
3030.00,100.88
3029.00,100.89
3028.00,100.89
3027.00,100.88
3026.00,100.88
3025.00,100.88
3024.00,100.89
3023.00,100.89
3022.00,100.89
3021.00,100.89
3020.00,100.88
3019.00,100.87
3018.00,100.86
3017.00,100.86
3016.00,100.86
3015.00,100.87
3014.00,100.87
3013.00,100.88
3012.00,100.88
3011.00,100.89
3010.00,100.90
3009.00,100.90
3008.00,100.90
3007.00,100.90
3006.00,100.90
3005.00,100.90
3004.00,100.90
3003.00,100.90
3002.00,100.90
3001.00,100.90
3000.00,100.90
2999.00,100.90
2998.00,100.90
2997.00,100.91
2996.00,100.91
2995.00,100.91
2994.00,100.91
2993.00,100.91
2992.00,100.91
2991.00,100.91
